"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"MYDGF",325,101,28,80,15,3,7,19,452,24,3,0,19,7,91,53,27,6,38,61,5,8,0,5,11,82,7,122,5,13,56,345,212,18
"AC005339.2",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"DPP9",27,7,4,10,5,0,0,0,16,5,0,0,2,1,20,9,3,1,7,21,0,1,0,0,2,3,0,27,4,3,13,37,29,3
"MIR7-3HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AC005523.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FEM1A",13,4,4,8,0,3,0,0,16,7,2,0,1,0,23,12,4,1,7,12,0,1,0,0,1,0,1,44,1,1,13,12,14,3
"AC005523.2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,2,1,0
"TICAM1",15,4,3,1,3,1,2,0,14,2,0,0,1,0,31,7,3,1,6,8,0,1,1,0,0,1,1,26,2,1,8,17,17,3
"CTC-518P12.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLIN3",70,66,7,32,1,0,1,3,124,11,0,1,2,4,80,9,7,2,20,12,1,1,0,2,9,6,6,230,6,7,22,96,48,6
"ARRDC5",5,0,2,4,3,2,1,0,0,4,0,1,0,1,12,4,12,0,1,8,3,1,0,0,0,0,0,5,0,0,8,1,2,0
"UHRF1",9,2,0,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,134,7,18,0,21,0,2
"KDM4B",6,4,6,1,1,0,0,2,14,8,0,0,1,1,33,7,3,0,43,9,0,0,0,2,2,3,2,47,0,2,12,31,13,2
"PTPRS",0,8,0,0,0,0,0,6,104,0,0,0,0,0,1,0,0,3,0,1,0,0,0,11,0,2,0,29,0,0,3,0,0,5
"TINCR",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0
"SAFB2",29,14,22,18,8,5,4,2,55,24,1,1,3,5,102,41,27,1,35,52,2,2,1,1,1,5,3,82,2,5,57,45,48,12
"SAFB",32,17,15,8,9,7,3,4,55,17,3,0,4,3,87,43,22,5,33,42,3,2,1,1,8,3,4,114,11,5,41,67,46,10
"RPL36",2053,1105,1419,1271,249,262,424,216,4830,1334,162,72,234,245,9307,3822,1653,102,2753,6557,307,147,71,100,262,219,184,4850,291,184,2559,8427,3811,400
"C19orf70",194,51,28,66,24,12,8,23,248,34,5,6,10,12,194,70,52,13,51,101,7,7,3,9,31,6,10,137,10,9,69,367,180,41
"HSD11B1L",1,4,0,2,0,0,0,1,20,2,0,0,2,0,2,1,2,1,1,4,0,0,0,0,2,0,0,3,0,1,2,7,9,2
"LONP1",12,10,3,5,3,0,0,0,24,3,0,1,0,2,15,8,7,2,3,10,0,0,0,0,2,0,0,19,2,4,7,44,12,2
"PRR22",2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,3,0,0
"DUS3L",17,5,0,7,1,1,2,3,26,2,1,1,1,1,18,12,3,0,9,15,1,0,0,0,2,1,1,21,1,2,9,28,14,2
"NRTN",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0
"FUT6",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0
"FUT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,65,0,0
"AC024592.12",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"NDUFA11",283,150,70,106,41,14,16,34,460,107,14,2,27,11,286,148,84,32,112,219,3,9,4,11,41,26,22,622,23,37,197,472,326,79
"VMAC",9,2,6,5,3,0,0,0,17,10,1,0,1,0,16,2,4,0,5,10,0,1,0,1,1,0,1,9,1,1,19,8,6,1
"AC104532.4",0,0,5,1,3,0,1,0,4,2,2,0,0,0,7,2,2,0,3,6,1,0,0,0,0,0,0,6,1,0,3,0,1,0
"CAPS",1,1,3,2,0,1,1,3,19,3,1,0,0,0,10,6,6,2,7,7,0,0,0,0,0,0,0,1,0,0,4,13,9,2
"RANBP3",24,7,9,10,5,1,1,2,49,11,1,0,2,0,22,19,11,1,11,20,0,2,0,1,3,2,1,65,5,4,23,31,30,7
"RFX2",4,1,0,0,0,0,0,1,15,0,0,1,0,0,6,1,1,1,1,6,0,0,0,0,1,1,0,8,1,1,4,7,7,1
"MLLT1",8,10,1,5,0,0,1,0,27,3,0,0,2,1,8,5,6,3,2,7,0,2,0,1,1,0,0,9,0,1,5,20,29,1
"CTC-503J8.4",0,0,0,1,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,0,0
"ACER1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CTB-180A7.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CLPP",63,29,36,13,17,11,7,7,83,60,3,1,5,0,74,82,40,3,30,107,3,4,2,4,12,10,3,175,12,15,106,118,74,11
"ALKBH7",125,57,35,70,7,11,4,9,199,39,5,2,9,8,175,66,43,15,51,142,9,4,1,9,16,12,12,115,4,5,69,295,121,34
"PSPN",0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,2,0,0,3,0,0,1,5,2,0
"GTF2F1",47,22,17,22,5,0,4,3,66,15,3,1,6,3,58,47,13,5,31,42,4,1,2,4,7,4,3,94,3,7,35,73,82,13
"KHSRP",32,11,1,21,0,2,0,3,49,12,2,0,2,0,33,12,6,1,10,18,1,0,0,0,6,2,4,101,4,3,19,95,59,6
"SLC25A41",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A23",0,3,1,0,0,1,0,3,22,1,0,0,2,0,15,1,4,3,0,9,0,0,0,0,2,0,0,1,1,0,0,52,10,10
"CRB3",0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,1,3,0,0,0,0,0,0,0,3,1,0,1,89,1,0
"DENND1C",9,0,16,6,5,2,3,0,4,15,1,0,0,2,52,25,15,0,21,42,2,1,0,0,0,1,0,58,4,1,39,5,2,1
"CTD-2396E7.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,32,1,0
"TUBB4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNFSF9",1,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0
"CD70",0,1,3,0,11,4,2,4,9,4,0,0,0,3,35,9,11,0,1,3,0,1,0,0,0,0,0,16,12,5,35,0,0,0
"TNFSF14",3,5,6,1,3,1,2,1,14,3,1,0,0,1,2,11,7,0,1,14,0,0,0,0,0,1,0,2,4,2,20,0,0,0
"C3",42,352,3,4,0,0,1,0,3392,5,0,0,0,0,10,5,3,1,2,13,1,0,0,0,3,1,0,10,0,4,5,8,15,0
"GPR108",52,17,12,18,5,4,1,8,83,12,2,0,6,3,51,23,20,2,17,31,1,3,0,0,6,2,6,32,2,4,42,65,56,8
"TRIP10",16,20,0,5,1,0,1,5,110,5,0,0,5,0,2,3,0,1,2,3,0,0,0,2,11,0,1,9,2,1,2,37,42,5
"CTD-3128G10.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH2D3A",0,0,4,0,2,3,2,0,2,0,0,0,0,1,19,5,6,0,4,30,0,2,0,0,1,2,0,5,2,1,6,55,2,0
"VAV1",36,0,5,10,10,4,8,4,2,9,5,0,0,2,72,25,14,0,28,28,1,2,0,1,0,5,5,61,4,8,28,4,2,0
"ADGRE1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,7,0,0,0,0,0,0,2,0,1,0,10,0,0,0
"ZNF557",4,2,1,1,1,1,2,2,14,1,1,0,0,0,15,6,3,2,4,12,0,0,0,0,1,0,0,10,0,0,9,7,8,1
"INSR",8,6,0,7,0,1,0,5,59,2,0,0,1,1,9,1,0,6,0,1,0,0,0,1,4,2,2,3,0,0,1,57,445,5
"CTB-133G6.1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,20,1,4,0,10,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"CTB-133G6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGEF18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PEX11G",1,0,0,2,0,0,0,1,4,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,11,12,0
"C19orf45",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0
"ZNF358",7,12,1,4,0,0,0,3,38,0,0,0,1,0,0,2,1,1,2,0,0,0,0,0,5,0,2,1,0,0,0,15,33,4
"MCOLN1",60,12,2,10,3,2,4,7,49,6,0,0,1,1,9,2,1,1,5,9,0,0,0,1,3,3,5,11,0,2,7,14,28,6
"PNPLA6",31,3,2,18,2,1,1,3,10,4,0,0,4,0,28,11,8,4,5,15,0,0,0,1,0,0,3,19,1,2,18,23,26,0
"CAMSAP3",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,0,1,32,0,0
"XAB2",19,14,13,9,3,3,2,3,47,14,1,1,2,0,42,21,8,0,14,26,1,0,0,0,4,1,0,36,2,6,34,26,29,4
"PET100",157,65,52,53,19,10,9,12,186,57,7,2,14,14,175,88,72,5,62,128,1,9,6,3,15,26,12,308,27,21,158,313,196,30
"CTD-3214H19.4",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"PCP2",1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STXBP2",121,1,18,32,9,4,3,2,8,23,3,3,2,13,73,37,27,0,40,38,4,3,1,3,0,5,46,100,7,5,40,148,11,1
"RETN",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"MCEMP1",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"TRAPPC5",14,2,0,2,3,1,1,1,11,2,1,0,1,1,15,7,1,0,3,6,0,0,0,0,0,0,3,16,0,2,5,19,9,1
"FCER2",4,0,1,1,0,0,0,0,2,1,0,0,0,0,111,1,0,0,361,0,0,0,1,0,0,0,0,91,2,0,0,0,0,0
"CLEC4G",3,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD209",39,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"CLEC4M",0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EVI5L",3,2,3,0,0,0,0,1,6,0,0,1,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0,3,6,0
"PRR36",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"LRRC8E",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"CTD-3193O13.12",0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"MAP2K7",18,14,8,9,5,0,4,4,35,8,2,2,2,2,42,23,16,1,22,29,1,3,2,1,4,1,2,55,2,1,29,41,28,8
"TGFBR3L",0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1
"SNAPC2",18,15,4,12,0,1,3,2,49,1,1,0,0,1,13,4,7,1,6,11,2,3,0,0,4,2,4,28,2,3,5,16,48,8
"CTXN1",0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
"TIMM44",36,15,5,17,0,2,1,5,57,3,2,1,2,2,29,20,10,9,17,23,0,2,1,1,8,1,1,42,3,3,23,81,51,10
"ELAVL1",63,25,14,24,6,1,13,5,75,15,3,1,5,2,97,47,21,2,30,46,1,2,0,3,14,4,3,231,8,22,47,78,82,7
"CTD-2325M2.1",0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,2,0
"CERS4",8,11,5,2,2,3,0,12,54,4,0,1,2,2,83,15,4,0,38,13,0,4,0,0,2,3,1,147,3,3,14,0,13,1
"CTD-3020H12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD320",15,8,17,6,7,5,1,7,99,17,2,0,5,1,44,30,24,7,15,35,0,1,1,2,4,0,0,51,7,19,57,230,484,6
"NDUFA7",59,13,16,20,11,3,2,5,53,17,2,0,3,4,63,28,29,5,25,47,2,2,1,3,5,5,3,171,7,14,62,159,66,10
"RPS28",3291,1252,1995,1927,398,367,590,251,5624,1980,250,94,391,362,13337,5023,2329,134,3797,8741,376,241,90,295,456,450,296,7734,359,262,3826,8889,6651,579
"KANK3",5,1,0,0,1,0,0,0,3,3,0,0,14,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,104,4
"ANGPTL4",4,7,0,0,0,0,0,1,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,7,9
"RAB11B-AS1",7,1,2,0,0,0,0,3,32,9,1,0,3,0,6,2,1,1,3,12,0,0,0,2,1,0,0,14,2,2,7,15,14,3
"RAB11B",63,38,24,28,21,4,6,9,151,23,6,3,10,7,88,44,32,2,31,50,2,5,3,1,16,4,2,115,9,17,68,86,147,22
"MARCH2",43,10,4,6,3,2,2,5,41,3,0,0,5,4,15,5,7,3,6,8,0,0,0,4,6,1,2,11,2,2,14,14,76,15
"RP11-886P16.6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPM",168,63,59,91,27,9,8,13,212,57,11,5,13,13,278,130,57,2,108,166,12,5,1,6,29,12,8,714,45,38,150,253,241,45
"PRAM1",23,0,0,12,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0
"ZNF414",11,8,5,7,0,0,1,0,24,5,1,0,3,0,14,13,6,1,5,16,2,0,0,0,3,2,0,28,3,1,16,16,17,4
"MYO1F",126,3,44,70,21,21,11,2,2,3,5,4,1,6,84,55,71,0,17,45,2,4,6,1,0,1,13,3,8,4,60,2,5,0
"ADAMTS10",2,6,0,1,0,0,0,1,14,1,0,0,1,0,0,3,0,0,0,4,0,1,0,0,5,0,0,2,0,0,2,0,9,3
"AC130469.2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF558",4,1,0,1,1,0,0,0,5,0,0,0,2,1,3,3,0,1,1,6,0,0,0,0,3,0,0,4,0,0,4,6,2,0
"MUC16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF317",6,1,4,2,2,0,0,0,8,2,0,0,1,0,12,8,6,0,9,7,0,0,0,1,3,0,0,22,0,2,8,19,5,2
"OR7D2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OR7E24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTC-325H20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ZNF699",1,2,1,0,0,0,1,0,7,1,0,0,0,0,9,5,2,0,4,6,1,0,0,0,2,0,0,2,0,0,4,3,3,0
"ZNF559",3,4,5,0,3,2,0,4,30,5,0,0,3,2,32,7,7,2,10,12,2,2,0,1,2,0,0,4,2,2,6,6,26,5
"ZNF559-ZNF177",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZNF266",9,1,6,4,1,0,1,2,12,8,0,0,2,0,19,9,10,1,9,10,0,1,1,0,1,3,1,14,1,3,8,15,14,1
"ZNF426",5,4,5,7,1,1,0,1,41,8,2,0,6,2,19,5,7,1,9,9,0,1,0,1,2,0,0,14,1,2,9,9,23,3
"CTC-543D15.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"ZNF121",9,3,2,2,0,3,1,1,11,4,0,1,0,0,19,10,5,1,9,13,0,0,0,1,2,0,0,9,2,2,7,30,10,3
"ZNF561",16,4,6,4,1,1,0,0,21,1,0,0,0,0,23,14,2,0,2,6,0,1,0,0,1,0,3,17,0,1,17,12,19,0
"ZNF562",14,7,9,9,0,1,0,3,16,0,1,1,0,3,24,9,6,3,21,11,1,1,0,0,3,0,2,10,1,4,9,26,32,5
"ZNF812P",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-3116E22.8",4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3116E22.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF846",16,4,1,5,0,1,0,0,12,3,0,1,0,0,3,0,4,0,6,4,0,0,0,0,2,0,0,7,0,1,1,15,10,0
"FBXL12",14,9,10,8,4,1,1,2,41,6,0,0,0,0,16,5,5,2,7,17,0,0,0,1,2,1,0,20,2,4,10,21,21,4
"UBL5",525,177,178,175,87,38,42,48,673,177,24,2,45,41,498,291,203,32,168,381,23,29,8,28,71,61,33,1027,76,70,418,1013,598,124
"CTD-2623N2.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"PIN1",88,33,36,31,25,5,5,9,155,29,0,0,10,9,89,45,35,8,38,80,2,7,1,4,14,6,6,221,14,19,86,98,125,32
"OLFM2",2,7,6,0,6,3,3,3,14,7,0,0,0,0,1,21,7,1,2,41,1,2,0,0,1,0,0,0,1,4,33,0,3,0
"COL5A3",1,6,0,0,0,0,0,6,11,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,1,1,0,0,3,1,1
"C19orf66",32,28,39,11,21,8,11,9,90,25,8,1,10,2,115,64,49,2,37,68,4,7,1,2,10,6,1,44,3,13,54,43,75,5
"ANGPTL6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0
"PPAN",42,7,8,12,2,1,2,0,31,7,1,1,0,1,54,15,8,0,23,33,2,3,2,1,3,2,1,79,1,11,15,68,15,3
"P2RY11",21,1,4,2,2,1,0,0,0,2,6,0,0,0,8,5,5,0,0,4,0,2,0,0,0,0,0,12,0,7,6,1,6,0
"EIF3G",177,121,118,111,34,16,33,21,448,119,8,3,10,18,464,237,133,20,189,372,28,32,8,8,55,19,17,417,19,18,240,337,336,63
"DNMT1",111,13,23,36,11,5,11,4,45,23,3,0,1,1,41,44,27,0,21,69,3,3,1,3,10,6,2,613,19,28,65,53,70,4
"S1PR2",19,11,1,0,1,1,0,2,67,1,0,0,0,2,3,9,4,0,4,4,0,0,0,0,0,1,0,125,1,5,3,1,4,0
"MRPL4",71,24,18,28,6,2,3,11,67,17,2,0,3,5,69,28,16,3,35,41,0,3,0,4,6,5,4,215,11,9,48,172,79,10
"ICAM1",66,25,3,20,0,1,0,1,37,0,1,0,1,2,23,5,1,0,4,2,1,0,0,0,1,1,3,29,5,0,12,16,105,0
"CTD-2369P2.8",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ICAM4",6,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0
"ICAM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZGLP1",15,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0
"CTD-2369P2.10",0,1,1,0,0,0,1,0,6,1,1,0,0,0,3,3,0,0,2,8,0,0,0,0,0,0,0,2,0,1,2,1,3,1
"FDX1L",21,13,1,2,3,0,2,1,43,5,0,0,1,2,15,3,5,0,4,7,1,0,0,0,1,1,1,36,2,1,11,50,29,5
"RAVER1",2,1,0,2,1,0,1,0,0,4,0,0,0,0,5,2,0,1,2,2,0,2,0,0,1,0,0,8,0,0,0,5,8,0
"AC114271.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"ICAM3",10,8,79,48,40,19,17,3,34,116,11,8,5,12,356,186,92,0,164,256,15,15,2,6,3,10,8,160,23,26,256,105,36,6
"TYK2",16,7,6,22,6,1,1,2,18,8,2,0,0,0,29,12,8,0,12,16,2,2,0,3,2,2,2,38,2,1,23,17,21,1
"CDC37",149,55,33,61,34,6,5,17,163,54,11,5,21,13,144,91,63,11,57,110,6,9,1,4,26,16,5,277,21,26,117,258,515,34
"PDE4A",14,4,0,8,4,1,0,4,26,0,2,0,1,1,1,1,1,1,0,1,0,3,0,1,7,1,1,2,3,4,15,14,19,3
"KEAP1",33,26,7,10,5,3,0,3,59,4,1,0,4,3,21,11,6,1,6,11,1,3,0,0,9,4,1,40,5,3,22,56,51,8
"S1PR5",0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"ATG4D",12,4,5,5,4,2,4,5,22,6,1,0,1,0,20,14,9,0,7,7,0,1,0,0,4,1,0,25,1,4,5,39,8,3
"KRI1",12,5,9,8,2,0,1,3,15,2,1,1,0,1,27,13,13,0,9,22,2,1,1,0,3,1,0,18,2,5,10,10,14,3
"CDKN2D",8,2,16,11,2,1,1,0,18,3,0,0,2,1,60,18,19,0,20,26,1,2,0,5,1,6,0,110,14,7,12,11,43,4
"AP1M2",0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,174,1,2
"SLC44A2",5,10,11,3,4,2,2,22,33,12,1,1,7,4,106,31,20,0,42,50,4,2,2,5,6,5,4,91,4,5,44,48,151,10
"ILF3-AS1",43,15,28,18,9,11,15,10,99,38,17,8,8,12,179,110,55,3,69,164,4,10,5,7,9,2,3,99,5,3,69,72,84,23
"ILF3",52,24,28,32,11,5,5,12,117,35,3,3,3,3,122,51,40,3,46,81,4,4,3,1,10,10,3,248,11,12,81,102,81,15
"QTRT1",29,20,9,13,6,1,4,2,75,16,1,0,3,0,57,10,12,4,20,30,3,3,1,1,6,2,1,54,2,4,29,282,39,6
"DNM2",40,6,13,10,6,5,2,4,25,16,3,0,3,1,45,19,9,0,19,28,0,4,1,4,2,7,0,62,6,6,28,103,44,3
"TMED1",40,24,2,8,3,1,2,3,84,3,0,0,6,6,14,2,7,1,4,10,1,1,0,0,6,3,0,30,1,1,10,23,58,3
"C19orf38",11,0,3,17,0,0,0,0,1,2,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,1,9,17,1,0,0,1,0,0
"CARM1",24,8,2,5,0,0,0,1,28,1,0,0,1,1,16,3,0,2,3,7,0,0,1,0,2,0,0,27,0,1,5,47,19,3
"YIPF2",39,16,4,13,3,2,2,5,96,5,1,1,2,3,18,16,9,2,4,13,1,1,0,0,5,4,2,12,5,4,13,89,40,4
"C19orf52",26,6,5,8,1,1,3,4,34,5,0,0,2,1,14,9,9,0,7,15,0,2,1,0,8,4,0,42,2,2,22,36,23,6
"SMARCA4",26,24,12,17,6,4,3,1,40,12,2,0,1,2,34,12,6,2,14,16,0,0,0,0,5,2,1,229,4,6,22,86,48,6
"LDLR",2,6,3,2,1,0,1,0,2,0,0,0,1,3,3,2,1,0,0,4,0,1,1,0,0,0,1,2,0,6,4,64,24,1
"SPC24",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,72,8,7,0,8,3,0
"KANK2",3,32,0,0,1,0,0,7,153,0,0,0,1,1,2,1,0,13,0,2,0,0,0,0,38,1,0,35,0,0,1,4,24,45
"DOCK6",0,3,1,0,0,0,0,0,10,0,0,0,9,0,2,5,0,0,1,1,0,0,0,0,3,0,0,2,0,0,2,24,103,1
"CTC-510F12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CTC-510F12.7",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"RAB3D",2,1,2,3,0,0,1,0,9,3,0,0,2,2,7,3,0,0,1,1,0,0,0,0,4,1,3,0,0,1,6,63,16,2
"TMEM205",55,54,15,14,6,0,5,9,196,13,0,0,18,3,63,20,17,4,24,37,0,1,0,3,17,6,7,47,4,8,37,170,151,15
