"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"XPO6",13,62,0,0,1,0,0,0,1,1,0,10,1,3,5,213,3
"RP11-57A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SBK1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"NPIPB6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EIF3CL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-435I10.4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"CLN3",41,101,0,3,1,8,3,1,6,2,0,6,1,1,6,294,9
"APOBR",31,2,0,5,0,7,1,2,0,0,0,0,4,0,1,4,0
"IL27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUPR1",1349,1931,0,0,6,3,1,0,99,0,0,64,23,0,4,285,14
"RP11-666O2.2",1,4,1,0,0,1,0,0,1,1,0,0,0,1,1,14,2
"SGF29",17,40,1,2,3,1,2,1,0,2,0,7,0,1,2,87,3
"SULT1A2",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SULT1A1",18,90,0,1,0,3,0,0,1,0,0,7,2,0,1,124,0
"EIF3C",4,17,0,2,0,0,1,0,0,1,0,2,1,1,1,55,0
"RP11-1348G14.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-1348G14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-1348G14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"ATXN2L",9,94,0,0,0,1,2,2,4,1,0,10,2,1,4,404,15
"RP11-24N18.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUFM",121,537,2,21,6,16,13,13,32,6,2,70,6,20,25,1683,77
"SH2B1",5,47,0,1,0,3,3,1,7,1,0,3,0,0,2,198,8
"RP11-22P6.2",0,6,1,1,0,0,2,0,1,0,0,1,0,0,2,10,1
"ATP2A1",0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1
"ATP2A1-AS1",0,4,1,0,1,0,0,0,0,0,1,2,0,2,0,42,1
"RABEP2",8,69,0,0,0,1,2,0,1,0,0,9,1,0,2,155,11
"CD19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFATC2IP",25,77,0,2,0,2,3,2,6,0,0,13,0,6,9,501,26
"RP11-264B17.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
"SPNS1",67,181,1,2,0,20,1,3,5,2,0,20,0,2,5,385,18
"LAT",17,9,3,0,0,37,30,21,3,8,0,0,0,16,42,158,4
"RP11-264B17.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-426C22.5",6,13,0,1,0,1,0,0,0,0,0,0,1,0,1,2,2
"RP11-426C22.4",0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RP11-426C22.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-426C22.8",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-231C14.7",0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0
"NPIPB11",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,2
"BOLA2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"RP11-345J4.5",10,14,1,0,0,0,1,1,0,0,0,2,1,5,5,137,4
"SLX1B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0
"SULT1A4",0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,14,0
"RP11-345J4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SPN",36,2,1,8,0,1,7,6,0,3,0,1,0,9,4,9,0
"QPRT",14,207,0,1,0,1,1,0,0,0,0,16,0,0,0,9,0
"C16orf54",6,1,0,2,0,2,7,1,0,2,1,0,0,1,0,19,0
"KIF22",23,85,0,3,0,6,2,2,0,0,0,11,2,10,7,292,11
"AC009133.21",0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,33,1
"MAZ",28,200,0,2,1,6,3,1,3,1,0,25,1,11,3,883,30
"AC009133.12",1,8,0,0,0,0,2,2,0,0,0,0,0,0,0,533,5
"PRRT2",0,15,0,0,0,0,0,0,2,0,0,6,0,0,0,106,1
"PAGR1",3,30,0,1,1,0,0,0,0,0,0,0,0,0,1,39,2
"MVP",70,352,1,7,5,5,10,2,7,4,2,29,6,5,20,1540,33
"CDIPT",25,294,2,4,0,8,5,1,16,0,0,20,1,3,8,651,15
"CTD-2574D22.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CDIPT-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
"SEZ6L2",5,374,0,0,2,1,0,1,4,1,0,20,0,0,2,994,4
"ASPHD1",11,117,0,0,1,0,1,0,1,0,0,1,0,0,0,979,7
"KCTD13",2,29,0,3,0,0,2,0,2,1,0,3,0,1,3,90,2
"CTD-2574D22.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"TMEM219",188,694,2,8,7,23,18,3,19,3,0,59,13,5,19,2069,72
"TAOK2",2,47,0,1,1,2,0,0,2,0,0,2,0,0,3,325,31
"HIRIP3",8,35,0,0,0,5,3,1,1,1,0,4,1,5,1,75,4
"INO80E",15,87,1,3,0,2,2,2,5,0,0,13,0,1,4,290,15
"DOC2A",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1
"FAM57B",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ALDOA",1010,3298,12,70,15,96,76,29,202,23,2,345,82,82,119,13129,184
"CTD-2515O10.5",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PPP4C",112,442,1,10,4,10,18,6,11,3,0,51,6,31,22,1255,73
"TBX6",1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,75,1
"YPEL3",24,241,1,3,4,2,5,0,9,4,1,15,1,1,5,528,16
"RP11-455F5.3",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"GDPD3",1,12,0,0,0,0,1,1,0,0,0,3,0,1,0,171,5
"RP11-455F5.4",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-455F5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MAPK3",12,112,0,3,0,2,1,1,6,1,0,17,4,0,5,818,33
"CORO1A",141,19,11,53,0,23,131,69,3,30,10,3,23,179,168,69,5
"RP11-455F5.5",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"BOLA2B",16,38,0,0,0,2,1,3,0,0,0,5,2,4,2,236,1
"SLX1A",1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,13,0
"SULT1A3",4,16,0,0,0,1,0,0,0,0,0,1,0,0,0,131,4
"RP11-347C12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"RP11-347C12.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"CD2BP2",30,201,2,3,0,15,6,3,17,1,0,31,3,10,11,496,21
"RP11-347C12.10",5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"TBC1D10B",12,68,0,1,0,2,3,0,6,1,0,4,2,0,1,172,4
"RP11-347C12.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"MYLPF",4,25,0,1,0,5,2,0,0,1,0,2,0,1,0,52,2
"ZNF48",2,7,0,0,0,1,1,0,0,1,0,2,0,0,2,58,2
"SEPT1",15,77,2,3,0,10,41,9,3,5,4,7,0,18,37,154,2
"ZNF771",2,62,0,1,1,0,0,0,2,0,0,4,0,0,1,79,7
"DCTPP1",33,107,0,7,2,8,6,3,2,0,0,17,1,16,11,613,20
"SEPHS2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0
"ITGAL",8,0,0,0,0,1,2,4,0,0,0,1,0,2,10,2,1
"RP11-297C4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RP11-297C4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-297C4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF768",8,41,0,1,0,4,0,0,3,0,0,6,0,0,0,410,7
"ZNF747",3,23,0,0,0,0,0,0,2,0,0,4,0,1,0,78,2
"AC002310.12",3,11,0,0,0,0,1,1,1,0,0,1,0,0,0,76,2
"ZNF764",1,10,0,0,0,0,0,0,0,1,0,2,0,0,0,34,1
"ZNF688",15,91,0,0,1,2,4,3,3,0,0,8,1,3,6,272,10
"AC002310.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ZNF785",4,23,0,2,0,0,1,1,2,0,0,1,0,0,0,78,4
"RP11-146F11.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF689",3,11,0,0,0,0,0,0,0,0,0,1,1,3,0,42,2
"PRR14",9,78,0,3,1,1,3,3,3,2,0,7,1,5,2,263,10
"FBRS",7,48,0,1,1,1,3,0,5,0,0,6,0,5,5,254,7
"RP11-146F11.1",0,6,0,1,0,0,1,0,0,0,0,0,2,0,0,20,2
"SRCAP",4,8,0,1,0,0,1,0,1,0,0,0,1,0,0,30,1
"RP11-2C24.9",0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,69,0
"PHKG2",22,50,1,3,1,3,3,1,6,0,0,4,0,2,2,195,7
"CCDC189",5,12,0,3,0,3,0,0,2,0,0,4,0,0,0,57,0
"RNF40",15,80,0,2,0,2,2,1,2,1,1,8,0,2,2,316,11
"ZNF629",3,11,0,0,0,0,0,0,1,1,0,1,0,1,0,120,1
"RP11-2C24.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"BCL7C",28,239,0,4,1,2,4,1,11,0,0,21,1,5,7,687,25
"MIR762HG",0,20,0,0,0,1,1,1,2,1,0,3,0,1,1,62,2
"CTF1",0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,31,0
"FBXL19-AS1",0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,23,0
"FBXL19",3,22,0,0,0,0,0,0,0,0,0,3,0,0,0,137,2
"ORAI3",29,99,0,4,3,4,1,1,1,1,0,7,1,1,3,340,8
"RP11-1072A3.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SETD1A",3,20,0,1,0,1,0,1,0,1,1,0,0,0,0,141,3
"HSD3B7",40,113,0,0,0,0,0,0,3,0,0,6,2,0,0,476,3
"STX1B",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0
"STX4",86,149,0,10,2,10,4,5,9,2,2,13,3,2,2,555,18
"RP11-196G11.2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
"RP11-196G11.6",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ZNF668",5,46,0,0,0,0,1,1,2,0,0,2,0,0,1,75,1
"ZNF646",1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,69,3
"PRSS53",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1
"VKORC1",205,1937,2,10,4,24,16,7,33,1,0,85,14,5,21,916,90
"BCKDK",59,164,0,8,0,6,2,3,10,0,0,17,5,9,2,320,20
"KAT8",28,89,0,5,0,4,4,3,6,1,0,6,1,0,3,159,4
"RP11-388M20.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PRSS8",6,26,0,0,0,1,1,0,1,1,1,2,2,0,3,1725,3
"PRSS36",11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,60,2
"FUS",113,622,4,9,3,13,24,14,21,9,0,57,8,23,35,1407,81
"RP11-388M20.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PYCARD",278,217,0,55,1,22,14,7,0,2,0,20,20,17,20,2449,31
"PYCARD-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2
"TRIM72",1,2,0,1,1,0,0,0,0,0,0,2,0,0,1,7,2
"ITGAM",87,3,0,3,0,5,0,0,0,0,0,0,7,0,1,20,0
"ITGAX",96,1,0,9,0,3,0,0,0,0,0,0,9,0,0,7,2
"ITGAD",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF843",0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,4,2
"RP11-452L6.1",1,8,0,0,0,1,0,1,3,0,0,1,0,0,0,63,2
"RP11-452L6.5",0,8,0,0,0,0,0,0,0,0,0,2,0,0,1,25,0
"ARMC5",3,14,0,0,0,3,1,0,0,0,0,2,0,0,0,45,2
"TGFB1I1",4,695,0,1,4,3,0,1,55,1,1,105,0,0,0,103,32
"SLC5A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"AC026471.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
"C16orf58",6,81,1,0,0,1,0,1,3,0,0,7,0,1,1,297,6
"RP11-452L6.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1
"CTD-2358C21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ZNF720",11,66,0,1,0,2,2,1,3,2,0,4,1,2,3,163,8
"ZNF267",29,46,0,2,0,1,3,1,1,0,0,2,3,2,3,166,7
"RP11-626K17.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-19N8.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-23E10.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-989E6.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SHCBP1",4,24,0,0,0,0,0,0,0,0,0,0,0,4,0,26,0
"RP11-46D6.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"VPS35",136,204,1,11,1,9,8,4,11,0,0,20,10,3,9,574,25
"ORC6",12,22,0,0,0,0,0,0,0,0,0,4,1,3,0,66,1
"MYLK3",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C16orf87",22,100,0,3,1,1,2,2,3,1,0,5,5,4,8,115,7
"GPT2",0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,57,1
"DNAJA2",43,152,0,2,0,6,11,4,5,3,1,16,4,5,8,320,21
"RP11-169E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"NETO2",10,4,0,0,0,0,0,0,0,0,0,0,2,1,0,13,15
"ITFG1",36,146,1,4,1,1,6,0,8,1,0,25,1,3,9,295,18
"PHKB",29,70,0,2,0,3,4,2,4,0,1,8,3,1,6,215,13
"ABCC11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LONP2",20,117,0,2,0,10,3,0,3,3,0,3,3,2,6,376,22
"SIAH1",13,111,0,1,1,4,2,1,4,0,0,7,2,2,0,111,13
"N4BP1",21,66,0,3,0,1,2,0,1,0,0,1,3,0,2,159,10
"CTC-527H23.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-42I10.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"CTC-527H23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"CBLN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF423",0,17,0,0,0,0,0,0,1,0,0,5,0,0,0,1,7
"CNEP1R1",31,42,0,0,1,2,2,1,1,0,0,4,2,1,2,41,2
"HEATR3",15,12,0,2,0,1,1,0,0,1,0,1,2,0,0,48,3
"PAPD5",23,56,0,0,0,1,1,0,0,0,1,12,0,1,1,142,7
"ADCY7",26,32,0,8,0,2,5,0,1,1,0,0,3,1,2,51,1
"BRD7",17,63,0,1,1,1,2,0,3,0,0,14,0,2,3,214,15
"RP11-21B23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"NKD1",0,20,0,0,0,1,0,1,4,0,0,0,0,0,0,40,0
"RP11-401P9.4",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RP11-401P9.5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SNX20",19,2,0,10,0,2,5,0,0,1,1,0,1,6,8,1,0
"NOD2",14,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0
"RP11-327F22.2",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"CYLD",27,106,2,3,1,4,10,4,7,3,3,4,1,7,11,76,10
"SALL1",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOX3",2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,230,1
"CASC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-297L17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"RP11-467J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-295M3.4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1
"CHD9",60,243,0,11,3,12,10,3,6,0,2,30,4,2,4,424,24
"RP11-44F14.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"RP11-44F14.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"RBL2",18,88,1,2,0,1,11,6,2,2,2,7,2,1,11,289,8
"AKTIP",9,72,0,0,1,0,4,0,2,0,0,10,0,2,2,175,8
"RPGRIP1L",3,70,0,0,0,0,1,0,1,0,0,7,0,0,0,104,1
"FTO",9,99,0,1,1,2,0,0,1,0,0,7,0,0,1,63,12
"RP11-357N13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IRX3",0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-434E6.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRNDE",1,81,0,0,0,2,1,0,1,0,0,4,0,0,0,228,18
"IRX5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"IRX6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMP2",28,4393,0,2,1,1,3,0,5,1,0,15,3,3,2,144,112
"RP11-212I21.2",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LPCAT2",62,49,0,2,1,15,0,0,0,1,0,0,8,0,0,244,27
"RP11-212I21.4",9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,3
"CAPNS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CES1",6,15,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
"GNAO1",0,5,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
"AMFR",8,76,0,0,0,4,2,0,2,0,0,8,0,1,1,227,12
"RP11-413H22.2",2,3,0,1,0,3,0,0,1,0,0,0,0,0,0,6,2
"NUDT21",48,173,0,4,1,8,9,4,4,0,0,10,1,13,11,444,26
"OGFOD1",5,51,0,4,0,6,1,2,0,1,0,6,2,0,3,76,4
"RP11-413H22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"BBS2",8,46,0,0,0,2,0,0,4,0,0,5,1,0,0,140,4
"MT3",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MT2A",1655,17408,14,17,48,80,157,47,393,14,4,595,112,142,85,5749,215
"RP11-249C24.10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1E",156,3284,2,1,10,6,25,5,58,2,1,118,3,26,24,5404,23
"MT1M",8,168,0,0,0,0,1,0,2,0,0,24,1,0,0,320,0
"MT1A",2,39,0,0,1,0,0,0,0,0,0,8,0,0,0,92,0
"MT1F",93,140,0,0,0,11,8,5,0,0,1,17,5,3,5,662,1
"MT1G",328,55,0,1,0,2,5,1,3,0,0,1,4,5,1,2771,10
"MT1H",160,4,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0
"RP11-249C24.12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MT1X",483,2191,3,4,2,15,34,13,32,4,1,72,36,21,23,3814,17
"NUP93",18,40,0,1,1,3,1,2,1,0,0,4,3,2,2,113,9
"SLC12A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HERPUD1",300,399,8,40,4,20,32,15,13,9,1,50,27,12,31,446,23
"CETP",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,17
"NLRC5",6,28,0,0,0,0,4,2,3,0,0,3,2,2,4,127,14
"CPNE2",8,27,1,1,1,0,0,1,2,0,0,6,1,8,8,83,23
"FAM192A",40,112,0,5,0,5,6,2,5,2,1,15,1,13,8,289,13
"RSPRY1",14,126,0,1,0,6,3,0,6,1,0,12,0,0,3,114,13
"ARL2BP",49,381,0,3,0,9,11,2,12,2,1,25,2,7,9,216,37
"RP11-407G23.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PLLP",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,249,7
"CCL22",0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0
"CX3CL1",1,13,0,0,0,1,0,0,0,0,0,0,1,0,0,132,5
"CCL17",0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0
"CIAPIN1",9,77,0,0,1,3,1,0,2,3,0,9,3,4,0,135,9
"COQ9",7,76,0,1,1,3,1,0,3,1,0,9,1,4,6,264,7
"POLR2C",15,155,3,3,1,6,4,4,4,0,0,22,2,6,8,396,13
"DOK4",0,28,0,0,0,0,0,0,3,0,0,4,1,0,0,298,10
"CCDC102A",0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,28,3
"ADGRG5",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0
"ADGRG1",6,6,0,2,2,1,0,0,0,0,1,3,0,1,0,477,34
"ADGRG3",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DRC7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"KATNB1",4,26,0,2,0,1,1,1,1,0,0,0,0,3,2,67,2
"KIFC3",20,128,0,0,3,5,0,0,1,0,1,8,1,1,0,85,21
"CTD-2600O9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2600O9.1",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"CNGB1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEPP",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF319",3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1
"USB1",15,88,0,2,0,1,1,3,6,1,1,7,2,1,4,95,17
"MMP15",0,22,0,1,0,0,1,0,0,0,0,2,0,0,0,242,11
"CFAP20",9,104,0,1,1,4,7,1,6,1,1,14,1,1,7,122,31
"RP11-459F6.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSNK2A2",11,49,0,0,0,3,2,0,0,1,0,7,2,0,3,130,9
"CCDC113",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
"GINS3",2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,24,1
"RP11-481J2.3",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"NDRG4",0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,31,1
"SETD6",1,31,0,0,0,0,1,0,3,0,0,3,0,0,1,73,1
"CNOT1",23,113,1,0,0,2,4,0,2,1,0,8,1,2,3,349,16
"RP11-481J2.4",0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,33,0
"AC010287.1",0,8,0,0,0,3,1,0,0,0,0,0,0,0,2,12,0
"SLC38A7",17,36,0,1,0,0,1,0,1,1,0,0,0,0,0,56,2
"GOT2",21,96,0,1,0,1,2,4,4,0,0,8,0,6,6,277,12
"CDH8",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RP11-21L1.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0
"CDH11",1,1279,0,0,0,1,0,0,21,0,0,43,1,0,1,28,3
"RP11-95H3.1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00922",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-513N24.1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH5",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,114
"LINC00920",0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,69,1
"BEAN1",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"TK2",27,92,0,1,0,3,2,0,5,0,0,5,1,0,3,98,3
"RP11-403P17.3",3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"RP11-403P17.4",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1
"CKLF",361,403,5,66,2,127,98,41,7,12,2,21,36,40,82,1119,53
"CKLF-CMTM1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP11-403P17.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"CMTM2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"CMTM3",95,613,1,8,0,10,16,5,5,5,0,16,9,11,17,27,32
"CMTM4",1,56,0,2,0,0,1,0,0,0,0,1,0,0,0,158,0
"DYNC1LI2",25,258,0,1,1,2,2,1,13,1,1,47,2,4,1,492,36
"RP11-63M22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-61A14.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"NAE1",11,121,1,2,1,5,4,2,8,2,1,11,2,3,8,246,13
"RP11-61A14.1",1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,23,0
"PDP2",2,6,0,0,0,0,2,0,1,0,0,1,1,1,2,52,5
"CDH16",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,82,0
"RRAD",2,12,0,0,0,0,0,0,3,0,0,0,0,0,0,91,0
"FAM96B",137,546,3,12,4,33,24,11,29,5,2,58,11,21,34,1568,75
"CES2",11,79,0,1,1,4,1,0,6,2,0,5,0,0,0,827,6
"CES3",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,51,0
"CES4A",1,20,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0
"CBFB",40,174,0,0,0,6,5,6,2,2,0,9,8,4,16,238,15
"C16orf70",14,24,0,1,0,1,0,0,0,2,0,1,0,0,1,66,1
"B3GNT9",0,98,0,0,0,0,0,0,0,0,0,6,0,1,1,25,1
"TRADD",33,148,0,4,0,3,12,4,6,4,1,27,1,5,19,314,9
"FBXL8",1,12,0,1,0,0,1,0,0,0,0,1,0,0,2,22,1
"RP11-5A19.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSF4",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
"NOL3",8,62,0,0,1,1,2,1,2,0,0,20,1,0,1,428,2
"KIAA0895L",2,25,0,0,0,0,0,0,0,0,0,2,0,0,0,62,7
"EXOC3L1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,20
"E2F4",12,98,0,2,0,2,3,1,4,3,0,11,1,8,2,161,25
"ELMO3",5,14,0,0,0,1,0,0,0,0,0,2,0,0,1,425,4
"LRRC29",0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,26,1
"TMEM208",73,439,2,2,0,8,7,2,17,0,0,24,3,4,8,808,27
