"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"ERI2",5,25,0,0,0,0,0,0,0,0,0,5,1,0,1,2,109,2
"AC004381.6",0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0
"DCUN1D3",7,128,0,0,1,0,1,0,0,0,0,8,0,4,0,0,133,9
"LYRM1",19,188,0,1,1,1,4,1,2,1,1,8,7,5,2,10,374,34
"DNAH3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
"CTC-508F8.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM159",8,218,0,1,3,1,2,0,2,2,0,8,1,3,2,3,395,7
"ANKS4B",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0
"CRYM",1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"CRYM-AS1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
"NPIPB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"METTL9",61,854,2,4,4,2,19,7,16,7,3,60,28,41,12,16,727,118
"IGSF6",205,4,0,19,0,0,0,0,0,0,0,0,0,37,0,0,9,0
"OTOA",65,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"RP11-645C24.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NPIPB4",0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1
"UQCRC2",89,655,5,10,5,3,16,3,23,7,1,60,19,19,16,25,1245,78
"CTD-2649C14.3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf52",5,85,0,1,0,0,1,0,0,1,1,1,0,1,0,1,162,21
"VWA3A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"SDR42E2",1,11,0,1,3,0,3,1,0,2,0,2,3,1,1,2,56,2
"EEF2K",6,75,0,0,2,0,0,0,1,0,0,5,2,0,0,4,123,11
"POLR3E",7,83,0,0,0,1,2,0,1,1,1,10,4,0,2,4,187,13
"CDR2",3,127,0,0,1,0,1,2,0,2,0,10,4,2,0,1,107,7
"RP11-21M24.2",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NPIPB5",1,19,0,0,1,0,1,0,0,0,1,3,1,2,1,0,49,6
"RP11-105C19.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HS3ST2",14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"USP31",2,51,0,0,0,0,0,0,1,0,0,5,0,0,0,0,66,31
"SCNN1B",1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
"COG7",2,90,0,0,2,1,0,0,1,0,0,7,0,0,1,0,57,6
"CTD-2270L9.4",5,38,0,0,0,0,0,0,0,0,0,4,2,2,0,0,18,7
"GGA2",33,120,0,1,1,5,3,2,6,3,2,8,8,3,1,2,64,8
"EARS2",0,34,0,0,0,0,0,1,0,0,0,4,0,0,0,0,24,3
"UBFD1",7,137,0,0,2,0,0,0,0,0,0,3,2,1,0,1,60,12
"NDUFAB1",85,955,3,3,5,1,18,3,13,6,1,90,33,11,23,21,645,98
"PALB2",3,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,33,5
"DCTN5",19,146,0,0,1,0,5,0,2,2,0,10,3,0,4,7,92,13
"PLK1",3,8,0,0,0,0,1,0,0,0,0,7,1,1,11,0,63,1
"CTD-2196E14.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ERN2",1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,241,2
"CHP2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"PRKCB",12,5,0,5,6,5,2,2,0,2,1,0,6,19,5,2,6,0
"RBBP6",15,352,1,1,2,3,8,2,1,1,0,21,10,5,6,9,216,41
"TNRC6A",10,234,2,1,0,0,2,0,2,3,0,19,2,6,3,2,137,18
"CTD-2515A14.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP17",10,104,0,0,0,0,0,0,1,1,0,13,2,3,2,1,56,20
"RP11-266L9.5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCMT1-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCMT1",19,295,1,2,2,0,6,2,8,0,0,13,2,6,7,8,163,22
"LCMT1-AS2",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AQP8",0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0
"ZKSCAN2",1,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2
"CTD-2547G23.4",0,17,0,0,0,0,2,0,1,0,0,1,0,1,1,2,15,0
"AC002331.1",0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,11,2,0
"KDM8",0,9,0,1,0,0,0,0,0,1,0,2,0,0,0,1,14,1
"CTD-3203P2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"NSMCE1",53,530,2,2,72,2,5,3,5,4,3,36,10,9,12,8,1000,28
"FLJ21408",0,4,0,0,17,0,0,0,0,0,0,0,0,1,1,1,22,1
"CTD-3203P2.3",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
"IL4R",10,191,2,1,5,0,5,1,5,4,0,12,3,7,3,9,224,40
"IL21R",3,26,0,1,0,0,1,0,0,0,0,1,6,0,3,13,1,0
"IL21R-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTF3C1",9,127,0,0,1,0,4,0,0,1,1,7,1,2,2,0,235,16
"KIAA0556",4,28,0,1,0,0,0,0,0,1,0,2,0,0,0,0,93,3
"GSG1L",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XPO6",9,111,0,0,3,1,1,0,0,0,0,6,5,5,3,1,231,15
"RP11-57A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
"SBK1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0
"NPIPB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"EIF3CL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"RP11-435I10.4",1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"CLN3",29,164,0,0,3,0,5,6,5,1,1,11,4,6,3,4,281,12
"APOBR",32,2,0,1,3,0,1,0,0,1,0,0,1,7,0,2,3,0
"IL27",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"NUPR1",1326,3303,1,1,2,0,5,0,95,0,2,86,14,6,0,1,176,15
"RP11-666O2.2",1,9,0,0,0,0,3,0,0,0,0,2,1,0,0,0,16,3
"SGF29",14,75,1,0,1,1,6,0,7,0,0,7,1,2,2,0,93,3
"SULT1A2",0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0
"SULT1A1",20,137,0,0,2,0,0,0,0,0,0,17,2,3,0,0,118,0
"EIF3C",2,23,0,0,2,0,0,0,0,0,0,2,1,0,0,0,52,6
"NPIPB9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-1348G14.4",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"RP11-1348G14.5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-1348G14.8",1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1
"ATXN2L",18,131,0,1,1,0,4,3,9,0,1,15,9,4,3,5,449,31
"RP11-24N18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TUFM",115,1099,1,6,10,2,16,4,20,9,2,110,59,12,17,31,1903,155
"SH2B1",6,125,0,1,1,0,1,1,2,1,0,10,4,1,2,1,248,11
"RP11-22P6.2",0,10,0,0,1,1,1,0,2,0,0,0,0,0,0,1,14,1
"ATP2A1",0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,2
"ATP2A1-AS1",1,8,0,0,0,0,0,0,0,0,0,1,2,1,2,0,45,0
"RABEP2",3,129,0,0,1,0,2,1,2,0,0,10,3,0,1,0,212,20
"CD19",0,2,0,0,0,6,0,0,0,0,0,0,6,0,0,0,1,0
"NFATC2IP",16,170,1,3,1,2,5,1,1,2,0,15,7,5,4,4,528,33
"RP11-264B17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-264B17.4",3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0
"SPNS1",49,403,0,0,5,2,2,0,4,3,0,30,9,6,2,5,389,34
"LAT",16,21,3,0,16,0,22,3,1,12,1,0,2,1,20,42,102,5
"RP11-264B17.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-426C22.5",7,35,0,3,1,0,0,0,0,0,1,0,0,4,0,1,0,1
"RP11-426C22.4",0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"RP11-426C22.7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-426C22.8",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-231C14.7",2,39,0,0,0,1,0,0,0,0,0,3,0,0,0,4,16,2
"NPIPB11",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"BOLA2",0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,0
"RP11-345J4.5",5,38,0,0,1,0,1,0,1,0,0,6,4,0,2,0,136,4
"SLX1B",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"SULT1A4",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0
"RP11-345J4.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SPN",21,6,3,0,6,0,6,1,0,6,0,0,0,4,7,10,2,0
"QPRT",7,396,0,0,2,0,0,0,0,0,1,18,4,0,0,2,15,2
"C16orf54",3,2,1,0,0,0,5,0,0,2,0,0,0,0,0,2,35,0
"AC009133.17",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"ZG16",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF22",11,183,1,1,2,1,5,0,5,0,1,15,6,7,16,2,313,19
"AC009133.21",1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0
"MAZ",27,357,3,2,5,2,2,0,3,2,1,31,5,4,7,3,848,46
"AC009133.12",5,33,0,1,0,0,3,0,0,1,1,4,0,1,1,0,634,6
"PRRT2",0,34,0,0,0,0,1,0,4,1,0,9,0,1,0,0,123,1
"PAGR1",7,44,1,0,0,0,1,0,1,0,1,5,5,2,1,1,47,7
"MVP",45,696,0,4,2,0,12,1,8,3,0,67,17,13,12,19,1597,75
"CDIPT",25,543,2,0,5,1,6,3,7,3,1,28,10,1,3,6,675,57
"CTD-2574D22.7",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CDIPT-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
"SEZ6L2",2,755,1,1,0,0,0,0,0,0,0,16,2,2,0,2,1087,8
"ASPHD1",7,232,0,0,0,0,0,0,0,0,0,4,3,2,0,0,955,5
"KCTD13",3,74,0,0,0,0,0,0,0,0,0,2,0,0,0,2,124,7
"CTD-2574D22.2",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM219",156,1235,2,7,7,2,17,2,14,14,0,90,32,31,10,11,2333,147
"TAOK2",4,108,1,0,0,0,1,0,0,1,0,5,3,1,1,1,326,43
"HIRIP3",10,65,0,0,1,0,3,1,5,0,1,7,6,1,5,3,96,5
"INO80E",10,191,0,0,0,1,0,0,7,4,1,12,3,2,3,1,273,28
"DOC2A",0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,123,5
"FAM57B",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ALDOA",970,6877,6,41,44,5,68,18,94,35,12,477,131,130,73,105,14501,398
"PPP4C",91,844,3,3,7,0,10,3,7,2,2,65,22,16,19,38,1404,118
"TBX6",1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,112,1
"YPEL3",20,386,1,1,3,2,4,3,13,1,1,22,11,2,2,8,596,45
"RP11-455F5.3",1,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,15,0
"GDPD3",1,21,0,0,0,0,0,0,1,1,0,2,0,0,0,0,301,4
"RP11-455F5.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-455F5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MAPK3",14,195,0,0,1,1,4,1,2,0,0,22,4,1,3,2,838,59
"CORO1A",122,28,12,14,15,19,85,28,1,61,11,13,45,59,186,172,67,5
"RP11-455F5.5",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
"BOLA2B",4,42,0,0,0,1,2,0,0,0,0,5,2,0,5,1,225,2
"SLX1A",0,11,0,0,0,0,0,0,0,1,0,2,2,1,0,3,11,0
"SULT1A3",1,26,0,1,0,0,2,1,0,0,0,1,2,1,1,0,156,6
"RP11-347C12.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"RP11-347C12.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"CD2BP2",32,372,1,0,5,2,7,0,9,3,1,37,16,4,6,7,514,42
"RP11-347C12.10",2,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,44,2
"TBC1D10B",14,98,0,2,0,0,0,0,2,0,0,7,1,2,0,1,177,16
"RP11-347C12.11",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MYLPF",2,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,1
"ZNF48",0,19,0,0,0,0,1,0,0,2,0,2,3,1,0,0,65,4
"SEPT1",8,123,4,0,2,2,21,7,9,19,4,22,12,3,21,26,168,2
"ZNF771",0,80,1,0,0,0,0,0,1,0,0,6,0,0,0,0,64,13
"DCTPP1",26,260,0,0,3,3,6,2,1,4,0,35,8,3,15,3,740,42
"SEPHS2",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ITGAL",6,3,0,1,1,0,2,4,0,3,1,0,1,2,5,7,0,0
"RP11-297C4.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-297C4.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-297C4.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF768",5,75,0,0,1,0,0,0,2,0,0,6,1,2,0,0,384,23
"ZNF747",2,45,0,1,2,0,0,1,0,0,0,2,0,0,2,0,63,3
"AC002310.12",5,23,0,0,0,0,2,0,0,2,0,3,3,1,0,0,106,5
"ZNF764",2,16,0,0,0,0,1,1,0,0,0,1,1,1,0,0,36,2
"ZNF688",12,138,1,0,1,1,3,0,2,3,0,14,8,3,3,4,274,13
"AC002310.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
"ZNF785",2,58,0,1,0,0,1,0,0,0,1,0,0,2,0,3,109,13
"ZNF689",1,28,0,0,2,0,0,0,0,1,0,3,0,1,1,2,33,2
"PRR14",10,157,0,0,3,0,2,0,2,2,3,9,6,3,4,5,252,21
"FBRS",7,104,1,1,2,1,6,1,2,2,1,7,4,0,3,3,269,17
"RP11-146F11.1",0,6,0,0,0,0,1,0,1,0,0,0,1,0,0,1,29,3
"SRCAP",0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,4
"RP11-2C24.9",2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,1
"PHKG2",19,124,1,1,2,0,1,2,2,1,1,8,5,1,3,2,224,12
"CCDC189",0,30,1,0,0,0,0,1,0,0,0,1,6,1,0,0,51,0
"RNF40",14,148,1,1,2,0,0,0,0,0,0,13,7,4,1,3,323,22
"ZNF629",4,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,92,5
"RP11-2C24.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
"BCL7C",17,345,0,1,0,0,4,1,8,1,1,17,1,3,3,3,682,38
"MIR762HG",0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,2,82,7
"CTF1",0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,1,26,0
"FBXL19-AS1",0,10,0,0,0,0,0,1,0,0,0,2,0,0,0,0,21,0
"FBXL19",1,37,0,0,0,0,0,0,0,1,0,2,1,0,0,0,140,4
"ORAI3",28,170,0,1,5,3,4,1,4,2,0,10,1,2,4,2,345,18
"RP11-1072A3.4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"SETD1A",3,52,1,0,0,0,1,1,0,0,0,0,0,1,1,0,128,10
"HSD3B7",27,243,0,1,0,0,0,0,1,0,0,8,1,1,1,0,482,15
"STX1B",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"STX4",70,367,1,10,8,1,1,1,4,2,2,31,7,13,1,4,586,47
"RP11-196G11.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0
"RP11-196G11.6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"ZNF668",4,90,0,0,1,0,1,0,0,0,0,5,3,1,1,0,46,7
"ZNF646",0,21,0,0,0,0,1,0,0,0,0,4,1,0,0,2,79,1
"PRSS53",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
"VKORC1",147,3531,1,7,13,2,7,0,25,6,3,159,68,18,11,13,962,140
"BCKDK",62,357,0,3,4,0,3,1,2,2,0,22,15,14,2,3,366,28
"KAT8",24,164,0,1,1,0,0,1,1,2,1,15,5,6,1,0,177,18
"RP11-388M20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PRSS8",9,60,0,1,0,0,1,2,0,1,0,4,8,1,1,1,1873,7
"PRSS36",13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,62,1
"FUS",76,1144,4,7,9,9,26,4,16,18,5,89,12,15,16,29,1488,151
"RP11-388M20.1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PYCARD",225,366,2,15,15,4,14,2,2,7,2,45,30,53,9,13,2540,55
"PYCARD-AS1",1,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42,0
"TRIM72",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PYDC1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGAM",79,5,0,4,2,0,0,0,0,0,0,1,0,15,0,0,10,0
"ITGAX",63,3,0,2,2,0,0,0,0,0,0,0,0,17,0,0,6,0
"ITGAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COX6A2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ZNF843",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1
"RP11-452L6.1",0,16,0,0,1,0,0,0,1,0,0,0,1,0,0,0,81,1
"RP11-452L6.5",0,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,24,0
"ARMC5",1,35,0,0,0,1,0,0,0,0,0,2,1,0,0,0,51,12
"TGFB1I1",2,1500,0,0,2,0,0,0,52,0,0,167,3,0,0,0,87,65
"SLC5A2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"AC026471.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"C16orf58",6,166,0,1,0,0,3,3,2,0,0,9,3,3,1,4,289,11
"RP11-452L6.7",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0
"AHSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CTD-2358C21.5",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"ZNF720",11,121,0,1,2,2,1,1,0,1,0,15,3,1,2,1,207,13
"ZNF267",17,131,0,1,0,1,2,0,0,2,0,9,2,4,2,5,157,14
"TP53TG3D",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-626K17.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-19N8.4",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-23E10.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-989E6.10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SHCBP1",2,28,0,0,0,0,0,1,0,0,0,5,7,0,4,0,28,4
"RP11-46D6.1",0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
"VPS35",98,419,3,5,10,0,4,0,7,4,1,39,5,25,3,6,618,57
"ORC6",4,21,0,0,1,1,1,0,1,0,0,4,6,1,6,0,71,2
"MYLK3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"C16orf87",12,196,1,1,1,0,3,1,1,1,0,12,6,5,5,6,79,23
"GPT2",1,18,0,0,0,0,0,0,0,0,0,1,4,0,0,0,51,6
"DNAJA2",40,351,2,3,4,1,8,1,8,2,0,27,5,10,4,14,302,40
"RP11-169E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"NETO2",6,9,0,0,0,0,0,0,0,0,0,0,1,5,0,0,8,12
"ITFG1",33,310,1,2,0,1,2,1,7,1,0,23,13,6,2,8,299,35
"PHKB",26,112,1,3,3,0,3,0,0,0,1,13,8,6,1,3,308,39
"ABCC11",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"LONP2",15,205,0,2,4,3,8,0,1,0,0,6,3,9,0,3,377,22
"SIAH1",12,171,0,2,1,0,2,0,4,0,1,10,3,1,0,2,136,21
"N4BP1",13,120,0,0,0,1,2,1,0,0,0,2,0,4,0,5,130,14
"RP11-42I10.1",1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1
"CTC-527H23.3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"CBLN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF423",1,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,16
"CNEP1R1",18,78,1,0,1,1,1,0,1,0,0,7,2,1,3,0,37,5
"HEATR3",6,17,0,0,1,0,1,0,1,0,0,2,1,2,1,0,51,7
"PAPD5",12,94,0,1,0,0,2,2,2,0,0,7,3,6,3,0,145,19
"ADCY7",13,58,2,4,1,0,0,0,0,1,1,0,3,3,0,1,62,1
"BRD7",4,122,0,2,5,1,3,0,6,2,0,7,3,5,0,2,257,25
"RP11-21B23.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
"NKD1",0,56,0,0,0,0,3,0,0,0,0,1,0,0,1,0,65,1
"RP11-401P9.4",0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,0
"RP11-401P9.5",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
"SNX20",15,2,0,0,2,1,4,1,0,2,1,0,2,3,5,6,2,1
"NOD2",2,2,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0
"RP11-327F22.2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-327F22.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CYLD",16,188,1,4,3,3,11,2,5,4,2,10,4,5,6,11,79,10
"SALL1",0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01571",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOX3",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0
"CASC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-297L17.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0
"RP11-467J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-295M3.4",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3
"CHD9",40,483,2,3,9,2,6,3,12,4,1,42,15,8,2,4,445,59
"RP11-44F14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RP11-44F14.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"RBL2",16,180,2,2,2,0,17,1,1,3,0,15,2,4,0,6,333,28
"AKTIP",8,141,0,1,0,0,2,1,4,2,0,16,3,1,2,3,214,16
"RPGRIP1L",2,147,0,0,0,0,0,0,0,0,0,7,0,0,0,0,124,6
"FTO",6,149,1,0,0,0,2,0,0,0,0,5,2,2,0,1,88,8
"RP11-357N13.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRX3",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-434E6.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRNDE",2,70,0,0,0,0,0,0,0,0,0,6,6,0,0,1,185,40
"IRX5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"MMP2",28,7332,0,5,4,0,3,0,4,1,2,19,19,6,4,8,245,231
"RP11-212I21.5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-212I21.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LPCAT2",34,86,0,5,10,0,0,0,1,0,0,0,0,8,1,0,230,29
"RP11-212I21.4",4,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,6
"CES1",5,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"CES5A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNAO1",0,4,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"AMFR",12,125,0,1,1,1,0,0,0,1,0,3,3,3,0,2,255,19
"RP11-413H22.2",1,16,0,2,0,1,0,0,0,0,0,0,0,1,0,0,7,0
"NUDT21",36,294,0,3,6,0,3,1,3,3,1,31,8,12,10,11,525,39
"OGFOD1",13,119,0,0,1,0,3,0,0,1,0,12,1,5,2,0,88,11
"BBS2",3,80,0,1,1,0,1,0,2,2,0,3,0,1,0,1,149,8
"MT3",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MT2A",1366,25518,12,28,134,6,75,29,91,27,16,2641,44,383,193,124,4825,635
"MT1E",60,4895,0,1,10,1,16,5,53,2,0,214,16,11,48,12,4654,29
"MT1M",3,288,0,0,0,0,0,0,1,0,0,56,4,0,0,0,194,2
"MT1A",0,77,0,0,1,0,0,0,0,0,0,54,0,0,0,0,74,0
"MT1F",69,322,0,1,13,0,7,2,1,2,0,17,2,3,3,5,580,1
"MT1G",274,75,0,2,1,0,1,1,0,0,0,7,0,9,6,1,1716,7
"MT1H",45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1
"RP11-249C24.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MT1X",437,3122,0,2,9,2,14,2,8,9,2,184,14,25,28,28,3144,47
"RP11-343H19.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUP93",6,79,1,1,1,0,0,0,0,1,0,8,2,3,4,1,125,19
