"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"PPP1R37",19,7,0,1,0,0,0,0,0,2,2,0,2,0,1,0,1,1,3,2,64,14
"TRAPPC6A",53,10,1,6,4,5,5,3,10,32,8,1,18,1,1,0,5,4,38,30,270,31
"BLOC1S3",9,1,0,0,0,0,2,0,0,2,0,0,4,0,0,0,1,0,12,1,27,2
"EXOC3L2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"CKM",3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KLC3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"ERCC2",8,4,0,2,0,0,0,0,1,2,0,0,2,0,0,0,1,2,4,1,24,5
"PPP1R13L",3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,1,115,11
"CD3EAP",8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,134,3
"ERCC1",106,43,0,13,4,4,2,0,11,9,5,1,4,0,2,0,17,17,96,22,132,42
"FOSB",1272,314,6,91,5,9,8,0,56,62,12,3,47,2,3,9,45,142,772,57,1833,538
"RTN2",14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,6,0,40,7
"PPM1N",23,5,1,3,0,2,0,0,0,1,1,0,0,0,0,0,1,0,5,3,29,4
"VASP",236,33,3,54,5,4,3,2,51,16,3,2,20,0,1,4,7,37,305,54,451,94
"OPA3",33,14,1,3,1,1,1,0,10,8,1,0,6,0,2,1,2,4,26,12,65,15
"GPR4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,32
"EML2",22,2,0,1,2,1,1,3,1,2,2,0,3,0,1,0,3,5,20,12,58,5
"GIPR",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0
"SNRPD2",354,130,15,44,21,18,20,11,93,123,52,12,103,11,8,10,35,100,310,189,1246,232
"QPCTL",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1
"FBXO46",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,36,5
"SIX5",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,20,7
"AC074212.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DMPK",0,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,7,3,0,33,9
"DMWD",1,10,0,0,0,0,1,0,2,3,0,1,1,0,0,1,1,5,4,2,46,29
"SYMPK",28,12,2,8,1,2,0,0,8,5,1,0,5,1,0,0,4,4,20,11,114,30
"AC092301.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0
"FOXA3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,96,1
"IRF2BP1",1,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,0,2,2,29,8
"MYPOP",8,5,1,1,0,1,0,1,2,1,1,0,0,0,0,1,0,1,5,5,26,8
"NOVA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"CCDC61",9,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,3,3,30,4
"CTC-344H19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IGFL4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"IGFL3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGFL2",0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AC006262.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC006262.5",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,342,0
"IGFL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HIF3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PPP5C",21,8,1,0,0,1,0,1,4,3,2,1,1,0,0,0,1,4,6,8,66,16
"CCDC8",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"LLNLF-187D8.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNMAL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PPP5D1",0,1,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,3,0
"PNMAL2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTB-158D10.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CALM3",513,83,6,31,7,9,6,3,29,57,21,8,19,0,4,2,9,63,377,179,322,107
"PTGIR",4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,15,21,9,0,2
"GNG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"DACT3",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0
"PRKD2",8,3,1,1,1,4,2,0,7,16,4,3,3,0,1,0,1,0,15,8,97,45
"STRN4",17,8,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8,3,89,31
"FKRP",5,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,6,1,6,3
"SLC1A5",21,15,4,4,0,2,0,0,5,6,4,0,3,1,0,2,1,4,15,11,277,28
"CTB-147N14.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"AP2S1",1085,335,3,117,8,4,3,3,22,28,12,0,23,2,6,1,25,133,881,56,790,313
"ARHGAP35",11,5,0,1,1,0,0,0,0,3,1,0,1,0,1,0,0,5,7,4,55,18
"NPAS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM160",218,32,4,21,5,5,3,2,12,27,4,0,15,1,5,1,20,19,70,60,381,88
"ZC3H4",18,5,0,1,0,2,0,0,4,2,0,0,2,0,0,0,1,6,16,7,65,12
"SAE1",46,16,1,1,4,2,2,0,1,8,1,0,2,0,0,0,3,6,23,11,169,40
"BBC3",4,6,1,1,1,0,2,3,0,7,2,0,2,0,0,0,1,3,5,12,137,17
"CCDC9",5,2,0,0,1,0,0,0,2,1,0,0,1,0,0,0,2,1,9,2,31,5
"INAFM1",10,38,0,5,0,0,0,0,1,1,0,0,0,0,0,0,1,61,14,3,16,18
"C5AR1",448,4,0,13,0,0,0,0,2,2,0,0,0,0,0,0,0,2,479,1,15,0
"C5AR2",14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0
"DHX34",8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,1,45,1
"MEIS3",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
"SLC8A2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"KPTN",9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,8,4
"NAPA-AS1",1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,3,5,4
"NAPA",169,19,2,9,0,4,4,0,11,17,7,1,6,0,1,1,16,22,106,29,185,30
"ZNF541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"CTD-2571L23.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3001H11.2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,3
"GLTSCR1",3,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,6,0,26,6
"EHD2",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,78
"GLTSCR2",184,73,23,48,19,35,41,12,278,301,62,40,249,16,15,14,55,75,334,263,1430,296
"SEPW1",247,95,9,17,4,5,9,1,16,27,9,2,12,0,3,3,6,90,126,66,1329,238
"CRX",1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0
"SULT2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLA2G4C",21,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,5,9,19
"LIG1",10,5,0,0,0,1,0,0,3,3,2,0,0,0,0,0,2,5,5,2,37,10
"C19orf68",7,7,1,0,1,0,0,0,2,0,0,0,1,0,0,2,0,1,0,2,23,5
"ZNF114",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
"CARD8",38,5,0,3,4,0,3,1,5,10,5,1,10,0,0,0,3,2,37,28,25,57
"CARD8-AS1",14,0,0,1,0,0,0,0,2,5,2,1,1,0,1,1,5,0,6,12,7,11
"CCDC114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EMP3",1087,239,10,101,10,31,15,7,81,125,31,12,75,8,16,8,31,76,1513,220,42,140
"TMEM143",2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,0,0,7,1
"SYNGR4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KDELR1",119,78,1,14,4,3,3,1,7,14,3,0,4,1,0,2,14,48,83,26,418,86
"GRIN2D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
"GRWD1",18,6,0,1,0,3,0,0,9,8,5,1,8,0,0,1,2,6,5,11,74,9
"KCNJ14",2,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,2,1,0,2,39,4
"CYTH2",47,26,1,5,4,5,3,0,9,6,3,1,6,1,0,2,11,16,27,19,288,59
"LMTK3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59,0
"CTC-273B12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"SULT2B1",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,107,0
"FAM83E",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"SPACA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RPL18",1856,728,66,396,104,135,159,45,964,932,222,145,874,66,70,51,328,406,2746,1199,14375,1688
"AC022154.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPHK2",5,0,1,1,1,1,1,0,2,4,1,0,3,0,0,0,1,0,3,4,49,8
"DBP",16,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,3,4,5,31,2
"CA11",17,2,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,1,0,4,19,7
"NTN5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FUT2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,96,0
"MAMSTR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"RASIP1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,69
"IZUMO1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FUT1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,1
"FGF21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BCAT2",14,3,1,3,0,0,1,2,2,2,2,0,2,0,0,0,1,6,5,1,81,13
"HSD17B14",68,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,7,15
"PLEKHA4",1,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,2,0,72,4
"PPP1R15A",853,184,4,76,11,14,10,10,97,104,23,8,68,4,4,7,58,86,1288,194,1843,407
"NUCB1",210,57,6,14,3,8,8,1,15,23,5,1,13,2,1,1,15,41,141,44,293,131
"DHDH",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
"BAX",384,96,1,23,16,11,4,4,21,41,9,3,22,3,1,1,17,44,231,106,382,172
"CTD-2639E6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"FTL",95692,2639,55,2339,97,76,60,38,463,446,125,63,375,30,63,31,1090,1007,48254,938,17235,1242
"GYS1",8,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,1,27,2,20,8
"RUVBL2",22,15,1,3,4,0,1,0,6,4,1,0,3,0,1,0,4,10,27,5,185,24
"LHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"KCNA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNRNP70",89,46,4,15,8,5,5,2,17,22,9,0,12,1,3,3,15,25,62,54,470,70
"LIN7B",9,7,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,2,2,37,1
"C19orf73",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17,1
"PPFIA3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,49,11
"HRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"TRPM4",17,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,0,344,8
"SLC6A16",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTC-301O7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CD37",328,2,14,28,21,24,13,14,235,114,38,58,79,9,6,3,40,1,240,178,12,5
"TEAD2",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,84,30
"AC010524.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DKKL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PIH1D1",57,21,2,11,4,7,3,1,10,6,2,1,7,0,0,0,3,27,54,37,174,45
"ALDH16A1",44,10,1,4,0,2,1,0,1,5,1,2,4,1,0,1,3,2,15,14,43,30
"FLT3LG",1,3,0,0,1,2,0,0,3,22,4,0,11,0,1,2,0,1,3,20,2,10
"RPL13A",5061,2355,242,996,237,437,567,144,3237,2883,747,398,2891,259,176,132,878,1227,7023,3255,31430,4559
"RPS11",2180,846,87,546,91,129,109,43,1133,822,167,164,726,67,74,52,407,359,3618,1076,12313,1600
"FCGRT",1144,52,0,44,0,1,0,0,9,3,1,1,3,0,0,1,19,36,380,6,397,153
"RCN3",8,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0,14,17
"NOSIP",101,27,4,8,9,9,6,0,13,26,12,2,27,7,3,2,16,24,70,45,317,75
"PRRG2",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,34,2
"PRR12",2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,20,7
"RRAS",21,41,0,1,0,0,0,0,2,3,1,0,1,0,0,0,0,45,14,0,193,39
"SCAF1",14,4,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,4,8,6,51,12
"IRF3",45,28,1,6,3,4,2,2,10,14,9,1,8,0,1,1,5,10,38,21,266,37
"BCL2L12",22,13,0,0,0,1,0,0,5,3,1,0,1,0,1,0,6,5,12,6,148,15
"PRMT1",65,46,0,7,4,2,3,3,35,20,10,4,12,2,0,2,11,42,36,43,321,92
"ADM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,25
"CPT1C",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
"TSKS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"AP2A1",25,14,0,3,1,0,1,0,5,4,1,1,0,0,0,0,3,12,21,7,71,19
"FUZ",9,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,19,3,3,2,37,3
"AC006942.4",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2
"MED25",23,8,0,4,1,1,1,0,1,5,1,1,3,0,0,0,3,1,10,8,79,17
"PTOV1-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
"PTOV1",44,49,0,3,2,1,4,1,7,6,2,2,3,0,1,0,5,25,32,11,214,70
"PNKP",35,15,0,6,3,4,1,2,18,21,3,1,12,0,2,1,6,9,53,29,171,36
"AKT1S1",26,27,1,7,0,1,0,0,2,1,0,0,4,1,0,0,6,6,26,6,101,20
"TBC1D17",15,5,0,3,0,0,0,0,4,3,0,0,2,0,0,0,0,3,6,7,34,20
"IL4I1",483,12,0,58,0,0,0,1,1,17,0,0,5,0,0,0,23,1,231,8,7,0
"NUP62",75,14,1,3,0,3,0,1,9,6,0,1,6,0,0,2,21,4,52,12,111,30
"ATF5",248,12,0,53,1,1,0,1,10,1,1,0,4,0,0,1,61,4,179,9,66,32
"SIGLEC11",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"VRK3",26,8,3,2,2,4,2,0,9,10,2,0,2,1,2,0,13,3,21,22,99,22
"ZNF473",1,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,11,1
"IZUMO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"MYH14",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,340,0
"KCNC3",6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,1,0
"NR1H2",81,22,0,17,7,6,6,2,15,26,12,3,14,0,2,3,5,13,61,35,131,46
"NAPSA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0
"POLD1",9,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,6,25,5
"SPIB",4,0,0,10,0,0,0,0,30,0,0,3,0,0,0,0,31,0,0,0,6,1
"MYBPC2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM71E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0
"EMC10",174,47,1,10,7,3,1,3,19,20,7,1,17,0,3,1,17,23,79,39,227,53
"CTD-2545M3.8",13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0
"JOSD2",189,60,1,12,3,3,1,1,4,10,6,0,3,0,0,1,8,32,124,28,233,62
"LRRC4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"C19orf81",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"CLEC11A",104,112,0,7,0,0,0,0,0,2,0,0,1,0,0,0,1,81,47,0,36,8
"C19orf48",21,21,2,1,0,1,1,2,8,4,1,2,5,0,2,1,2,8,6,6,289,16
"MGC45922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KLK1",4,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,1,0,0,264,1
"KLK15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC011523.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"KLK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KLK4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KLK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
"KLK7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"KLK8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KLK10",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,80,0
"KLK11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"KLK12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"KLK13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTU1",7,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,4,72,11
"SIGLEC9",47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,2,0
"SIGLEC7",69,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,1,0
"CD33",74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,2,0
"SIGLECL1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"IGLON5",3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0
"VSIG10L",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,2,0
"ETFB",164,62,2,20,5,5,7,2,14,25,9,2,13,0,1,1,18,39,147,60,758,97
"CLDND2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,12,1
"NKG7",35,1,77,10,180,192,19,5,1,43,232,0,5,2,154,91,49,1,113,6,14,0
"LIM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"C19orf84",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SIGLEC10",65,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33,1,1,0
"SIGLEC8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIGLEC12",44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,0
"ZNF175",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3
"SIGLEC5",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,1
"SIGLEC14",23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,0,1,0
"HAS1",8,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1
"FPR1",153,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,3,0
"FPR2",14,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1,1,0
"FPR3",499,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0,8,0
"ZNF577",1,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,3,2,2,42,5
"ZNF613",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1
"ZNF649-AS1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF649",1,2,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,1,14,2
"ZNF350-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF350",9,4,0,2,1,2,3,1,5,8,0,0,4,3,1,0,1,1,19,8,27,1
"ZNF615",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,8,2
"ZNF614",4,2,1,1,0,1,2,0,2,1,0,0,1,0,0,0,0,0,2,5,19,5
"ZNF432",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,0,43,3
"CTC-471J1.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ZNF841",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,7,2
"ZNF616",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1
"ZNF836",4,2,1,0,1,1,0,0,1,2,0,0,1,1,0,0,1,0,3,5,10,0
"CTD-2525I3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PPP2R1A",101,44,1,5,4,2,2,2,9,15,5,2,4,0,3,2,10,35,57,30,339,74
"ZNF766",5,2,2,0,0,0,0,0,2,4,1,1,4,0,0,0,0,5,1,4,23,2
"ZNF480",11,4,0,1,0,0,2,0,3,1,0,1,2,0,1,0,1,3,4,9,68,8
"ZNF610",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1
"ZNF880",5,1,0,0,0,0,1,1,1,2,1,0,1,0,0,0,1,0,3,4,0,3
"ZNF528",7,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,22,4
"ZNF534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"ZNF578",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ZNF808",7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,23,2
"ZNF701",6,3,0,0,1,0,0,0,3,2,1,0,3,0,1,0,0,1,3,3,51,4
"ZNF83",13,6,0,0,1,1,0,0,4,5,0,1,2,0,0,0,0,6,7,4,55,25
"ZNF611",7,2,0,0,0,1,0,0,3,2,0,0,0,0,1,1,0,0,4,2,17,8
"ZNF600",4,0,2,0,0,0,0,0,1,3,2,0,2,0,0,1,0,1,0,4,49,4
"ZNF28",7,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,2,4,0,41,11
"ZNF468",8,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,44,0
"ZNF320",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,43,4
"CTD-2331H12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"ZNF816-ZNF321P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,11,0
"ZNF816",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,9,0
"ZNF160",3,6,0,0,0,0,2,1,1,2,1,1,1,1,0,0,2,3,8,7,33,6
"ZNF415",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
"ZNF347",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,10,6
"ZNF665",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1
"CTD-2245F17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ZNF677",4,7,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,5,2,0,2,12
"ZNF525",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,26,0
"ZNF845",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,10,1
"ZNF765",1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,15,2
"ZNF761",7,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,3,2,1,30,4
"ZNF813",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0
