"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"CDH1",3,0,1,0,0,1,0,1,0,1,2,0,0,0,0,1,0,1,1,0,0,598,0
"TANGO6",3,5,1,1,0,4,1,0,0,1,2,1,2,1,0,0,0,0,1,0,3,35,1
"HAS3",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0
"CHTF8",37,34,3,1,5,3,5,0,1,14,14,5,1,1,0,1,0,4,7,0,10,130,6
"UTP4",11,11,5,3,1,1,1,0,1,6,10,1,0,0,2,1,0,1,1,0,4,155,1
"SNTB2",13,43,2,0,1,1,1,0,0,1,11,4,3,0,0,0,2,1,3,0,4,107,20
"VPS4A",49,67,3,4,7,6,6,3,1,19,28,7,5,1,4,2,1,8,10,3,16,210,10
"COG8",6,7,1,0,0,1,1,1,0,5,12,2,3,0,1,0,0,5,2,0,4,76,3
"NIP7",17,23,5,2,8,3,5,0,2,22,26,12,9,2,1,1,3,3,7,0,18,265,6
"TMED6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TERF2",7,4,1,0,5,0,2,0,1,16,7,2,2,0,0,0,2,1,1,0,4,32,1
"CYB5B",52,68,10,5,22,6,9,1,8,37,57,17,7,8,4,7,4,6,11,2,46,612,11
"NFAT5",64,52,9,8,10,9,6,4,7,51,42,13,1,1,1,1,1,4,44,2,40,197,16
"NQO1",27,14,1,1,5,1,0,1,1,4,6,7,0,1,0,0,2,2,4,0,6,1409,20
"CTD-2033A16.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2033A16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NOB1",18,56,10,4,6,6,8,2,1,25,27,7,4,1,1,0,5,10,3,0,22,664,8
"WWP2",21,13,2,0,2,2,1,0,4,12,6,5,1,1,0,0,0,0,6,0,5,57,1
"CLEC18A",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"PDPR",16,14,1,0,1,1,3,0,1,9,4,3,1,1,1,0,2,1,2,0,5,32,6
"EXOSC6",29,26,9,2,7,5,13,0,3,15,36,10,2,2,2,0,2,5,3,2,11,143,7
"AARS",31,30,1,0,0,2,1,0,2,6,11,6,3,1,0,0,1,3,2,0,8,103,5
"DDX19B",24,24,8,1,4,4,6,3,4,10,14,7,5,0,4,0,2,6,4,0,13,156,4
"DDX19A",9,17,2,1,6,2,5,1,1,9,8,4,3,2,0,0,0,2,3,0,5,96,1
"ST3GAL2",17,25,2,0,1,0,2,0,2,5,9,1,0,0,0,0,4,4,5,0,7,61,10
"RP11-529K1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FUK",2,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,64,2
"COG4",11,20,3,1,4,0,2,0,0,4,7,2,1,0,0,0,6,0,3,0,9,81,4
"SF3B3",18,23,2,3,5,3,2,0,1,4,23,8,3,0,1,2,3,4,4,0,6,277,5
"IL34",0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,60,0
"MTSS1L",1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,0
"VAC14",58,13,1,0,0,0,0,0,0,3,7,0,0,0,0,0,2,2,5,0,3,76,1
"HYDIN",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CMTR2",7,11,1,4,9,1,1,1,0,13,15,9,4,2,3,0,3,4,4,0,8,83,0
"CALB2",0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RP11-510M2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF19",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"TAT-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"RP11-432I5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MARVELD3",1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,199,0
"PHLPP2",4,5,1,0,0,0,1,0,0,4,2,1,0,0,0,1,0,1,1,0,2,14,0
"RP11-432I5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-432I5.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AP1G1",19,18,2,2,4,4,0,0,1,9,13,6,0,2,0,1,0,2,8,0,9,81,4
"ATXN1L",11,13,4,2,6,2,1,1,2,12,7,4,5,0,0,0,0,6,5,0,9,52,5
"IST1",52,50,8,1,7,4,2,0,4,18,24,12,7,0,1,3,3,7,12,0,14,236,12
"ZNF821",7,14,2,2,2,0,0,0,0,25,7,2,0,0,2,0,1,4,0,0,11,39,2
"DHODH",6,3,0,0,2,0,0,1,1,0,4,0,1,0,0,0,0,1,0,0,1,45,3
"TXNL4B",9,20,2,2,2,0,0,1,0,8,12,7,1,0,3,0,0,2,10,1,6,87,2
"HP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"DHX38",16,20,5,3,6,2,5,0,3,17,19,12,5,0,1,1,4,3,6,1,18,94,6
"PMFBP1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"LINC01572",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"RP5-991G20.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1
"ZFHX3",57,38,0,1,0,0,0,0,0,1,3,0,0,0,0,0,9,0,9,0,0,64,10
"RP11-346C20.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-346C20.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"AC140912.1",0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0
"AC009120.10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
"AC009120.11",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0
"PSMD7",143,142,19,14,28,10,24,4,9,71,102,23,16,4,1,6,10,23,51,1,58,830,18
"RP11-252A24.3",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0
"NPIPB15",4,4,0,0,1,1,1,0,0,1,4,0,0,1,0,0,0,1,0,0,1,30,0
"GLG1",56,125,11,3,12,7,5,0,2,18,38,23,7,2,4,4,11,8,8,0,30,239,13
"RFWD3",5,4,2,2,1,0,4,0,3,7,5,2,1,1,0,0,1,0,4,0,4,46,4
"MLKL",33,8,7,1,2,1,0,0,0,6,9,3,0,0,1,0,1,7,14,0,5,94,2
"FA2H",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,60,0
"WDR59",22,11,3,4,5,3,4,1,2,9,18,7,1,1,0,0,0,2,5,0,19,81,1
"ZNRF1",11,16,2,1,3,2,15,1,8,1,44,7,3,0,1,0,1,1,2,1,29,97,7
"LDHD",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"ZFP1",0,2,1,0,0,0,0,0,0,3,2,3,1,0,0,0,0,0,0,0,6,9,1
"CTRB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BCAR1",2,56,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,121,12
"CFDP1",74,122,18,9,14,10,7,0,6,29,49,20,10,0,2,1,9,6,20,4,32,554,40
"RP11-77K12.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"TMEM170A",42,23,21,7,14,11,5,2,2,37,60,26,5,2,3,1,1,7,15,0,34,182,12
"CHST6",0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"RP11-77K12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM231",0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,16,1
"RP11-490B18.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"GABARAPL2",236,304,50,25,72,32,18,7,8,91,118,62,22,8,13,13,16,21,100,2,91,669,73
"RP11-490B18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ADAT1",5,13,3,1,2,0,0,1,0,2,7,5,1,0,1,0,0,2,1,0,3,58,4
"KARS",81,101,14,11,12,7,11,1,10,44,65,15,12,6,6,5,1,9,28,3,42,680,18
"TERF2IP",81,122,50,30,79,23,24,5,9,75,146,52,28,13,17,9,9,22,39,4,94,264,25
"MON1B",14,8,3,1,4,0,1,0,1,3,7,5,2,1,1,1,0,2,4,1,4,109,2
"SYCE1L",5,12,0,0,0,1,1,0,1,0,2,0,2,0,1,0,0,2,0,0,2,2,9
"RP11-538I12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAMTS18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NUDT7",5,2,1,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,1,0,3,69,2
"VAT1L",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"WWOX",9,13,0,0,3,0,1,0,1,4,3,1,0,0,0,1,2,5,0,0,0,26,1
"RP11-679B19.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAF",94,101,19,12,18,24,71,0,25,0,168,16,39,1,8,2,1,0,13,4,126,13,1
"LINC01229",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAFTRR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-525K10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"DYNLRB2",1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"CDYL2",5,3,1,2,2,1,1,0,1,0,6,2,0,0,0,0,0,0,3,1,6,0,7
"PRCAT47",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMC2",57,52,27,10,30,18,9,1,8,31,65,32,8,4,5,1,1,14,17,6,45,153,8
"CENPN",13,10,6,3,4,1,0,1,2,1,6,6,0,1,2,0,0,5,0,2,3,156,2
"ATMIN",6,20,2,3,2,2,1,0,0,4,11,3,0,1,3,0,1,0,4,0,6,58,4
"C16orf46",0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,11,1
"RP11-303E16.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-303E16.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-303E16.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GCSH",26,63,0,5,2,1,1,0,1,9,12,4,5,0,0,1,5,13,6,1,7,441,3
"BCO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-55K13.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"GAN",6,16,2,5,2,3,1,0,0,4,10,5,6,1,3,1,1,0,1,0,3,73,2
"CMIP",94,53,10,3,6,6,4,2,3,12,41,11,7,4,3,0,2,1,16,2,17,142,39
"RP11-960L18.1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
"PLCG2",16,4,5,0,6,2,0,3,0,38,4,0,1,4,2,0,0,15,3,0,5,63,2
"SDR42E1",1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,16,0
"HSD17B2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"RP11-510J16.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0
"MPHOSPH6",48,27,10,4,13,5,1,0,7,20,28,10,8,0,3,1,3,3,50,1,12,169,6
"CDH13",0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,28
"RP11-483P21.2",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSBP1",306,399,16,13,18,12,9,4,13,50,65,27,8,9,6,6,22,32,110,2,58,1366,84
"MLYCD",3,11,1,2,4,0,1,0,0,2,6,2,1,0,0,0,1,1,0,1,5,70,1
"RP11-505K9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OSGIN1",20,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,48,0
"NECAB2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MBTPS1",22,66,3,2,8,2,2,2,3,19,11,6,3,1,0,0,3,9,5,0,11,83,6
"RP11-505K9.1",1,3,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,8,1,0,1,17,1
"HSDL1",13,7,0,2,2,1,0,1,0,3,5,0,1,0,0,0,0,1,5,0,9,26,2
"DNAAF1",36,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,46,70,0,0,6,0
"TAF1C",4,8,0,0,0,1,2,0,0,1,5,1,0,0,0,0,0,1,2,0,1,38,4
"ADAD2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"RP11-486L19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"WFDC1",0,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,5,0
"ATP2C2",2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,233,1
"TLDC1",5,10,0,0,0,0,1,0,0,0,3,2,1,0,0,0,1,1,3,1,1,30,0
"COTL1",786,267,205,62,296,94,119,5,66,364,533,237,78,30,22,1,5,25,440,18,283,115,77
"KLHL36",14,13,1,2,1,2,5,1,4,10,23,10,1,1,1,0,4,3,3,0,14,82,3
"USP10",20,20,2,1,4,1,4,0,0,14,16,1,7,1,3,3,1,5,7,0,15,156,4
"CRISPLD2",14,279,0,1,0,0,4,0,0,1,2,2,1,1,1,0,33,0,7,0,2,44,0
"ZDHHC7",41,35,7,0,5,1,3,0,1,4,11,4,1,2,1,0,0,3,3,1,5,105,2
"KIAA0513",21,4,3,0,4,4,4,0,2,0,8,3,0,0,0,0,0,1,6,0,6,7,0
"FAM92B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0
"RP11-442O1.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00311",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LA16c-352F7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2542L18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GSE1",26,17,5,2,4,2,0,0,0,3,11,10,0,2,2,0,0,2,0,0,2,129,3
"GINS2",9,5,0,0,2,0,0,0,1,1,3,0,1,0,0,0,0,7,0,0,1,93,1
"C16orf74",0,6,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,7,2,0,0,4,8
"EMC8",38,49,5,4,9,3,1,0,1,15,30,10,8,2,0,3,1,14,12,0,21,305,8
"COX4I1",1056,886,154,69,194,106,122,15,68,490,749,211,139,47,62,29,72,135,384,10,469,6995,158
"IRF8",171,9,4,1,5,1,1,4,0,130,3,1,1,2,0,29,1,1,61,0,1,283,0
"RP11-542M13.3",2,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0
"RP11-514D23.3",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FENDRR",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FOXF1",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3
"RP11-463O9.9",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTHFSD",1,8,0,0,0,0,0,0,0,4,4,1,0,1,0,0,2,0,0,0,2,29,0
"FOXC2-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FOXC2",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"FOXL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CTD-2015G9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C16orf95",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0
"RP11-178L8.7",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"FBXO31",1,10,0,0,4,1,2,0,1,6,3,0,1,1,0,0,1,1,0,0,1,60,3
"MAP1LC3B",388,377,46,34,68,34,34,3,31,130,220,67,36,12,34,10,20,24,191,3,163,1001,76
"RP11-178L8.3",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"ZCCHC14",4,29,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,50,4
"JPH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-278A23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KLHDC4",10,5,6,3,3,3,4,0,0,6,14,9,1,1,3,2,0,4,3,0,7,76,1
"SLC7A5",104,20,42,31,50,32,8,10,9,14,137,82,12,11,27,23,2,26,81,4,54,144,7
"CA5A",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0
"BANP",51,18,1,6,17,6,1,0,3,6,10,12,0,7,4,2,2,4,13,1,11,69,4
"RP11-863P13.3",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-863P13.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF469",2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ZFPM1",0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,11,0
"ZC3H18",23,18,6,4,14,7,5,0,2,13,34,12,5,4,3,0,1,1,6,0,26,110,7
"IL17C",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"CYBA",3436,529,200,80,307,146,96,11,61,719,678,235,114,33,76,69,95,524,1019,15,441,2451,55
"MVD",23,20,8,1,6,2,4,1,2,4,20,16,3,1,4,2,1,0,14,0,20,187,5
"SNAI3-AS1",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"SNAI3",4,0,2,0,4,1,1,0,0,15,9,8,2,1,1,0,0,0,1,1,4,3,0
"RNF166",43,14,19,4,30,13,6,2,6,19,65,23,16,7,6,0,2,3,11,1,31,35,2
"CTU2",8,12,0,2,3,2,2,3,0,2,7,4,4,2,0,0,3,5,2,1,3,127,4
"PIEZO1",22,39,1,1,4,1,3,0,0,5,14,3,0,0,0,0,3,4,4,0,8,104,18
"RP5-1142A6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RP5-1142A6.8",1,5,2,1,0,0,0,1,0,0,4,1,1,1,0,0,0,0,0,0,0,5,0
"CDT1",5,11,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,5,2,4,0,60,0
"APRT",274,301,64,24,64,44,39,5,25,123,261,71,35,12,15,14,12,46,86,2,153,1693,39
"GALNS",30,105,2,1,4,0,0,0,0,0,3,2,1,0,0,0,4,2,8,0,5,47,3
"TRAPPC2L",95,167,18,9,19,4,11,0,1,32,43,16,9,3,3,5,6,23,42,0,41,513,18
"PABPN1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBFA2T3",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,1,0
"CTD-2555A7.2",1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,0
"ACSF3",16,15,4,7,5,4,3,2,1,15,21,8,4,3,2,0,1,9,2,1,8,160,2
"LINC00304",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"CDH15",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"SLC22A31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-46C24.7",1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,8,0
"ZNF778",5,4,1,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,1,0,3,17,1
"ANKRD11",68,91,16,4,19,6,4,1,6,69,75,18,8,4,3,6,6,13,16,1,42,344,29
"AC137932.4",2,1,1,1,3,3,2,0,2,9,9,2,2,0,0,0,0,0,2,1,8,24,0
"SPG7",32,30,7,5,8,5,7,0,4,12,32,17,7,2,2,2,0,5,10,0,23,168,13
"RP11-104N10.1",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"RPL13",4669,8514,1701,576,1544,1083,1057,185,546,5267,5918,2072,1694,375,499,209,354,874,2175,84,4099,46565,1055
"CPNE7",4,9,12,8,23,5,1,0,5,0,57,25,4,1,2,0,1,2,0,1,14,85,0
"DPEP1",6,51,0,1,1,0,1,0,1,2,5,2,0,0,0,0,0,14,2,0,0,1707,1
"CHMP1A",42,44,1,3,10,1,2,1,1,21,27,5,7,2,1,2,5,2,16,1,12,203,6
"SPATA33",4,23,3,4,5,2,0,0,1,7,12,5,3,2,0,1,1,5,0,0,3,116,4
"CDK10",21,33,4,2,9,3,1,1,2,6,17,3,4,3,1,1,2,3,1,0,8,150,9
"RP11-368I7.4",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"SPATA2L",15,10,9,4,9,4,2,1,0,12,14,14,3,3,1,1,0,2,6,0,4,63,2
"VPS9D1",10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,8,0
"VPS9D1-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0
"ZNF276",9,5,7,1,10,6,2,0,0,13,13,10,3,3,3,1,1,0,1,0,7,64,4
"FANCA",10,8,9,3,6,3,0,0,0,4,10,4,1,1,0,0,2,2,3,1,6,39,2
"SPIRE2",2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,146,1
"TCF25",142,262,41,21,49,25,22,2,16,88,154,33,16,15,13,7,11,28,50,2,95,439,33
"MC1R",1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
"TUBB3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
"DEF8",35,48,2,1,4,1,1,0,1,3,20,4,0,0,2,1,1,24,9,1,15,203,10
"CENPBD1",5,4,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,3,36,0
"DBNDD1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,0
"GAS8",1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,39,1
"FAM157C",1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0
"RP11-356C4.3",1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1
"AC137934.1",1,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,2,0,0,0,9,0
"DOC2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18
"RPH3AL",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,5
"RP11-1260E13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC108004.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C17orf97",2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
"FAM101B",5,43,1,0,1,2,0,0,1,0,7,1,2,1,0,1,2,2,3,3,7,1,22
"RP5-1029F21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"VPS53",19,17,4,1,0,3,2,0,1,7,6,1,2,0,0,1,3,5,6,1,4,130,1
"FAM57A",2,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,3,0,0,148,2
"GEMIN4",6,3,2,0,1,0,1,0,0,8,4,1,0,0,0,0,0,0,0,0,2,53,1
"GLOD4",38,43,14,7,11,5,4,0,2,22,32,4,6,3,1,0,1,5,12,0,26,439,14
"RP11-676J12.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"RNMTL1",7,13,6,2,5,2,4,0,1,7,14,9,4,0,0,2,2,2,1,0,12,187,3
"NXN",0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,3,8
"RP11-676J12.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-676J12.7",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIMM22",16,34,3,8,6,5,7,0,2,19,18,6,6,1,1,0,1,6,2,1,17,167,4
"ABR",61,25,7,1,4,2,2,0,0,3,12,8,2,1,1,2,0,0,14,0,0,209,3
"AC144836.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TUSC5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"YWHAE",283,279,23,17,16,9,19,1,6,60,70,26,17,10,8,9,9,43,128,3,54,2621,87
"CRK",42,67,4,1,7,3,9,0,2,16,28,4,8,3,2,0,3,4,16,1,12,447,20
"RP11-818O24.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MYO1C",37,100,3,1,1,0,0,1,1,17,5,8,1,0,0,1,7,1,6,1,6,303,23
