"","CD8aa IELs","cDCs","Double-Negative Tcells","Fibroblasts","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"RNFT1",1,1,0,5,2,4,4,3,1,5,1,2,2,1,0,0,1,2
"RP11-178C3.2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"HEATR6",0,1,0,2,1,0,2,1,0,1,0,0,0,1,0,0,0,0
"CTD-2319I12.2",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CA4",0,0,0,0,0,1,2,0,0,4,0,0,1,9,0,0,1,71
"USP32",1,3,0,6,2,6,5,3,1,9,0,0,1,0,1,0,0,3
"APPBP2",2,2,2,5,1,4,21,11,4,9,1,0,3,0,1,1,4,3
"RP11-15E18.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PPM1D",1,1,2,7,3,6,13,5,1,11,0,1,4,0,1,0,3,12
"BCAS3",1,0,0,6,1,0,5,3,2,4,0,1,0,1,1,0,2,2
"TBX2-AS1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBX2",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C17orf82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NACA2",1,2,1,5,3,8,27,13,13,23,3,4,5,3,1,0,2,3
"BRIP1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"INTS2",0,0,0,1,0,1,2,0,0,3,0,0,0,2,0,0,1,2
"MED13",4,2,2,22,4,5,22,6,4,10,5,0,2,3,1,0,2,4
"METTL2A",2,0,0,9,0,2,3,3,3,1,0,1,1,1,1,0,0,4
"TLK2",1,2,1,5,0,2,10,4,2,7,0,2,2,1,2,0,2,2
"CTD-3035K23.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MRC2",0,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"MARCH10",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"TANC2",0,0,0,1,0,0,9,4,1,4,0,1,1,3,0,0,0,1
"CYB561",1,0,0,6,0,0,22,4,1,8,6,2,0,5,0,0,1,6
"ACE",0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,31
"KCNH6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCAF7",4,1,1,11,5,6,18,14,6,17,2,3,9,4,2,0,3,14
"TACO1",0,1,0,6,0,2,4,3,1,3,0,1,2,1,0,0,1,0
"MAP3K3",2,0,0,6,1,2,13,6,1,4,2,0,2,2,1,1,0,2
"LIMD2",47,24,7,7,21,75,228,123,62,133,27,25,46,0,11,0,30,1
"CCDC47",5,2,0,30,0,12,27,19,11,20,9,1,11,10,3,0,8,15
"DDX42",2,0,0,20,2,6,12,6,3,8,3,1,3,3,5,0,0,6
"FTSJ3",4,3,1,7,1,4,19,11,2,10,1,1,5,3,2,0,5,2
"PSMC5",15,3,0,62,6,27,106,37,9,64,7,11,18,9,8,1,15,30
"SMARCD2",2,2,1,10,0,2,21,5,2,4,3,0,5,3,1,0,2,1
"CD79B",0,1,0,1,0,45,5,0,107,5,0,0,0,0,12,0,4,9
"PRR29-AS1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"PRR29",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ICAM2",7,0,2,3,1,2,94,16,4,62,12,3,2,0,6,0,12,111
"ERN1",3,5,1,18,4,4,61,6,4,8,4,3,5,1,5,2,1,6
"SNHG25",5,0,0,3,3,8,40,16,3,32,7,5,4,8,10,1,3,4
"TEX2",0,0,0,6,0,1,5,2,0,0,0,0,0,1,1,0,1,1
"PECAM1",0,2,0,1,0,1,1,7,1,2,1,0,1,0,3,5,0,159
"MILR1",0,1,0,8,0,2,3,1,1,1,0,0,1,0,0,0,0,0
"POLG2",0,0,0,18,0,1,6,3,2,1,0,0,2,1,2,0,0,5
"DDX5",128,58,26,698,99,315,960,459,186,624,89,81,247,72,42,21,118,315
"CEP95",2,3,0,6,0,1,6,2,3,6,0,0,1,3,0,0,1,2
"SMURF2",4,0,0,8,2,1,15,14,5,8,2,0,13,2,0,3,2,13
"LRRC37A3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"RP11-927P21.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-583F2.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GNA13",6,8,0,2,6,11,41,27,6,17,0,1,5,2,0,1,2,9
"RP11-583F2.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-160O5.1",0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"RGS9",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AXIN2",0,0,0,1,0,0,1,0,0,5,0,1,0,4,0,0,0,0
"CEP112",1,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,0,5
"PRKCA",6,1,1,9,7,0,35,23,0,26,5,1,7,4,0,0,0,0
"HELZ",7,1,1,8,6,11,36,19,7,16,1,2,10,2,1,0,6,12
"RP11-401F2.3",0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,1
"PSMD12",5,4,0,18,3,11,29,9,2,16,2,3,11,9,2,2,1,17
"PITPNC1",5,1,2,5,16,1,80,48,2,41,8,10,24,1,0,1,3,24
"NOL11",3,0,0,6,1,10,53,14,6,16,1,2,4,3,5,0,5,2
"BPTF",10,3,1,18,10,32,65,46,29,39,10,8,28,4,2,1,6,16
"C17orf58",1,0,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"KPNA2",17,8,6,28,10,21,67,64,14,37,8,6,19,5,1,1,8,20
"AC145343.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-147L13.11",0,0,0,0,0,1,4,2,0,2,0,1,3,1,0,0,0,0
"RP11-147L13.12",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"RP11-147L13.13",1,0,0,1,1,0,1,3,0,1,0,0,2,0,0,0,0,1
"RP11-147L13.14",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-147L13.8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-147L13.15",2,1,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,1
"RP11-147L13.2",1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
"AMZ2",7,2,1,8,7,16,41,16,9,11,3,4,11,0,3,1,7,3
"ARSG",0,1,0,1,2,0,12,13,0,8,0,0,3,0,0,0,0,0
"SLC16A6",1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,3,0,0
"WIPI1",0,0,0,14,1,1,1,1,1,1,0,3,1,3,6,0,1,2
"PRKAR1A",11,6,3,57,13,29,95,45,19,45,8,11,26,0,3,2,6,24
"FAM20A",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ABCA8",0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ABCA9",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCA6",0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABCA10",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCA5",3,0,0,11,1,2,9,3,1,4,1,1,7,1,2,0,1,5
"MAP2K6",1,0,0,2,0,0,4,2,0,3,0,0,0,2,1,0,0,1
"RP1-193H18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LINC01483",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KCNJ2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KCNJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"SOX9",0,0,0,0,0,0,2,1,1,0,0,0,0,8,0,0,0,0
"LINC00511",0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0
"SLC39A11",1,1,0,2,0,0,5,2,0,2,0,0,0,5,4,1,1,2
"SSTR2",0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"COG1",2,1,0,4,2,1,7,5,2,6,1,3,0,1,1,0,1,2
"FAM104A",5,1,0,2,2,6,27,8,5,17,2,1,11,3,3,0,3,7
"C17orf80",0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,2
"CDC42EP4",2,2,0,6,0,0,8,4,0,2,1,0,1,3,0,1,1,11
"SDK2",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RPL38",255,218,70,565,173,962,2938,1081,443,2037,371,122,350,243,89,53,243,247
"MGC16275",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"TTYH2",0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1
"DNAI2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KIF19",1,0,0,5,0,0,2,1,0,0,0,1,1,0,4,0,1,6
"BTBD17",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPRC5C",0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3
"CD300A",2,5,2,0,5,0,12,11,1,2,1,5,6,0,3,1,2,1
"CD300LB",0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"CD300C",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD300E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"RAB37",1,0,0,1,1,0,1,9,1,2,1,2,0,0,1,0,0,0
"CD300LF",0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"RP11-452I5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC9A3R1",12,2,2,2,6,12,61,51,6,36,12,10,25,13,4,1,4,8
"NAT9",0,1,0,8,0,7,13,8,1,12,2,1,1,2,1,0,4,2
"TMEM104",0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0
"GRIN2C",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"FDXR",1,0,0,3,1,1,3,0,0,0,0,0,0,4,2,0,0,0
"OTOP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HID1",0,0,0,0,0,0,3,0,0,3,1,0,0,3,1,0,1,2
"CDR2L",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5
"ICT1",1,0,0,9,2,4,7,2,2,5,2,1,3,4,1,0,3,0
"KCTD2",1,0,0,0,0,1,2,1,1,1,0,0,1,1,0,0,3,4
"ATP5H",16,21,5,89,8,34,116,66,13,89,15,8,22,54,14,12,14,38
"SLC16A5",0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"ARMC7",0,0,1,1,0,1,6,3,2,1,0,1,1,2,1,0,1,2
"NT5C",4,2,3,18,3,13,24,26,16,12,2,4,8,19,4,0,3,2
"HN1",35,5,8,11,25,61,168,130,17,90,19,18,50,44,11,2,29,14
"SUMO2",45,30,9,221,38,126,386,188,76,219,30,31,88,52,14,10,65,109
"NUP85",0,0,1,3,0,1,10,5,3,3,0,0,2,2,1,0,1,3
"GGA3",0,4,0,2,0,8,7,8,6,7,2,0,1,0,0,0,1,0
"MRPS7",11,6,5,29,6,44,119,47,13,55,12,11,21,10,12,0,10,9
"MIF4GD",2,9,0,2,3,9,16,15,6,11,1,3,4,1,1,0,1,10
"SLC25A19",5,23,1,1,2,26,27,16,9,11,3,0,8,1,0,1,5,0
"GRB2",6,24,1,16,10,40,77,38,30,38,4,7,10,6,10,4,13,10
"TMEM94",1,0,0,1,1,2,7,3,0,0,0,0,3,1,0,1,0,1
"CASKIN2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24
"TSEN54",9,1,0,1,13,2,44,44,2,15,4,5,25,5,0,0,2,2
"LLGL2",2,1,1,3,3,1,7,6,0,2,1,3,3,10,0,0,0,0
"MYO15B",1,2,0,2,0,3,1,0,2,0,0,0,0,2,0,1,0,5
"RECQL5",0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0
"SMIM5",0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0
"SMIM6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAP30BP",8,3,1,23,3,22,68,42,7,29,10,3,12,3,3,0,8,18
"ITGB4",0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,26
"GALK1",1,3,0,6,0,3,7,7,0,1,0,0,0,0,2,1,3,6
"H3F3B",437,221,52,1310,288,941,3137,1446,530,1561,287,219,530,189,160,75,301,790
"UNK",1,0,0,3,1,5,12,9,4,9,3,2,2,0,0,0,1,2
"UNC13D",4,0,1,0,2,7,17,13,7,8,0,1,3,1,1,0,1,4
"WBP2",5,1,0,24,4,21,29,26,13,28,4,0,13,1,2,1,12,18
"TRIM47",0,0,0,30,0,1,5,0,0,1,0,1,1,3,1,0,0,20
"RP11-552F3.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TRIM65",1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0
"MRPL38",0,0,0,1,0,1,3,2,0,1,0,0,1,0,2,0,0,0
"FBF1",1,0,0,0,0,0,3,2,0,6,0,0,1,0,0,0,0,0
"ACOX1",2,0,1,6,0,2,3,3,3,0,1,1,3,1,0,1,0,2
"TEN1-CDK3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"EVPL",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"SRP68",2,0,2,7,3,10,23,12,3,17,2,4,1,2,6,0,4,7
"ZACN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GALR2",0,2,0,0,0,1,1,2,1,7,1,0,0,0,1,0,0,0
"EXOC7",8,1,2,14,7,13,48,31,8,39,5,5,6,4,2,0,6,4
"FOXJ1",0,0,0,1,0,2,12,1,0,1,1,1,2,0,1,0,0,0
"RNF157",1,0,0,0,0,0,15,4,1,10,2,1,1,3,0,0,0,0
"UBALD2",9,5,0,18,6,42,64,30,24,50,7,7,10,6,20,1,22,8
"PRPSAP1",1,1,0,12,7,10,14,9,2,15,0,1,4,4,2,0,1,8
"SPHK1",0,16,0,11,1,0,6,3,0,2,1,2,3,0,0,6,0,8
"UBE2O",2,2,1,4,4,1,12,10,2,16,3,0,2,0,2,0,3,1
"RHBDF2",1,6,0,1,10,19,42,35,7,13,5,2,12,4,5,3,0,4
"CYGB",0,0,0,212,0,0,1,1,2,1,3,2,1,0,0,0,0,7
"PRCD",0,0,0,6,0,6,0,1,6,2,3,1,0,0,1,0,0,1
"ST6GALNAC2",1,0,0,1,0,0,5,1,0,0,0,0,2,0,0,0,0,1
"ST6GALNAC1",0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,7
"RP11-318A15.2",0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
"MXRA7",4,0,1,28,3,1,9,20,0,1,1,1,5,0,1,0,0,14
"JMJD6",28,3,4,14,21,11,99,92,12,40,9,25,24,5,5,0,6,13
"METTL23",3,1,1,19,4,8,25,23,7,7,4,5,8,3,2,0,6,9
"SRSF2",129,42,23,170,97,171,714,551,135,372,102,86,151,40,33,12,74,72
"MFSD11",5,0,0,9,5,7,21,16,1,12,3,0,5,1,0,0,3,9
"MGAT5B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SEC14L1",4,7,1,2,9,7,51,32,6,28,11,12,16,2,11,0,8,39
"RP11-285E9.6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"SEPT9",21,18,4,10,9,63,156,72,40,88,15,9,31,12,4,5,17,16
"RP11-936I5.1",0,0,0,0,0,0,3,3,0,1,2,0,0,0,0,0,0,0
"FLJ45079",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TNRC6C",0,0,0,14,4,3,43,16,9,24,6,3,1,1,0,0,1,8
"TMC6",9,2,0,0,4,11,55,28,8,38,8,3,10,1,3,0,8,4
"TMC8",5,1,1,1,1,12,50,13,9,34,9,4,8,1,3,0,9,1
"C17orf99",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SYNGR2",3,19,2,5,3,49,44,20,44,25,4,2,12,13,10,4,15,20
"TK1",0,0,0,1,0,2,1,3,0,0,0,1,1,7,8,0,0,1
"AFMID",0,1,0,13,0,7,1,2,0,2,0,0,0,1,1,0,0,4
"BIRC5",0,0,0,1,0,0,0,1,0,0,0,0,1,0,6,0,0,0
"RP11-219G17.4",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"AC061992.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2
"SOCS3",7,20,4,635,10,42,133,56,23,78,10,3,11,5,18,7,23,311
"RP11-806H10.4",0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"PGS1",0,0,0,2,0,2,5,1,4,2,0,0,0,0,0,1,0,10
"DNAH17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CYTH1",18,8,4,6,11,19,120,44,9,52,9,7,8,8,2,2,14,29
"USP36",13,6,2,8,6,22,109,41,17,85,14,11,14,3,2,3,6,6
"TIMP2",0,0,0,89,1,1,1,2,3,11,0,0,1,2,1,1,1,16
"LGALS3BP",2,2,1,279,0,2,55,6,0,30,2,0,2,50,0,2,4,11
"CANT1",3,1,0,5,2,5,17,10,3,8,1,1,5,3,1,0,2,3
"C1QTNF1",0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"ENGASE",1,3,0,4,0,1,2,0,0,2,0,0,0,2,2,0,0,1
"HP09025",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CBX8",0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0
"CBX4",2,0,1,4,3,2,6,15,4,7,0,0,4,5,6,1,2,9
"TBC1D16",0,0,0,7,0,0,1,3,0,0,0,0,0,3,0,0,0,0
"CCDC40",1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1
"GAA",1,4,0,20,0,0,11,4,0,2,0,0,1,0,0,1,1,2
"EIF4A3",32,10,4,63,11,43,168,72,43,81,18,10,24,12,7,2,19,27
"RP11-334C17.5",0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0
"SGSH",0,0,1,3,0,0,3,2,0,1,0,1,0,1,0,0,1,1
"SLC26A11",0,4,0,2,0,1,6,0,0,3,0,0,1,1,0,0,2,1
"RNF213",25,6,10,13,6,16,159,89,13,68,7,12,24,6,16,3,34,23
"CTD-2047H16.4",1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENDOV",1,1,1,7,1,9,20,10,5,10,3,6,2,1,1,0,2,3
"CTD-2526A2.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RPTOR",0,2,0,1,0,1,5,1,0,5,0,0,0,0,0,2,2,1
"CHMP6",2,0,0,9,2,5,15,9,2,4,1,1,3,3,2,0,3,7
"CTD-2561B21.11",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BAIAP2-AS1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"BAIAP2",2,3,0,18,0,5,34,14,1,7,4,2,4,3,1,0,1,5
"AATK",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CEP131",1,0,0,3,0,0,1,0,2,2,0,0,1,0,0,0,0,2
"ENTHD2",1,0,0,3,2,2,4,2,3,1,0,0,3,0,0,0,0,1
"C17orf89",13,11,3,52,11,30,115,47,17,67,11,7,20,17,13,2,11,15
"SLC38A10",2,0,0,14,2,2,17,14,3,12,3,1,6,3,8,2,3,8
"LINC00482",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"RP11-1055B8.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-1055B8.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAHCC1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ACTG1",134,211,24,734,148,361,1163,592,144,673,119,155,304,624,76,30,201,377
"FAAP100",3,2,0,5,1,2,8,4,2,1,0,1,3,0,0,0,1,1
"NPLOC4",3,0,1,7,0,1,7,7,2,5,1,1,4,4,2,1,4,5
"TSPAN10",0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,2
"PDE6G",0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0
"OXLD1",1,1,0,5,0,1,8,1,1,2,0,1,1,1,2,0,3,1
"CCDC137",6,3,0,1,0,7,25,10,2,13,3,0,6,1,2,0,3,8
"ARL16",4,1,0,14,1,12,20,15,4,12,1,5,9,8,1,0,4,3
"HGS",1,3,0,10,1,3,17,14,5,10,0,1,5,4,2,0,2,6
"RP13-1032I1.7",0,0,1,2,0,4,9,4,1,3,0,1,3,2,1,0,0,4
"MRPL12",4,7,4,22,7,7,49,28,7,29,6,4,15,34,17,0,5,5
"SLC25A10",1,0,0,1,0,0,2,1,0,1,0,0,0,14,1,0,0,0
"FAM195B",2,7,1,32,3,7,66,23,9,29,4,8,8,4,2,2,2,14
"PPP1R27",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"P4HB",22,16,5,82,16,24,227,87,20,90,12,16,36,65,53,6,22,44
"ARHGDIA",33,23,6,38,15,56,241,102,27,129,25,15,43,21,4,5,20,37
"RP11-498C9.15",0,0,0,0,0,1,3,1,1,4,1,0,1,0,0,1,0,1
"ALYREF",2,2,1,7,3,9,11,2,3,9,1,0,2,5,3,2,4,3
"ANAPC11",13,10,3,54,10,20,102,56,20,50,10,2,21,26,12,1,15,32
"NPB",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PCYT2",2,0,0,2,2,0,12,6,1,5,0,2,0,6,0,1,1,0
"SIRT7",4,3,0,4,8,7,50,32,4,25,4,8,13,2,6,3,7,2
"MAFG",1,7,0,23,1,11,12,3,5,8,0,0,2,4,1,2,0,6
"MAFG-AS1",0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"PYCR1",0,0,0,4,0,0,1,1,1,2,0,0,0,10,6,0,0,0
"ASPSCR1",2,0,0,9,4,9,15,5,7,9,2,4,3,3,5,0,3,2
"STRA13",2,5,0,16,1,4,20,14,5,14,1,5,4,22,3,2,1,8
"LRRC45",0,1,0,2,1,1,2,5,0,2,0,0,1,1,0,0,2,0
"RAC3",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
"DCXR",13,9,1,19,13,21,85,43,17,92,26,4,14,22,6,3,8,3
"RP13-650J16.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFNG",2,0,0,11,0,1,6,2,3,4,0,2,1,0,0,0,0,0
"GPS1",4,4,0,10,3,5,20,11,2,14,2,1,6,3,5,2,6,7
"DUS1L",3,2,2,3,3,5,24,6,5,10,0,1,5,9,2,0,1,2
"FASN",2,2,0,3,0,1,8,4,1,17,0,1,5,6,0,0,1,1
"CCDC57",4,3,1,2,2,2,21,21,5,30,18,1,6,1,3,0,4,2
"SLC16A3",15,13,1,10,21,23,50,53,14,37,6,11,56,4,2,2,8,8
"CSNK1D",21,7,2,22,20,30,142,64,28,68,11,15,33,11,2,0,15,22
"RP13-516M14.10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RP13-516M14.4",2,0,0,1,0,2,4,4,0,5,1,0,0,1,0,0,1,1
"RP13-516M14.1",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"CD7",137,6,15,15,185,7,688,803,2,346,143,138,434,1,1,4,162,4
"SECTM1",0,3,1,0,0,2,4,1,0,2,1,0,1,4,0,0,0,1
"OGFOD3",2,2,1,19,0,8,21,9,0,7,4,1,1,3,2,1,5,13
"HEXDC",2,0,0,6,1,4,9,7,3,3,1,2,1,1,2,0,3,2
"C17orf62",3,2,1,9,2,24,43,24,11,21,7,4,7,4,7,2,6,13
"RP13-20L14.6",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"NARF",12,3,0,10,7,15,41,47,5,23,7,5,23,0,8,1,6,14
"FOXK2",1,2,0,4,1,2,7,0,3,5,0,2,3,2,0,0,1,4
"RP13-638C3.4",1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,0
"WDR45B",2,7,0,17,2,24,36,20,14,21,4,3,8,8,4,0,8,15
"RAB40B",0,0,0,6,0,0,5,2,0,1,0,0,0,0,0,0,0,1
"FN3KRP",0,0,2,8,2,5,18,13,2,7,0,5,2,1,2,0,0,2
"FN3K",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"TBCD",5,1,0,7,5,1,13,20,2,4,0,3,6,3,1,0,0,14
"B3GNTL1",0,1,0,1,0,1,3,1,0,2,0,0,0,0,0,0,1,0
"METRNL",15,14,3,12,16,5,33,41,3,12,9,11,24,6,0,1,4,1
"AC144831.1",2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0
"USP14",4,0,0,7,5,11,37,14,4,17,0,2,7,4,1,0,4,6
"THOC1",0,0,1,6,0,4,11,3,4,8,2,1,0,1,0,0,0,2
"RP11-705O1.8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"COLEC12",2,0,0,16,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"TYMS",0,0,0,5,0,1,1,2,3,0,0,0,2,2,4,0,2,1
"ENOSF1",2,2,0,9,1,2,19,8,1,11,1,2,6,2,2,0,1,2
"YES1",0,0,0,4,1,0,5,8,0,4,0,3,8,5,0,0,0,17
"RP11-769O8.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-769O8.2",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"RP11-672L10.6",0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1
"METTL4",1,1,3,1,4,2,11,10,3,10,3,1,4,1,1,1,1,1
"NDC80",0,0,0,1,1,0,1,2,0,2,0,0,0,0,1,0,0,0
"SMCHD1",24,9,5,6,15,44,147,84,31,140,38,13,31,1,15,2,18,10
"EMILIN2",0,5,0,3,0,1,4,1,0,1,1,0,0,2,0,2,0,2
"LPIN2",5,1,3,7,4,3,57,22,4,28,3,5,28,3,0,2,10,0
"RP11-737O24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MYOM1",0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0
"RP13-270P17.3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYL12A",49,81,9,148,35,117,441,201,64,190,45,41,97,56,8,9,42,232
"RP13-270P17.1",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"MYL12B",45,42,11,180,27,76,412,187,54,170,38,35,81,71,3,13,61,169
"TGIF1",14,16,1,24,3,21,87,28,18,37,4,4,6,9,0,5,6,8
"GAPLINC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DLGAP1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
"DLGAP1-AS1",1,1,1,0,2,4,18,10,0,5,0,1,4,3,0,1,6,1
