"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells"
"NFATC3",24,13,8,5,3,0,2,5,3,1,9,4,25,12,3,0,5,3,65,122
"RP11-96D1.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ESRP2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83
"PLA2G15",41,15,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,1,5,32
"SLC7A6",7,8,0,1,1,0,4,2,0,3,4,0,2,1,2,0,2,1,19,45
"SLC7A6OS",10,7,5,1,3,1,4,0,1,0,6,1,4,2,0,0,2,2,25,82
"PRMT7",2,15,2,1,0,1,4,1,1,1,1,0,7,0,2,1,1,1,29,76
"SMPD3",0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,6,8
"ZFP90",6,8,0,0,0,0,2,0,1,0,3,1,3,1,1,0,0,2,16,28
"RP11-615I2.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
"RP11-615I2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CDH1",0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,328
"TANGO6",2,3,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,9,15
"HAS3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CHTF8",17,23,2,2,1,0,4,0,2,0,7,0,4,4,7,0,10,0,29,125
"UTP4",9,17,1,0,0,0,0,1,2,1,0,0,2,2,2,0,2,0,17,108
"SNTB2",4,38,0,1,1,1,5,1,1,1,2,1,6,2,6,0,2,1,21,59
"VPS4A",34,32,3,1,1,0,5,0,1,1,8,1,10,2,4,0,7,4,54,133
"COG8",3,10,2,0,1,0,0,2,0,0,3,0,3,3,0,0,0,0,9,54
"NIP7",21,26,4,3,6,3,3,4,2,0,6,1,15,9,4,1,7,0,46,170
"TMED6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"TERF2",7,3,0,0,1,0,1,1,2,1,0,0,1,2,0,0,0,0,8,44
"CYB5B",31,54,10,10,8,3,16,10,5,5,13,2,37,13,8,2,11,4,128,408
"NFAT5",17,33,3,1,1,3,7,4,4,1,6,3,19,1,4,0,18,0,51,70
"NQO1",5,10,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,16,366
"CTD-2033A16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CTD-2033A16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NOB1",15,36,2,0,3,0,9,3,5,3,10,1,13,8,9,0,8,1,62,415
"WWP2",11,8,0,0,1,0,1,0,0,2,1,1,3,1,1,0,4,1,12,40
"CLEC18A",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0
"PDPR",5,13,0,0,0,0,0,0,1,1,1,0,6,0,2,0,0,0,5,41
"AC009060.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"EXOSC6",9,19,1,0,2,0,5,0,1,1,3,2,5,2,2,2,2,0,30,66
"AARS",16,21,0,0,2,0,6,1,0,2,1,2,3,1,7,0,2,0,21,121
"DDX19B",13,16,2,1,3,1,6,3,3,0,5,0,10,3,2,1,1,3,46,54
"DDX19A",16,13,1,2,0,0,1,0,1,3,2,1,4,2,2,0,2,3,28,57
"ST3GAL2",10,24,2,1,2,3,2,4,2,2,3,0,6,3,4,0,6,1,24,42
"FUK",3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,31
"COG4",9,16,0,1,4,0,6,3,0,0,1,1,4,1,1,0,1,0,23,91
"SF3B3",16,18,0,2,4,1,3,4,2,1,2,6,10,3,2,0,2,2,30,126
"IL34",0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"MTSS1L",0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
"VAC14",27,5,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,6,44
"HYDIN",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CMTR2",7,9,1,1,2,0,5,3,2,2,6,0,10,5,0,0,2,1,21,55
"CALB2",0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF23",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC010547.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-510M2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF19",0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4
"TAT-AS1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
"RP11-432I5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARVELD3",1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,78
"PHLPP2",1,7,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4,21
"RP11-432I5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AP1G1",13,12,1,1,2,1,2,0,1,0,4,2,8,0,2,0,4,0,18,55
"ATXN1L",5,13,1,2,2,0,3,0,7,1,2,1,7,1,1,1,0,0,23,34
"IST1",29,33,1,1,3,1,7,1,8,0,7,1,14,9,3,1,6,3,66,131
"ZNF821",17,12,3,0,3,2,5,3,13,3,6,1,14,4,4,0,3,0,61,36
"DHODH",1,4,1,0,0,0,1,2,2,0,1,1,3,1,0,0,0,2,8,66
"TXNL4B",10,15,1,1,1,0,3,1,0,1,1,0,6,2,0,1,4,1,24,68
"DHX38",12,12,2,1,1,0,5,3,1,3,3,1,8,4,2,0,2,0,24,68
"PMFBP1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"LINC01572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP5-991G20.1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,11
"ZFHX3",39,27,0,0,0,0,2,0,0,1,2,0,1,0,8,0,5,0,16,13
"RP5-991G20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-346C20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-346C20.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC140912.1",0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
"AC009120.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AC009120.10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC009120.11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMD7",112,132,8,5,10,6,14,12,3,4,17,6,45,10,22,1,28,8,147,646
"RP11-252A24.3",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,5,4
"NPIPB15",2,5,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,5,33
"CLEC18B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"GLG1",36,103,1,2,10,0,9,5,6,0,5,0,21,7,13,0,6,0,91,285
"RFWD3",6,3,1,0,0,0,2,3,2,1,1,0,4,1,0,0,2,3,12,46
"MLKL",26,7,3,3,1,1,3,2,3,0,4,2,15,4,0,2,8,1,59,83
"FA2H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
"WDR59",6,7,1,0,1,3,5,1,0,2,6,1,4,1,2,1,1,0,27,68
"ZNRF1",2,8,3,2,4,3,12,2,0,3,4,0,7,0,0,0,1,2,69,49
"RP11-252E2.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
"LDHD",3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14
"ZFP1",3,4,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,5,11
"BCAR1",1,53,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,58
"CFDP1",32,91,0,1,4,4,9,10,5,3,9,2,25,6,10,1,7,3,78,271
"RP11-77K12.9",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
"TMEM170A",29,19,3,4,5,2,10,3,3,3,13,2,17,6,0,0,10,5,60,142
"CHST6",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
"TMEM231",1,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,32
"RP11-490B18.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"GABARAPL2",93,229,10,13,16,11,20,16,10,5,27,11,45,9,24,3,44,5,243,345
"ADAT1",6,7,1,1,2,0,0,0,2,0,0,1,5,0,2,1,2,0,19,17
"KARS",65,84,4,7,9,7,13,7,8,3,17,6,35,3,8,3,17,5,125,548
"TERF2IP",42,119,15,16,13,9,22,12,13,5,26,5,56,20,6,1,14,5,222,128
"MON1B",13,10,3,1,1,0,3,0,2,0,4,0,4,3,1,0,6,1,11,70
"SYCE1L",3,11,0,0,0,0,2,0,0,0,1,2,1,1,1,0,1,0,10,121
"NUDT7",0,3,1,0,0,0,1,1,0,3,3,2,2,2,1,0,0,0,9,28
"WWOX",4,7,0,0,0,0,1,1,0,0,1,0,2,1,4,0,2,0,7,16
"MAF",84,35,3,1,4,1,10,3,0,3,24,8,8,8,6,0,8,0,207,9
"LINC01229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MAFTRR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"DYNLRB2",0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3
"CDYL2",7,3,1,0,1,0,0,1,0,0,0,1,2,0,1,0,1,0,1,10
"CMC2",28,31,5,4,9,5,19,6,0,2,18,7,27,6,9,2,20,8,118,133
"CENPN",8,6,0,2,4,0,1,0,1,0,1,0,8,0,5,2,2,6,12,97
"ATMIN",14,17,2,0,0,1,3,1,1,0,1,0,0,1,2,0,0,0,12,54
"C16orf46",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
"RP11-303E16.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-303E16.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GCSH",17,69,1,2,0,0,3,2,1,0,4,1,8,1,9,2,0,0,19,344
"AC092718.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RP11-55K13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7
"GAN",7,8,2,0,0,0,3,2,0,0,0,0,3,0,3,0,1,0,10,26
"CMIP",31,61,3,5,2,2,2,3,0,1,3,0,13,4,0,0,10,1,18,95
"RP11-960L18.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"PLCG2",19,4,3,0,3,0,0,0,6,0,0,0,9,6,1,1,1,0,6,26
"SDR42E1",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,16
"HSD17B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"RP11-510J16.5",0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,2,2
"MPHOSPH6",25,25,3,0,3,1,6,3,2,0,2,1,12,4,1,1,23,3,45,105
"CDH13",0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"HSBP1",259,245,3,4,7,2,10,6,3,3,14,2,32,5,26,2,83,5,81,899
"MLYCD",7,5,1,4,1,1,1,2,2,1,1,0,2,1,1,0,2,0,15,39
"OSGIN1",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
"NECAB2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBTPS1",10,50,2,4,2,0,1,2,3,0,2,2,7,1,2,0,3,1,33,98
"RP11-505K9.1",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,14
"HSDL1",8,4,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,5,20
"DNAAF1",8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,0,0,2
"TAF1C",3,7,1,2,2,0,0,0,2,0,1,0,4,2,0,0,2,0,11,38
"ADAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-486L19.2",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
"WFDC1",0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7
"ATP2C2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103
"TLDC1",5,10,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,1,4,31
"COTL1",632,210,57,71,122,35,127,32,54,18,169,18,219,21,12,6,410,49,756,762
"RP11-61F12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"KLHL36",2,7,0,3,2,0,2,2,3,1,2,2,2,1,4,0,4,0,26,67
"USP10",16,24,0,1,1,0,2,2,2,3,3,1,4,3,0,0,6,1,28,130
"CRISPLD2",11,87,0,0,0,0,0,2,0,0,0,0,0,0,17,0,7,0,6,64
"ZDHHC7",29,24,2,0,3,0,2,3,2,1,3,1,11,2,3,0,5,1,17,83
"KIAA0513",2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,6,4
"FAM92B",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
"RP11-442O1.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00311",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSE1",5,8,0,0,1,2,0,2,1,1,2,0,4,2,0,1,2,1,6,87
"GINS2",1,0,1,0,2,0,3,0,1,0,3,1,5,1,4,0,3,3,1,166
"C16orf74",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,48
"EMC8",36,45,0,3,3,1,4,0,4,0,6,2,16,4,3,0,6,6,42,172
"COX4I1",752,724,38,43,76,30,107,74,84,46,163,55,309,91,88,17,393,41,1182,4877
"IRF8",60,0,0,0,0,0,2,4,17,0,0,0,18,4,1,0,18,1,1,125
"RP11-542M13.3",0,0,1,0,0,1,0,0,0,0,1,1,7,1,0,0,0,0,6,1
"RP11-805I24.1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-514D23.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXF1",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-463O9.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTHFSD",2,3,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8,19
"FOXC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
"C16orf95",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
"RP11-178L8.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
"FBXO31",1,11,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,42
"MAP1LC3B",217,213,26,10,15,16,41,31,24,16,43,10,100,28,28,3,104,18,428,409
"RP11-178L8.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZCCHC14",4,23,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,54
"JPH3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHDC4",11,4,3,4,3,0,1,3,2,1,7,1,19,0,0,2,3,3,19,85
"RP4-536B24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC7A5",21,2,6,6,2,2,5,10,0,4,12,2,13,4,6,1,31,2,65,146
"CA5A",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,6
"BANP",11,7,0,1,3,0,3,1,2,2,4,0,7,1,3,0,6,1,25,44
"RP11-863P13.3",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF469",0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ZFPM1",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,12
"ZC3H18",8,12,1,2,1,2,2,1,2,1,2,3,6,3,1,0,6,1,29,76
"IL17C",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
"CYBA",1829,363,83,48,91,29,85,84,114,30,155,34,391,152,88,55,755,32,1006,2911
"MVD",16,15,1,3,2,1,2,2,2,0,2,0,8,2,3,1,6,2,32,120
"SNAI3-AS1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5
"SNAI3",2,0,0,0,1,0,1,1,2,1,1,1,2,1,0,0,4,0,14,10
"RNF166",36,18,4,6,9,3,4,10,5,6,12,4,34,8,2,0,10,1,121,26
"CTU2",9,14,1,0,0,0,1,3,0,0,0,0,3,0,2,1,1,0,12,62
"PIEZO1",3,24,0,1,3,0,2,3,0,0,5,0,5,3,1,1,2,1,11,86
"RP5-1142A6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP5-1142A6.8",0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,8,0
"CDT1",0,1,1,0,3,0,1,0,1,0,1,0,2,1,1,0,0,4,2,79
"APRT",258,208,21,14,23,5,36,31,22,12,61,30,92,23,39,5,90,9,501,1600
"GALNS",12,91,1,2,1,0,0,1,0,0,2,0,3,2,3,0,1,0,8,65
"TRAPPC2L",67,91,7,4,4,2,7,3,4,6,7,3,21,10,17,1,24,1,87,314
"CBFA2T3",3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,0,1
"RP11-830F9.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2555A7.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,16
"ACSF3",11,7,0,2,3,0,3,3,3,0,1,2,6,2,1,0,3,1,15,96
"LINC00304",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH15",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-46C24.7",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4
"ZNF778",2,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,5,7
"ANKRD11",38,56,1,1,3,0,13,3,3,3,13,6,21,4,15,4,6,3,75,342
"AC137932.4",0,2,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,6,6
"SPG7",25,22,3,0,2,2,3,1,1,1,6,3,15,2,6,1,5,2,42,109
"RP11-104N10.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"RPL13",4052,5970,586,212,694,352,902,685,915,594,1272,944,2203,724,710,198,2220,175,11003,28151
"CPNE7",0,2,6,2,6,2,8,8,0,0,14,0,27,3,0,0,1,1,9,80
"DPEP1",4,86,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,3,1373
"CHMP1A",29,52,3,5,3,2,4,2,7,2,6,0,26,4,9,0,3,1,67,206
"SPATA33",1,13,2,0,0,1,2,1,1,1,3,0,4,1,4,1,0,0,15,65
"CDK10",5,24,4,3,3,0,3,1,1,0,4,1,5,1,3,1,2,0,24,169
"RP11-368I7.4",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
"SPATA2L",4,11,1,1,1,2,2,1,1,0,3,0,4,0,1,0,4,0,8,44
"VPS9D1",5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,6
"VPS9D1-AS1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64
"ZNF276",13,1,2,1,3,1,1,3,0,1,6,5,8,4,1,0,3,1,18,38
"FANCA",3,1,0,1,2,0,0,1,0,0,4,0,4,3,1,1,4,2,14,43
"SPIRE2",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,54
"TCF25",95,172,10,8,12,4,28,19,5,7,36,6,72,19,15,6,27,8,217,380
"MC1R",0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
"TUBB3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DEF8",35,30,1,1,1,0,2,0,1,2,5,2,10,1,10,5,11,1,22,139
"CENPBD1",5,6,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,9,16
"DBNDD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"GAS8",0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,43
"PRDM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAM157C",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"RP11-356C4.3",0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3
"AC137934.1",2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
"RP11-1228E12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DOC2B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"RPH3AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
"RP11-1260E13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC108004.3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf97",1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14
"FAM101B",5,23,0,0,0,0,1,0,0,0,1,1,2,1,2,0,1,0,11,1
"VPS53",8,13,0,3,2,0,3,1,0,2,1,0,6,1,1,2,3,0,20,34
"FAM57A",1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,62
"GEMIN4",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,34
"GLOD4",24,32,1,3,4,0,10,3,4,0,2,3,23,5,5,0,4,2,50,256
"RP11-676J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RNMTL1",5,1,1,2,0,2,7,3,0,0,1,1,10,4,2,0,2,0,33,111
"NXN",0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
"TIMM22",10,22,1,0,0,1,2,4,4,0,3,0,10,3,2,0,1,0,36,70
"ABR",25,18,1,1,2,1,0,0,1,2,1,0,4,1,1,0,5,1,14,74
"YWHAE",214,210,6,5,8,4,11,3,5,4,10,5,25,5,27,0,40,0,133,1505
"CRK",10,58,0,0,3,1,4,2,2,1,5,2,4,1,16,0,4,1,30,166
"RP11-818O24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MYO1C",17,70,0,1,0,0,3,1,1,0,2,0,2,0,5,1,2,0,16,162
"INPP5K",5,19,1,0,0,1,4,0,3,1,2,1,7,2,2,0,3,0,39,27
"PITPNA-AS1",2,9,4,0,2,1,1,0,3,2,1,2,3,1,2,3,4,1,33,85
"PITPNA",27,21,0,0,1,0,1,2,0,1,2,1,2,1,3,0,11,0,10,72
"SLC43A2",39,11,1,0,0,0,3,1,1,0,5,0,2,2,2,3,20,0,15,49
"SCARF1",6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,1
"RILP",32,17,0,2,0,0,0,0,1,1,2,2,4,0,0,1,8,0,17,79
"PRPF8",29,33,3,4,4,0,1,2,0,2,5,3,9,1,11,0,7,1,31,195
"RP11-961A15.3",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"TLCD2",4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,34
"MIR22HG",8,32,0,1,1,0,1,0,1,3,1,3,3,3,3,0,11,0,13,6
"WDR81",8,7,0,0,0,0,0,0,1,0,0,0,1,0,7,0,1,0,3,18
"SERPINF2",7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
"SERPINF1",36,1370,0,0,0,0,1,0,0,0,0,1,4,1,117,0,2,0,2,19
"SMYD4",5,12,0,0,1,0,0,1,0,0,3,1,0,1,3,0,3,0,9,15
"RPA1",19,19,2,3,0,1,4,4,3,2,3,1,12,7,4,0,1,5,38,103
"RTN4RL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"DPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-667K14.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIC1",1,59,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,2,6
"SMG6",6,14,1,2,1,0,2,1,2,0,2,0,4,0,2,1,0,2,20,23
"AC090617.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SRR",4,11,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,5,8
"TSR1",10,23,0,1,1,0,0,3,0,1,6,2,5,0,2,0,3,0,23,118
"SGSM2",3,12,0,0,1,1,0,0,0,0,6,0,1,0,0,0,2,0,7,43
"MNT",6,12,1,1,0,0,0,0,1,1,1,0,1,1,2,0,3,0,3,24
"METTL16",6,7,1,2,2,0,0,2,1,1,2,1,3,1,2,0,1,1,17,37
"PAFAH1B1",29,59,8,3,4,3,8,5,4,4,15,3,14,4,9,1,11,5,73,138
"CLUH",10,9,0,0,0,0,1,1,1,0,0,0,1,2,1,0,1,0,7,138
"RP11-74E22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-74E22.8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"RAP1GAP2",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
"CTD-2309O5.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"SPATA22",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"TRPV3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
"TRPV1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-235E17.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"SHPK",0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,31
"CTNS",6,9,0,2,0,0,0,1,0,0,1,0,0,1,1,0,2,0,2,18
