"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"SULF2",31,380,0,1,0,37,0,1,30,0,3,0,2,0,0,0,0,13,0,10,1,13,156,141,1
"RP11-321P16.1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PREX1",72,14,0,3,1,0,0,4,0,0,15,4,0,0,2,0,0,1,0,8,1,34,12,30,0
"RP5-906C1.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARFGEF2",16,43,1,1,0,7,1,0,2,1,3,0,0,0,0,1,0,6,0,7,4,4,175,21,6
"CSE1L-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSE1L",21,75,0,0,1,7,0,0,3,3,5,2,0,1,1,0,2,5,0,2,2,8,315,34,1
"STAU1",97,426,2,3,3,53,1,3,10,3,21,1,2,3,1,0,0,53,3,21,1,36,820,93,21
"DDX27",28,127,0,3,0,20,0,1,4,2,19,5,1,1,3,1,2,22,1,9,5,42,221,15,4
"ZNFX1",22,63,1,0,1,13,2,1,5,0,8,1,0,2,1,0,0,34,0,7,2,9,134,25,5
"ZFAS1",266,1538,20,7,7,209,8,13,43,37,104,36,11,28,26,2,64,151,4,93,16,144,5616,236,49
"KCNB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
"PTGIS",1,425,0,0,0,58,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,2
"B4GALT5",46,117,1,1,0,13,0,1,5,1,4,2,4,0,0,1,0,17,0,14,0,14,304,48,9
"SLC9A8",4,16,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,2,60,2,1
"SPATA2",4,26,0,0,1,2,0,0,2,0,1,1,0,0,0,0,0,5,0,1,0,7,88,1,1
"RNF114",93,230,3,3,3,24,1,2,3,7,17,3,2,3,3,3,1,21,2,13,1,48,588,46,10
"SNAI1",24,71,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,7,0,16,0,2,29,33,0
"TRERNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"UBE2V1",5,19,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,1,0,1,1,3,39,8,1
"TMEM189",37,215,0,0,0,11,0,1,1,1,9,1,3,0,0,0,0,12,2,8,1,15,321,49,5
"RP11-112L6.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LINC01273",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1
"CEBPB-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"CEBPB",556,567,1,2,0,71,4,0,4,5,10,4,3,1,3,0,0,30,2,168,1,10,388,9,23
"LINC01272",304,6,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,82,0,0,17,1,0
"LINC01270",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01271",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN1",45,105,0,3,1,14,0,4,3,2,17,3,1,2,2,1,0,11,2,17,7,37,143,23,11
"FAM65C",0,64,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,2,0,0
"PARD6B",2,14,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,290,2,2
"BCAS4",3,31,0,0,0,0,1,1,0,0,7,2,2,0,0,0,0,3,0,1,1,4,29,0,3
"ADNP",25,106,0,0,1,14,0,1,3,0,2,1,1,0,2,0,0,23,1,2,1,4,252,24,4
"ADNP-AS1",0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
"DPM1",57,299,1,3,4,46,0,2,13,4,20,3,1,3,3,2,2,34,3,16,3,25,780,56,26
"MOCS3",8,26,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,45,1,1
"KCNG1",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"NFATC2",10,24,0,1,0,3,2,0,3,0,10,5,0,0,0,0,0,4,0,1,1,14,18,17,0
"ATP9A",0,61,1,0,0,10,1,0,2,0,1,1,3,0,1,0,0,6,1,0,0,0,119,1,5
"SALL4",0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"LINC01429",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZFP64",4,59,1,0,0,6,0,2,3,0,0,0,0,0,0,0,0,4,0,1,1,1,87,7,5
"RP4-715N11.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSHZ2",4,503,0,0,0,191,0,0,24,0,8,0,0,13,0,0,0,1,1,0,2,6,102,106,0
"RP4-669H2.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ZNF217",21,42,0,0,0,7,0,0,2,0,5,1,0,1,2,0,0,5,0,5,1,2,128,9,2
"BCAS1",3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,233,1,1
"PFDN4",62,521,0,3,3,40,1,2,12,6,20,4,9,5,2,2,5,34,4,11,3,40,787,105,18
"DOK5",2,118,0,0,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,1
"CBLN4",0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FAM210B",26,195,0,3,3,22,0,1,5,4,4,0,4,0,0,0,1,22,0,3,0,10,151,50,15
"AURKA",6,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,13,1,166,4,0
"CSTF1",18,47,0,0,1,6,0,0,0,2,9,0,0,2,1,1,0,6,0,3,1,7,120,7,3
"CASS4",22,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"RTFDC1",84,397,1,5,5,56,3,5,13,5,34,5,2,4,2,0,4,41,1,30,10,51,753,87,44
"FAM209B",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"TFAP2C",3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
"BMP7",0,7,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
"RP4-813D12.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAE1",26,84,0,2,2,8,0,1,1,4,4,1,1,1,0,0,2,7,0,3,2,13,232,20,6
"MTRNR2L3",3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,12,0,0
"RP4-800J21.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
"RBM38",13,9,1,1,0,2,0,0,3,0,5,2,0,0,1,0,1,0,0,2,2,15,113,20,1
"PCK1",2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,340,3,0
"RP4-718J7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZBP1",3,0,4,0,0,0,2,0,0,0,13,3,0,0,4,0,0,0,1,2,1,15,63,0,0
"PMEPA1",22,403,0,0,19,29,0,5,3,0,8,1,4,1,0,0,0,50,1,5,0,17,50,155,9
"NKILA",1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1
"RAB22A",37,157,0,3,0,26,0,3,3,0,10,3,1,2,0,0,1,18,1,3,1,18,265,32,5
"VAPB",35,133,0,0,4,15,0,0,4,0,9,1,1,2,2,0,0,19,0,6,3,12,321,21,9
"APCDD1L",0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP5-907D15.4",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STX16",54,103,1,4,0,7,2,3,5,1,9,2,2,1,1,1,0,13,1,13,0,21,211,28,0
"STX16-NPEPL1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NPEPL1",30,57,0,0,0,7,0,1,2,0,5,0,0,0,1,0,1,6,0,5,0,4,74,15,5
"GNAS",643,1100,3,14,12,130,8,17,69,11,84,6,10,9,9,4,6,138,8,87,14,91,667,475,73
"RP1-309F20.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NELFCD",24,95,1,1,0,19,1,2,4,1,8,2,0,1,1,0,0,15,0,7,7,13,270,34,13
"CTSZ",2520,651,0,32,3,58,0,1,32,1,10,0,4,3,5,1,4,61,3,155,1,39,782,170,22
"TUBB1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP5E",4966,5899,30,177,47,478,15,64,287,81,566,91,59,74,108,11,137,551,36,1110,90,996,10777,1571,245
"PRELID3B",92,180,0,5,1,11,1,0,6,3,16,4,4,2,2,1,3,18,2,22,2,27,703,38,5
"RP3-492J12.2",0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ZNF831",0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,3,1,0,0
"EDN3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0
"PHACTR3",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,0,1
"SYCP2",1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1
"FAM217B",27,41,0,1,0,7,0,1,0,2,10,0,0,1,1,0,0,11,0,4,0,4,80,7,5
"PPP1R3D",12,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,27,6,1
"CDH26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
"C20orf197",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP5-1017F8.2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MIR646HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"CDH4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-429E11.2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF4",23,17,2,1,0,1,0,0,0,0,2,0,0,0,0,1,0,6,0,1,0,2,89,8,0
"RP11-11M20.4",4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"LSM14B",29,19,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,6,0,4,69,6,0
"PSMA7",1313,2119,15,33,9,220,7,25,64,32,179,20,18,24,30,8,33,238,8,313,31,253,5247,596,141
"SS18L1",12,18,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,2,0,2,0,1,83,11,1
"MTG2",16,35,0,2,1,5,0,0,2,1,1,0,0,0,1,0,0,6,0,4,1,8,103,10,2
"OSBPL2",37,79,0,0,0,11,1,0,3,0,5,1,2,2,1,0,0,5,2,7,0,4,403,29,5
"ADRM1",214,582,4,12,5,50,0,4,10,4,37,3,4,3,7,1,4,75,7,56,13,70,1139,166,27
"RP11-157P1.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,3,0
"LAMA5",10,30,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,33,0,3,1,1,269,89,14
"LAMA5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"RP5-908M14.9",4,8,0,0,0,5,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,31,3,1
"RPS21",2417,5636,54,171,31,651,31,70,123,108,646,145,78,170,190,29,252,506,52,617,111,888,20127,1481,310
"CABLES2",5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,9,1,0
"RBBP8NL",7,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,0,0,611,5,0
"RP5-908M14.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"GATA5",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C20orf166-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-93B14.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0
"SLCO4A1",20,12,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,2,1,10,4,6,576,8,2
"RP11-93B14.9",8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,18,0,0
"RP11-93B14.10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLCO4A1-AS1",6,16,0,0,0,2,0,1,0,1,0,1,0,0,0,0,4,2,0,1,1,1,880,3,0
"NTSR1",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,160,0,0
"LINC00659",5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,191,1,0
"MRGBP",23,47,0,1,0,6,0,0,0,0,3,1,0,1,0,1,0,4,0,5,4,7,153,11,3
"OGFR-AS1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"OGFR",129,146,1,5,1,30,1,2,3,2,17,5,0,2,2,2,0,17,1,41,5,20,341,20,7
"COL9A3",2,12,0,0,6,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,94,7,0
"TCFL5",4,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,14,10,1
"DIDO1",37,72,0,1,0,11,0,2,2,0,5,3,0,0,3,0,1,13,0,6,2,20,204,13,8
"RP4-563E14.1",1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,12,3,0
"GID8",83,205,1,4,1,19,0,3,7,1,11,7,2,3,3,0,1,28,1,24,8,16,536,27,11
"SLC17A9",18,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,130,1,0
"HAR1B",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0
"HAR1A",0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1
"YTHDF1",49,45,0,1,0,4,0,1,3,0,1,0,0,1,0,0,0,5,0,6,2,4,187,18,2
"RP5-963E22.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"BIRC7",11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
"NKAIN4",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"FLJ16779",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARFGAP1",34,136,1,0,2,7,1,0,3,0,5,0,1,1,2,0,0,10,0,3,2,6,235,21,3
"KCNQ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EEF1A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPDPF",924,2662,11,24,31,311,19,22,66,28,178,44,12,23,25,6,114,241,12,161,47,278,12674,397,175
"PTK6",8,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,325,4,2
"RP4-697K14.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"C20orf195",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"HELZ2",27,52,0,1,0,6,0,0,2,0,4,1,0,1,1,0,0,6,2,6,0,10,177,28,1
"GMEB2",4,15,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,3,1,4,0,3,40,3,1
"CTD-3184A7.4",6,21,2,3,1,4,1,0,1,0,4,3,0,5,3,0,0,4,0,5,1,1,101,12,2
"STMN3",7,203,0,1,0,50,0,1,1,1,8,1,0,1,0,1,0,13,0,0,0,9,34,7,4
"RTEL1-TNFRSF6B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARFRP1",43,228,0,1,5,24,0,3,4,1,13,3,1,1,4,1,2,16,0,8,4,15,270,42,13
"ZGPAT",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"RP4-583P15.15",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"RP4-583P15.16",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIME1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A4RG",21,101,0,0,1,12,0,0,1,0,5,2,1,1,1,0,0,5,0,5,1,11,70,22,3
"ZBTB46",5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10,11,0
"RP4-583P15.10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"RP4-591C20.9",8,7,0,0,0,2,0,2,1,0,0,0,0,0,3,0,0,0,0,2,0,6,39,3,4
"TPD52L2",181,356,0,3,1,28,0,0,8,2,8,0,3,1,1,1,2,41,0,30,2,25,411,47,19
"DNAJC5",93,63,0,1,0,7,0,0,1,0,3,1,0,0,1,0,0,12,1,13,1,1,256,30,0
"UCKL1",37,74,0,0,0,5,0,0,3,1,7,1,2,0,0,0,2,10,0,4,3,12,239,25,5
"UCKL1-AS1",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,8,0,1
"ZNF512B",8,25,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,6,13,0
"SAMD10",3,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,10,35,1,0
"PRPF6",94,197,1,4,3,28,0,2,10,3,24,3,0,4,3,0,1,33,2,24,2,35,644,55,17
"LINC00176",0,0,0,0,0,0,0,0,9,0,7,0,0,0,1,0,0,0,0,0,0,1,8,32,0
"SOX18",0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,173,0
"TCEA2",30,175,0,6,2,29,0,0,8,1,3,0,0,0,0,0,0,19,0,5,1,11,7,49,15
"RGS19",275,79,2,15,2,5,0,3,4,11,40,3,0,6,5,0,0,10,0,79,5,44,52,22,4
"OPRL1",7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0
"LKAAEAR1",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MYT1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"PCMTD2",25,42,1,1,2,10,1,0,1,0,4,0,1,1,2,0,0,13,0,2,0,6,115,26,5
"LINC00266-1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-3113P16.11",0,13,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0,19,2,0
"PLPP2",18,95,0,3,0,17,1,0,6,0,1,0,0,1,3,0,5,4,1,2,0,8,2068,32,1
"MIER2",9,55,0,0,0,5,0,0,4,0,4,1,0,0,0,0,0,9,0,3,1,2,64,31,2
"C2CD4C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0
"SHC2",0,27,0,0,0,3,0,0,4,0,1,0,1,0,0,0,0,4,0,0,1,0,31,15,0
"ODF3L2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MADCAM1",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,1,0
"AC005775.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TPGS1",12,15,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,3,0,2,0,5,42,3,0
"CDC34",19,51,0,0,0,5,0,0,0,0,4,0,0,0,0,0,1,7,0,5,0,1,207,24,2
"GZMM",3,6,15,2,1,2,5,2,0,0,44,23,0,7,17,2,0,0,0,0,2,56,6,0,0
"AC009005.2",4,6,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,3,0,0,41,1,0
"BSG",349,1810,6,12,11,216,3,10,27,17,81,11,16,10,17,0,62,230,10,91,21,138,5172,317,104
"HCN2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"POLRMT",20,35,0,2,1,4,0,0,3,1,3,2,0,0,2,0,0,9,2,5,1,8,111,18,3
"FGF22",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"RNF126",60,155,2,4,0,12,0,2,5,0,8,0,1,2,2,0,3,12,0,7,10,31,1008,32,6
"AC004156.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSTL3",16,455,0,0,25,43,0,0,1,0,1,0,10,0,0,0,4,35,0,3,0,5,117,3,16
"PRSS57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"PALM",0,38,0,0,1,20,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,6,10,6
"MISP",23,26,2,1,1,3,0,0,0,1,2,1,0,1,1,0,3,3,0,1,0,10,2047,13,2
"AC006273.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2
"AC006273.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
"PTBP1",150,266,2,7,4,25,2,4,13,5,20,7,3,2,2,2,3,43,4,32,3,53,1091,89,8
"AZU1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRTN3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELANE",0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFD",567,322,1,16,0,1160,0,0,0,1,4,1,0,0,0,0,1,3,0,133,1,3,389,8,2
"MED16",41,78,0,1,1,15,0,0,2,1,7,1,0,1,2,0,0,15,0,9,1,20,319,21,7
"R3HDM4",52,131,6,3,0,12,1,1,5,1,19,2,2,3,3,0,1,18,1,11,3,32,427,42,9
"KISS1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"ARID3A",17,52,1,1,0,3,0,0,1,0,2,1,1,0,2,1,0,7,2,5,0,6,27,7,2
"WDR18",25,175,0,4,3,19,1,1,6,1,3,2,1,1,1,0,1,21,1,4,3,20,367,37,5
"LLNLR-284B4.2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GRIN3B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM259",88,211,1,4,1,19,1,1,5,0,5,3,1,1,3,1,1,25,0,18,3,20,481,83,9
"CNN2",65,580,2,12,1,29,2,8,1,6,30,8,0,4,2,1,9,41,4,25,13,45,1186,63,17
"ABCA7",19,4,0,0,0,2,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,3,158,3,0
"HMHA1",65,4,2,1,1,0,2,5,2,0,29,6,0,4,8,0,2,0,1,10,4,31,100,1,0
"POLR2E",157,459,3,3,3,53,3,3,14,4,26,4,2,3,3,1,5,55,4,38,4,56,886,98,26
"GPX4",1635,2996,5,47,10,408,2,17,34,37,100,17,20,23,18,5,26,170,13,320,34,226,3104,408,105
"SBNO2",21,60,0,0,1,5,0,0,1,0,3,1,0,0,0,0,0,2,0,7,1,8,127,31,0
"STK11",41,41,1,0,1,5,0,0,2,0,3,0,2,1,2,0,0,15,1,6,0,6,156,31,4
"CBARP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
"ATP5D",549,1671,8,19,9,166,3,14,43,20,101,28,20,26,20,2,42,197,12,121,43,180,5882,344,91
"MIDN",88,218,1,10,1,36,0,2,4,3,6,1,2,3,1,0,1,31,0,44,4,27,679,111,12
"CIRBP",344,1571,17,16,13,267,3,9,38,37,112,15,32,27,37,7,4,175,15,70,24,243,1924,262,156
"CIRBP-AS1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"C19orf24",213,519,1,2,2,55,3,3,9,3,32,6,2,2,6,0,3,27,6,26,8,84,1247,84,14
"MUM1",21,151,0,1,0,23,0,0,6,1,5,2,5,2,4,1,0,23,0,2,3,11,311,22,10
"EFNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"NDUFS7",275,531,4,9,7,68,0,13,21,9,42,7,4,11,8,2,7,104,6,52,14,92,1707,137,46
"AC005329.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"GAMT",38,87,1,2,1,14,1,0,3,2,5,0,0,1,2,0,0,36,1,4,8,15,3,5,13
"DAZAP1",58,115,2,2,0,8,0,0,7,2,11,4,1,1,5,0,1,15,1,7,7,19,583,44,7
"RPS15",3935,12924,82,216,88,1674,77,126,281,230,1223,241,155,309,285,56,454,1299,131,1127,219,1861,42919,2862,551
"CTB-25B13.5",1,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,7,0,0
"APC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CTB-25B13.12",5,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,36,6,1
"C19orf25",37,135,0,1,3,12,1,2,1,0,15,1,1,1,3,1,1,14,0,14,4,24,286,24,8
"PCSK4",3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"REEP6",9,16,0,0,1,1,0,0,0,1,1,0,0,0,0,1,3,2,1,1,1,3,491,4,0
"ADAMTSL5",1,21,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,1
