"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"TPX2",21,15,1,0,4,1,0,0,0,0,0,0,0,2,3,0,1,0,1,0,0,0,7,3,0,6,4,8,2,394,9
"MYLK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FOXS1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,5
"DUSP15",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0
"PDRG1",27,7,7,9,3,0,3,3,7,7,2,0,12,23,9,6,23,0,1,2,0,3,12,3,1,5,1,3,16,472,17
"CCM2L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"HCK",186,0,0,32,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,10,0,2,28,1,0,0,1,2,0
"TM9SF4",27,3,3,5,1,0,5,1,2,2,0,1,8,15,2,2,11,1,2,3,1,1,4,9,7,0,0,0,11,304,10
"PLAGL2",8,0,5,2,3,0,0,0,0,4,0,0,1,5,4,1,8,0,1,0,0,1,4,1,4,0,2,0,11,295,4
"POFUT1",10,5,1,0,0,1,0,0,1,0,0,0,0,5,0,1,2,0,1,0,0,1,3,3,1,1,1,0,0,320,9
"KIF3B",3,5,3,2,0,0,0,1,2,1,0,0,1,20,3,0,7,0,3,1,1,0,7,5,1,0,1,3,14,293,20
"RP11-358N2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASXL1",31,12,6,4,1,3,7,4,1,6,0,0,8,22,7,2,15,1,3,1,2,0,6,17,1,2,2,3,32,392,34
"NOL4L",5,2,0,2,0,0,0,0,0,0,0,0,0,6,2,0,3,0,1,0,3,0,2,0,1,0,0,0,4,275,38
"C20orf203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COMMD7",123,27,7,20,14,13,3,3,4,43,2,3,15,85,22,4,38,1,8,10,2,10,33,14,14,10,4,13,65,1027,52
"DNMT3B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0
"MAPRE1",137,29,24,41,8,9,11,4,8,27,3,2,31,125,32,23,67,2,9,10,7,14,34,32,20,18,4,15,68,1634,75
"RP5-1085F17.3",11,5,3,0,1,1,2,0,0,2,1,0,3,17,1,2,14,0,1,2,0,1,4,2,2,2,1,0,6,84,15
"EFCAB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDK5RAP1",14,3,6,3,2,3,0,1,2,4,2,0,11,43,6,1,20,0,0,1,1,0,6,6,1,0,1,4,21,288,9
"SNTA1",1,0,0,0,1,1,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,52,1
"CBFA2T2",6,3,1,2,1,0,0,0,0,0,0,0,0,11,2,1,4,0,0,0,3,0,3,0,0,0,0,0,3,132,2
"RP1-63M2.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NECAB3",8,4,1,2,0,1,2,0,0,1,0,0,2,8,0,0,0,0,0,0,2,0,3,5,0,0,0,1,1,167,5
"C20orf144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ACTL10",2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,71,1
"E2F1",16,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,4,0,0,1,3,0,149,5
"PXMP4",12,5,2,2,1,0,2,1,0,1,1,0,0,2,0,0,4,0,1,1,1,1,2,2,2,0,0,1,2,193,7
"ZNF341",2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1
"ZNF341-AS1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"CHMP4B",152,45,7,37,4,2,4,12,5,12,2,4,14,73,10,1,36,3,6,6,11,14,35,32,33,6,2,2,48,2633,105
"RALY-AS1",1,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,56,1
"RP5-1125A11.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
"RP5-1125A11.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RALY",174,42,14,57,23,15,12,3,15,35,2,2,29,110,30,6,62,6,13,8,7,16,56,55,21,19,14,27,69,2282,94
"EIF2S2",197,50,21,47,13,12,6,5,10,18,2,6,28,118,22,9,71,5,8,6,5,20,50,58,12,6,2,9,75,3480,154
"ASIP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"AHCY",76,22,3,18,1,2,5,4,6,6,0,0,10,26,12,5,12,1,2,3,9,11,23,17,9,4,3,3,12,3185,21
"ITCH",19,9,5,4,1,2,0,2,3,4,0,0,4,16,3,0,3,0,0,3,3,6,7,6,3,1,0,0,5,103,7
"ITCH-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"DYNLRB1",224,80,23,39,21,19,12,12,16,31,2,6,30,139,42,7,70,4,7,12,6,12,105,50,20,5,7,16,132,3000,179
"MAP1LC3A",30,62,13,2,2,2,1,15,3,10,0,1,9,43,15,9,23,2,3,1,3,1,70,6,7,3,0,2,53,568,76
"PIGU",18,9,5,4,0,0,0,0,2,0,0,0,1,11,1,0,7,0,1,1,0,0,5,1,0,1,0,1,7,265,15
"NCOA6",11,4,0,1,0,1,0,0,1,0,0,0,1,6,4,1,3,0,1,0,0,2,5,2,1,0,0,2,8,131,16
"TP53INP2",23,3,9,5,1,1,2,4,2,2,0,0,3,15,8,5,17,0,4,0,3,9,10,6,3,4,1,1,5,79,21
"GGT7",6,5,0,2,1,0,0,4,0,2,0,0,0,4,5,0,4,0,1,0,0,1,5,0,0,0,0,1,7,105,2
"ACSS2",12,2,0,3,0,0,0,0,0,1,0,0,1,5,1,0,1,0,0,0,1,2,3,1,1,0,0,0,2,149,8
"GSS",32,21,5,8,5,1,1,2,2,4,0,1,3,24,8,0,8,2,1,4,2,5,23,7,2,1,2,4,21,721,22
"MYH7B",1,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0
"TRPC4AP",25,10,4,7,5,3,4,2,3,3,1,0,6,16,9,2,13,1,2,3,1,5,5,12,2,0,0,4,14,332,23
"EDEM2",83,17,5,13,1,0,1,3,1,4,0,2,9,25,3,3,7,0,0,1,0,6,10,24,2,0,1,0,13,280,22
"PROCR",63,125,0,5,0,1,0,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,29,0,1,0,0,0,1,254,55
"RP11-42O4.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MMP24-AS1",79,35,9,15,4,5,9,4,4,8,5,3,14,44,13,4,21,2,3,8,2,9,28,12,13,4,5,3,24,1514,62
"MMP24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP4-614O4.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EIF6",226,68,29,78,17,8,10,13,19,35,6,3,54,152,52,25,73,1,17,14,8,21,72,39,57,12,7,14,86,4353,149
"FAM83C-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FAM83C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"UQCC1",12,10,0,2,0,1,0,0,0,1,1,0,4,4,1,0,2,0,0,0,0,1,2,4,2,0,0,0,4,237,10
"CEP250",11,1,0,0,1,3,2,0,1,4,0,0,4,7,5,1,12,0,0,2,0,1,2,2,0,2,0,0,3,116,6
"RP3-477O4.14",9,1,2,2,1,2,1,0,0,5,0,0,7,9,2,2,7,0,1,2,0,2,0,2,2,0,0,0,1,0,1
"ERGIC3",158,99,20,42,14,7,17,20,13,27,3,2,40,130,34,11,85,2,8,12,11,24,79,99,26,7,7,11,82,3638,149
"SPAG4",3,2,4,1,0,1,0,1,0,2,0,0,4,7,3,1,5,1,0,0,0,1,0,23,0,0,1,1,2,105,5
"CPNE1",40,25,18,9,8,5,9,0,4,17,1,0,15,61,28,6,37,0,8,9,0,2,29,12,4,6,4,6,48,1423,49
"RBM12",20,4,9,6,2,4,4,1,0,17,0,3,9,39,12,5,18,0,4,3,1,4,10,2,2,3,3,1,12,197,14
"NFS1",11,9,2,1,1,0,1,2,0,2,0,0,3,7,1,0,2,0,0,0,1,0,4,2,1,0,0,0,5,220,4
"ROMO1",101,31,18,22,10,10,6,8,9,26,1,4,20,73,25,6,52,3,10,7,10,9,32,48,12,12,7,5,53,1874,125
"RBM39",257,85,104,88,43,37,38,27,35,122,12,8,193,417,168,79,271,15,55,50,16,71,95,104,71,27,16,20,225,2794,256
"PHF20",84,18,13,26,2,14,11,4,9,25,0,0,31,109,35,23,93,5,13,14,2,13,29,5,22,1,2,6,53,481,34
"SCAND1",251,85,38,50,33,24,23,18,30,50,7,5,42,180,61,17,92,9,11,12,18,21,99,74,34,15,16,13,136,3366,189
"CNBD2",9,0,5,4,7,4,3,1,6,13,0,2,4,29,20,2,13,0,4,2,0,3,5,12,1,3,3,2,20,177,10
"LINC00657",54,29,14,23,3,6,6,15,7,14,2,3,16,73,14,5,21,1,6,7,4,12,39,17,8,2,3,3,39,1243,86
"RP4-550H1.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"RP4-550H1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EPB41L1",0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,32,1,0,0,1,0,1,175,16
"RP11-234K24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AAR2",15,7,0,1,2,1,0,2,1,2,0,0,2,12,3,2,4,0,0,1,0,5,3,6,2,1,1,2,6,189,16
"DLGAP4",29,15,2,4,0,1,1,3,3,1,0,0,7,7,4,0,4,1,0,2,3,5,20,6,4,1,0,0,3,367,28
"DLGAP4-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"MYL9",14,1076,0,1,1,0,0,68,1,2,0,0,3,7,1,1,2,0,1,0,2,2,961,2,2,1,0,0,4,436,341
"TGIF2",7,5,10,5,1,0,2,2,3,1,0,0,20,30,13,3,34,3,2,7,0,3,5,4,5,5,1,0,34,187,8
"C20orf24",210,34,41,29,23,23,14,6,11,51,2,0,37,118,53,19,47,3,13,13,7,13,33,58,22,11,8,10,80,3580,73
"SLA2",2,0,19,0,18,10,5,0,5,63,0,0,0,29,41,0,5,0,8,10,0,9,3,0,1,0,2,11,33,4,0
"NDRG3",20,7,1,3,2,1,2,3,0,5,2,1,2,19,3,1,7,0,3,2,0,1,11,2,1,0,3,1,12,191,14
"DSN1",15,5,0,2,0,1,0,1,1,1,0,0,0,1,1,0,3,0,1,0,0,0,0,5,0,0,0,3,4,163,17
"SOGA1",10,5,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,47,15
"TLDC2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"SAMHD1",386,9,8,86,3,2,3,4,1,5,0,0,3,58,7,1,65,2,5,5,0,21,17,10,43,1,1,3,75,68,38
"RBL1",10,3,1,0,0,0,0,0,0,2,0,0,2,7,0,1,3,0,1,0,0,0,1,1,0,0,1,1,4,27,3
"RP4-621N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MROH8",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,1,52,1
"RPN2",319,100,25,53,17,10,10,19,7,22,4,0,21,94,36,7,55,1,8,7,6,29,86,199,30,3,7,14,63,3228,116
"GHRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MANBAL",23,26,1,1,0,1,0,4,2,0,0,0,5,8,4,2,3,0,1,2,6,2,33,10,4,2,1,0,6,763,31
"SRC",21,0,0,12,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,8,8,0,1,1,0,0,1,117,1
"BLCAP",35,5,5,4,4,3,3,2,6,8,1,0,8,33,5,6,10,0,1,4,1,6,7,8,4,6,0,1,14,279,28
"NNAT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"CTNNBL1",77,13,5,17,8,4,3,3,2,15,0,0,9,30,8,5,10,0,1,1,0,7,18,9,13,4,2,1,17,538,23
"VSTM2L",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTI1",4,2,2,0,0,0,1,0,1,3,0,0,2,6,2,0,3,0,1,0,1,0,1,3,1,0,1,0,2,87,3
"RPRD1B",4,5,6,0,0,0,2,1,0,3,0,0,4,13,3,2,2,1,2,1,3,2,4,5,2,7,0,3,4,143,8
"TGM2",44,179,0,7,0,0,0,16,0,0,0,0,5,2,0,0,1,0,0,0,1,1,16,1,27,2,0,0,0,197,113
"KIAA1755",0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPI",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"LBP",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP4-564F22.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RALGAPB",7,5,1,1,1,0,2,3,1,2,0,0,3,7,1,1,10,0,1,0,0,2,2,2,0,0,1,2,6,144,16
"SLC32A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"ACTR5",1,0,4,1,1,0,1,1,1,3,0,1,0,7,1,0,3,0,0,1,0,0,5,0,1,0,0,1,2,64,3
"PPP1R16B",4,0,15,3,8,9,6,0,3,15,1,1,8,44,24,1,13,1,4,4,0,10,1,3,1,0,3,5,27,9,24
"FAM83D",2,1,6,0,1,6,1,0,0,6,0,0,1,9,4,0,5,2,1,1,1,0,5,3,0,1,1,2,4,181,6
"RP4-616B8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"RP4-616B8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"DHX35",6,1,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,1,0,0,0,1,0,0,0,0,3,36,6
"MAFB",165,20,0,45,0,1,0,10,0,1,0,0,1,2,0,2,1,0,0,0,10,0,8,2,48,0,0,0,0,53,15
"RP4-644L1.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOP1",128,42,26,34,9,11,3,15,17,23,2,2,36,101,45,5,62,6,11,4,8,13,63,68,26,11,5,9,87,1642,99
"PLCG1",2,2,1,1,0,0,0,2,0,2,0,0,1,3,4,0,2,1,0,0,1,0,4,0,0,0,2,0,5,106,16
"ZHX3",3,3,1,0,0,0,0,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,32,10
"LPIN3",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,95,1
