"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"PARD6G",0,3,1,0,1,14,6,30,2,5,10,1,0,1,0,0,1,1,2,0,0,1,6,1
"AC139100.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C20orf96",0,0,2,0,2,10,0,3,2,0,0,1,1,0,1,0,0,9,0,0,1,0,5,0
"ZCCHC3",1,0,3,1,1,19,4,2,1,6,2,1,1,1,0,0,0,17,2,1,0,1,23,0
"NRSN2-AS1",0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,4,0
"SOX12",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"NRSN2",0,0,0,0,4,18,1,2,0,1,0,2,0,1,0,0,0,3,0,0,0,0,6,1
"TRIB3",0,0,0,0,0,7,2,8,2,3,1,1,3,0,0,0,0,0,0,1,1,0,16,0
"RBCK1",0,3,2,6,15,148,18,15,27,41,17,11,9,17,1,1,1,87,3,1,1,6,115,7
"TBC1D20",0,2,0,0,3,45,8,1,11,13,4,0,0,5,0,1,1,13,2,1,2,3,26,0
"CSNK2A1",1,3,0,1,3,56,8,4,12,20,10,2,7,8,0,1,8,35,0,1,1,4,47,4
"TCF15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"SRXN1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC52A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0
"FAM110A",3,0,1,2,1,4,4,0,0,10,9,1,0,2,0,2,1,6,0,0,0,3,10,0
"ANGPT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PSMF1",2,6,4,2,16,147,28,11,17,55,15,5,18,23,2,3,5,55,3,6,1,5,81,10
"TMEM74B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"SNPH",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SDCBP2",1,1,0,0,2,13,2,3,0,8,2,0,4,2,0,0,1,142,1,0,0,1,30,0
"RP11-314N13.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"SDCBP2-AS1",0,0,0,0,0,5,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0
"RP11-314N13.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FKBP1A",12,23,28,10,77,736,95,121,60,163,86,23,47,70,7,8,28,361,8,3,22,29,1818,28
"NSFL1C",3,3,2,1,8,97,11,8,19,29,14,5,8,8,1,5,6,62,1,0,1,2,81,15
"SIRPD",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIRPB1",0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIRPG",0,5,0,3,0,2,35,0,2,40,15,0,0,11,0,5,6,0,0,0,0,9,1,0
"RP5-858L17.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIRPA",4,0,5,0,0,30,0,11,9,0,0,0,1,0,0,0,0,1,0,0,0,0,20,0
"STK35",0,2,0,0,0,20,1,0,5,8,2,0,4,1,0,0,0,13,0,0,0,0,11,0
"RP11-128M1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SNRPB",7,41,15,13,18,260,136,42,152,246,120,11,96,97,8,20,32,402,7,4,23,31,332,26
"ZNF343",0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,1
"NOP56",9,19,4,2,29,175,59,17,89,166,69,5,51,55,6,14,13,80,5,4,10,11,181,21
"IDH3B",4,9,4,2,13,120,18,16,26,55,20,9,19,21,0,2,8,111,1,2,1,6,93,6
"RP4-686C3.7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EBF4",0,0,0,0,1,9,1,2,0,0,0,3,0,0,0,0,0,2,1,1,0,0,6,1
"CPXM1",0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"PCED1A",1,1,0,0,2,31,1,1,2,2,2,1,2,6,0,0,2,3,0,0,0,0,12,1
"VPS16",0,1,1,1,8,35,1,3,7,8,3,0,1,4,1,0,1,12,1,1,0,5,20,1
"PTPRA",0,5,0,2,16,101,12,5,5,28,16,3,5,7,1,2,2,22,0,0,1,2,44,6
"GNRH2",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MRPS26",3,2,1,2,13,117,10,8,22,28,10,5,17,25,0,1,4,70,1,1,0,4,53,2
"OXT",0,0,0,0,0,5,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"UBOX5",1,0,0,0,1,8,0,2,1,6,2,0,1,2,0,0,0,5,0,0,0,0,2,0
"FASTKD5",0,0,1,0,3,9,5,2,9,11,4,0,7,7,0,2,1,12,0,0,0,0,14,2
"RP5-1187M17.10",0,0,0,0,3,4,0,2,1,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0
"DDRGK1",1,1,2,1,19,134,12,20,17,40,16,6,10,17,2,2,6,62,1,1,3,5,107,13
"ITPA",2,4,1,2,5,124,11,9,10,36,21,0,15,13,0,4,3,86,0,1,4,4,53,2
"SLC4A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C20orf194",0,0,0,0,5,26,0,4,0,3,0,1,1,1,0,0,0,0,0,0,0,1,28,1
"ATRN",0,0,0,0,3,19,0,0,3,0,0,0,1,0,0,0,0,8,2,0,0,0,18,1
"ADAM33",0,0,0,0,6,61,0,1,0,0,1,5,0,1,0,0,0,0,1,0,1,0,1,0
"SIGLEC1",6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA12B",0,0,0,0,0,46,0,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,78,1
"C20orf27",1,4,7,1,5,62,15,1,14,18,9,1,8,9,4,0,4,42,5,1,0,3,59,3
"SPEF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CENPB",0,0,0,0,1,21,4,3,7,3,3,4,0,4,1,0,3,20,0,1,0,0,32,2
"CDC25B",0,3,1,0,4,42,4,8,6,13,9,0,1,13,2,0,2,12,0,2,2,1,19,4
"AP5S1",1,2,0,0,2,21,3,0,4,8,2,1,2,6,1,0,0,6,0,0,1,1,15,0
"MAVS",0,1,1,0,7,33,2,3,3,5,5,4,5,2,0,0,1,23,1,0,0,0,21,1
"RP11-119B16.2",0,1,0,0,2,13,2,0,2,5,1,0,0,0,0,0,0,1,0,0,0,0,4,0
"PANK2",2,1,0,0,5,43,12,2,10,26,7,1,6,9,0,1,0,19,3,2,1,5,68,3
"RNF24",0,2,0,0,3,65,3,1,1,18,2,0,3,5,0,0,0,10,4,1,0,5,22,4
"SMOX",2,0,1,0,11,15,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,20,1
"LINC01433",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PRNP",17,5,9,0,401,461,33,14,79,142,35,26,89,52,10,5,9,8,0,4,7,9,114,11
"PRND",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RASSF2",1,1,1,1,0,9,1,0,20,28,5,1,16,5,0,0,1,2,0,0,1,1,13,0
"SLC23A2",2,0,1,2,3,14,4,1,3,1,2,0,1,2,0,1,1,0,0,0,0,1,16,0
"TMEM230",5,12,6,6,30,442,66,45,87,139,56,15,33,52,6,9,12,109,4,3,8,13,263,26
"PCNA",0,5,1,1,12,97,41,5,16,69,25,5,16,20,1,4,17,88,2,2,11,8,53,1
"CDS2",0,5,0,3,7,35,11,5,21,31,10,2,7,11,1,1,2,13,0,3,3,2,79,11
"LINC00654",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP5-1022P6.7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1022P6.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GPCPD1",2,7,8,0,2,75,11,1,12,64,13,1,13,33,2,1,2,9,2,0,0,11,45,9
"C20orf196",0,2,0,1,0,11,5,1,3,14,5,2,5,3,0,0,1,9,0,0,0,2,10,0
"CHGB",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"TRMT6",1,1,3,2,2,32,3,5,11,19,4,1,5,8,1,1,2,14,2,0,1,1,27,2
"MCM8",0,0,0,0,0,5,1,1,3,2,1,0,1,1,0,0,1,8,0,0,0,3,3,0
"RP5-967N21.11",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"CRLS1",0,6,0,0,8,44,8,5,18,29,8,1,7,9,1,2,1,91,0,0,0,0,33,2
"RP5-1056H1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FERMT1",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0
"BMP2",0,0,0,0,1,32,0,16,0,0,1,0,0,0,0,0,0,51,3,0,1,0,25,2
"TMX4",0,5,0,1,14,105,46,11,33,77,42,3,11,22,3,9,15,24,0,6,0,5,111,4
"PLCB1",0,1,0,0,1,22,0,1,0,3,4,0,0,0,0,1,0,1,0,0,0,0,124,8
"PLCB4",0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,35,1,0,0,0,70,3
"LAMP5",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ANKEF1",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"SNAP25-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNAP25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"MKKS",1,2,1,0,6,107,7,21,15,20,10,4,5,12,0,2,4,90,2,4,3,4,67,15
"SLX4IP",0,3,0,1,2,12,2,1,4,2,0,1,1,2,0,0,1,11,0,0,2,0,6,0
"JAG1",0,0,0,0,11,39,2,2,0,1,1,1,0,0,0,1,0,22,3,1,0,0,74,19
"RP11-103J8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP1-278O22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0
"RP11-268G13.1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BTBD3",0,0,0,0,5,21,0,3,0,0,0,2,0,0,0,0,0,18,0,0,0,0,31,0
"RP4-742J24.2",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SPTLC3",0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1
"ISM1",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TASP1",0,0,0,1,5,17,4,0,10,10,4,0,5,8,1,0,0,11,1,2,1,0,24,6
"ESF1",0,4,1,1,11,82,16,13,36,44,15,3,22,23,0,3,5,45,4,1,1,6,59,4
"NDUFAF5",0,0,0,0,2,11,0,2,6,7,2,2,2,1,0,2,0,14,0,0,0,0,8,1
"SEL1L2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MACROD2",0,0,0,0,0,1,0,0,3,0,0,1,7,0,0,0,0,2,0,0,1,0,0,1
"FLRT3",0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"KIF16B",0,2,2,0,3,21,2,1,5,10,1,0,6,1,0,0,0,22,1,1,0,0,25,6
"AL049794.1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SNRPB2",4,23,5,7,24,271,69,28,81,168,70,9,41,62,6,8,19,121,4,4,12,16,220,28
"PCSK2",0,0,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"BFSP1",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"DSTN",8,6,3,0,23,961,28,81,10,86,30,88,6,25,0,5,13,535,18,9,4,9,709,543
"RRBP1",0,3,2,1,6,444,10,22,8,23,4,14,3,5,0,1,5,226,2,20,3,2,248,9
"SNX5",6,6,5,1,10,97,10,9,18,27,11,5,8,13,0,2,3,63,1,4,11,5,76,2
"OVOL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"MGME1",1,0,1,1,4,13,1,3,8,12,5,0,10,3,0,2,0,9,0,0,4,1,11,1
"PET117",1,0,0,1,0,20,4,3,1,4,5,0,1,4,0,0,0,12,0,1,0,0,16,2
"CSRP2BP",0,0,0,0,1,9,2,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,4,3
"ZNF133",0,0,0,0,0,12,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7,1
"DZANK1",0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0
"POLR3F",2,0,0,0,1,19,1,2,2,4,1,1,1,2,0,0,0,5,1,0,0,1,12,1
"RBBP9",0,0,0,0,0,15,6,0,1,4,3,0,4,0,0,1,1,2,0,0,0,0,11,0
"SEC23B",3,4,5,2,4,29,9,0,13,23,9,1,5,8,2,1,6,20,0,1,0,6,30,1
"LINC00493",6,11,3,4,23,277,29,35,64,102,34,10,19,44,6,3,5,162,5,10,7,15,135,31
"DTD1",1,4,1,0,11,106,14,13,7,20,2,5,5,6,1,2,3,31,1,1,2,2,68,2
"LINC00652",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1068E13.7",0,0,0,0,0,6,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"SLC24A3",0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"RP1-122P22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
"RP5-999L4.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RIN2",0,0,2,0,9,86,0,2,0,0,1,2,0,0,0,0,0,15,0,0,0,0,42,1
"NAA20",4,5,4,0,22,153,17,19,25,40,16,4,13,21,1,3,6,64,0,3,6,4,114,8
"CRNKL1",0,3,0,0,3,19,8,3,4,20,9,2,9,6,0,1,3,27,0,0,1,0,18,0
"INSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"RALGAPA2",0,1,0,0,1,11,2,22,2,11,5,0,2,3,0,0,2,25,0,1,0,4,24,1
"LINC00237",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIZ",0,0,0,1,9,33,3,0,5,6,2,2,2,4,0,1,2,3,0,0,0,1,23,4
"KIZ-AS1",0,0,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,9,0
"RP1-198K11.5",0,0,0,0,0,5,2,3,0,2,0,0,0,0,0,0,0,2,0,2,0,0,6,1
"XRN2",1,10,6,5,3,132,25,15,45,87,24,7,26,35,2,3,11,74,1,2,3,11,187,10
"RP11-227D2.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-984P4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"NKX2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"LINC00261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"FOXA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0
"THBD",5,0,3,0,0,17,2,30,1,4,0,0,0,3,0,0,0,5,3,0,0,0,677,5
"CD93",4,0,6,1,0,4,0,1,1,1,1,0,1,2,0,1,0,3,0,0,0,0,384,1
"LINC00656",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-737E23.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-851M4.1",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXT1",4,12,0,3,8,139,29,19,50,78,44,3,21,24,2,6,9,29,1,1,1,5,109,11
"LINC01431",0,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,0,3,0,0,1,0,2,0
"GZF1",5,2,3,0,1,15,6,1,6,3,6,1,6,4,0,2,4,4,0,0,1,1,19,2
"NAPB",0,2,0,0,2,9,2,0,4,1,2,0,1,0,0,1,0,2,0,0,0,0,4,0
"CSTL1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CST3",427,5,625,4,335,6949,22,148,16,44,16,108,10,23,1,1,7,742,17,2,3,7,1070,94
"RP11-218C14.8",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SYNDIG1",0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP4-568C11.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0
"CST7",21,120,9,41,3,17,216,1,1,289,328,0,0,19,6,55,77,4,0,0,0,12,6,0
"APMAP",5,9,2,7,8,116,54,7,15,66,53,5,9,37,2,18,12,33,0,1,1,3,72,3
"ACSS1",0,1,2,2,2,12,10,0,8,21,19,1,7,9,2,0,3,20,0,2,0,2,11,1
"ENTPD6",1,1,0,0,4,30,5,1,3,7,6,0,0,5,0,1,0,51,0,0,1,0,10,1
"RP5-965G21.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP5-965G21.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PYGB",0,0,1,0,4,32,4,1,0,2,3,0,0,5,0,2,0,52,0,1,0,0,15,9
"ABHD12",11,2,1,1,5,73,2,6,2,11,4,0,3,2,0,0,2,34,1,1,0,2,50,1
"GINS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0
"NINL",0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,1
"NANP",1,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,2,1
"ZNF337-AS1",0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ZNF337",0,0,0,0,1,7,3,1,1,4,0,2,0,2,0,1,0,1,0,0,0,1,5,0
"RP4-694B14.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP13-401N8.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FAM182B",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"LINC01597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"REM1",1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0
"HM13",6,8,3,3,12,198,14,15,24,46,22,8,10,19,2,4,4,57,1,18,0,3,127,7
"HM13-AS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP3-324O17.8",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
"ID1",2,4,0,4,122,494,12,153,11,58,20,12,8,7,1,1,3,877,10,17,0,3,815,54
"COX4I2",0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,1,12,0,0,0,102,27
"BCL2L1",0,0,0,0,4,25,0,5,1,9,5,0,0,0,1,0,0,11,0,0,0,1,49,8
"RP11-243J16.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"TPX2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"FOXS1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
"DUSP15",0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TTLL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDRG1",0,1,0,1,3,25,7,5,22,17,14,1,12,11,0,0,3,24,1,0,2,2,35,0
"CCM2L",0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
"HCK",2,0,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0
"TM9SF4",1,0,0,0,4,24,3,3,6,13,2,1,4,3,0,0,4,25,0,0,0,4,27,3
"PLAGL2",1,3,0,0,0,4,4,0,3,8,8,1,2,3,0,0,0,14,0,0,0,0,6,0
"POFUT1",0,0,0,1,3,23,2,1,0,2,2,1,2,1,0,0,0,12,0,0,0,0,14,1
"KIF3B",0,0,0,1,2,19,0,1,2,3,5,0,1,2,0,0,1,26,0,1,1,1,21,1
"ASXL1",0,3,2,3,10,61,5,8,9,31,5,3,6,12,2,0,0,30,2,0,3,3,74,3
"NOL4L",0,0,0,0,3,9,2,4,3,5,2,0,0,1,1,1,0,24,0,0,0,0,47,0
"COMMD7",1,13,2,2,14,89,29,10,25,60,24,3,7,12,1,5,6,44,4,1,6,4,94,8
"DNMT3B",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAPRE1",3,10,13,3,19,131,39,13,67,120,50,5,39,39,4,5,11,58,4,5,16,15,104,11
"RP5-1085F17.3",0,3,0,0,3,37,5,2,6,14,6,0,8,4,0,1,1,13,1,0,1,0,16,3
"BPIFB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDK5RAP1",0,4,0,1,2,29,7,1,14,23,7,1,4,9,0,1,3,8,0,2,0,4,14,0
"SNTA1",0,0,0,0,8,5,0,0,2,3,5,1,0,0,0,0,0,1,0,0,3,0,2,4
"CBFA2T2",1,3,0,0,2,18,4,0,8,11,4,3,1,5,0,0,2,17,1,0,0,0,14,0
"RP1-63M2.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NECAB3",0,0,0,0,0,27,2,0,2,2,2,1,1,2,0,1,1,6,1,1,0,0,7,3
"C20orf144",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTL10",0,0,0,0,0,6,0,0,2,2,0,0,0,1,0,0,1,1,0,0,0,1,4,1
"E2F1",0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0
"PXMP4",0,0,0,0,3,27,0,6,0,4,0,2,0,1,0,0,1,14,0,0,0,2,10,0
"ZNF341",0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0
"ZNF341-AS1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"CHMP4B",5,3,3,2,16,216,15,14,18,32,12,5,10,12,0,1,4,258,2,5,2,7,217,20
"RALY-AS1",0,0,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,6,0
"RP5-1125A11.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1125A11.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RALY",3,6,6,4,14,175,44,19,41,86,36,5,23,23,4,7,9,159,3,1,7,3,164,14
"EIF2S2",7,4,6,1,30,181,33,22,43,87,24,8,26,41,3,5,13,131,6,4,5,17,189,16
"ASIP",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHCY",1,1,1,0,6,61,5,3,7,14,5,3,10,5,0,2,1,95,1,1,3,0,29,2
"ITCH",2,1,0,0,2,20,2,0,5,15,4,0,3,5,0,0,3,13,0,1,0,1,16,2
"ITCH-AS1",0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DYNLRB1",9,13,3,2,89,391,33,49,51,64,37,18,12,30,4,4,10,126,6,8,6,15,318,41
"MAP1LC3A",5,3,0,2,22,196,12,22,12,30,8,12,5,6,2,2,3,44,17,1,2,1,169,18
"PIGU",0,0,0,1,6,22,1,0,5,5,7,3,5,0,0,0,1,14,1,0,0,1,15,3
"NCOA6",0,0,1,0,2,14,1,1,1,3,1,0,0,2,1,0,0,11,0,0,0,1,20,3
"TP53INP2",1,3,0,2,8,36,4,1,10,8,11,4,3,2,0,1,0,42,6,0,2,0,28,5
"GGT7",0,1,0,0,2,43,3,0,4,6,1,2,1,7,0,1,0,8,0,2,0,0,9,2
"ACSS2",0,0,0,0,5,10,0,1,1,2,0,0,1,2,0,1,0,56,0,1,0,0,13,2
"GSS",2,3,0,0,3,49,6,3,11,24,11,2,2,4,0,3,5,84,1,1,0,2,9,1
"MYH7B",0,3,0,0,1,4,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,4,0
"TRPC4AP",0,3,0,0,7,32,10,3,7,22,13,2,6,8,0,0,5,13,1,0,2,1,27,4
"EDEM2",0,3,0,0,2,51,6,13,11,13,5,3,5,7,0,0,1,18,0,0,0,0,32,2
"PROCR",0,0,0,0,1,649,1,26,0,3,0,10,1,0,1,0,0,1,4,0,0,0,50,2
"MMP24-AS1",2,2,0,0,5,135,15,12,12,34,11,4,12,10,2,1,3,51,0,1,2,4,57,8
"EIF6",6,18,6,5,23,183,33,30,53,93,32,9,32,26,4,2,15,246,3,4,6,7,145,22
"UQCC1",0,0,0,0,3,19,2,3,3,3,0,0,2,3,0,0,0,9,0,0,0,0,10,1
"CEP250",0,1,0,0,0,12,5,0,1,3,4,1,2,1,0,1,1,8,0,0,0,0,3,0
"RP3-477O4.14",1,1,1,0,0,0,4,1,7,4,6,0,4,5,1,2,0,0,0,0,0,3,0,0
"ERGIC3",4,8,8,4,36,462,37,23,66,88,36,16,24,52,5,1,11,236,6,6,3,7,193,10
"SPAG4",0,1,0,0,0,7,8,1,13,3,8,0,3,2,0,4,2,2,0,5,0,0,3,0
"CPNE1",0,7,3,8,16,109,33,6,27,68,24,5,13,15,2,4,5,22,2,1,8,5,72,7
