"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"SPATA33",2,8,0,0,0,0,1,0,3,0,0,0,1,4,3,0,5,1,1,0,3,0,2,1,2,12,277,4
"CDK10",7,11,0,1,10,1,1,0,1,2,1,1,3,8,3,0,1,0,3,0,4,0,0,0,0,10,432,8
"RP11-368I7.4",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"SPATA2L",4,15,5,3,8,7,3,0,5,4,1,1,4,12,6,0,2,3,5,3,3,2,3,0,1,11,274,2
"VPS9D1",5,6,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,2,33,0
"VPS9D1-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1
"ZNF276",0,2,3,0,4,5,0,1,2,0,2,0,1,6,5,0,3,1,3,3,2,0,1,0,2,7,98,6
"FANCA",1,3,4,0,1,2,0,0,0,0,0,0,2,2,3,1,0,1,1,1,0,2,1,1,2,3,186,5
"SPIRE2",0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,315,2
"TCF25",54,93,11,3,54,22,8,3,37,17,9,4,15,53,27,5,12,10,10,15,33,7,21,7,8,88,1437,37
"MC1R",0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,0
"TUBB3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0
"DEF8",22,40,1,1,11,2,2,4,3,2,1,1,1,10,3,0,4,2,1,3,5,4,6,1,1,11,707,18
"CENPBD1",0,2,1,0,2,0,0,0,2,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,3,31,1
"DBNDD1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0
"GAS8",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,102,1
"FAM157C",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-356C4.3",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,15,0
"AC137934.1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0
"DOC2B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3
"AC108004.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPH3AL",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2
"C17orf97",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,1
"FAM101B",6,13,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,3,0,0,3,0,0,3,4,36
"VPS53",6,9,0,0,7,0,1,0,3,0,1,1,3,3,3,1,1,1,3,2,7,1,3,0,1,6,85,7
"FAM57A",2,12,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,3,0,1,2,0,0,1,102,1
"GEMIN4",1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,3,66,1
"GLOD4",11,16,1,1,10,4,2,5,7,2,3,1,3,10,6,0,3,5,1,4,9,0,4,2,7,23,554,9
"RP11-676J12.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"RNMTL1",1,5,1,0,9,1,0,0,3,2,1,0,0,6,1,1,4,0,0,2,3,0,1,2,0,17,146,4
"NXN",1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,11
"RP11-676J12.7",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIMM22",2,16,4,0,9,3,0,0,5,2,2,0,2,9,4,1,1,2,2,1,6,3,3,2,2,16,122,12
"ABR",14,16,2,1,6,3,0,0,4,0,1,0,1,2,2,0,0,1,2,2,4,0,3,0,2,6,188,6
"AC144836.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"YWHAE",102,172,20,12,69,11,3,10,46,14,3,3,12,49,28,3,13,8,9,14,60,8,53,17,21,106,4804,106
"CRK",16,33,4,0,10,3,1,6,9,2,2,1,0,16,6,2,3,0,1,5,10,1,5,0,1,20,451,33
"RP11-818O24.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MYO1C",6,41,1,0,2,1,1,1,1,0,2,0,1,5,0,1,2,0,0,1,13,0,0,1,0,9,266,32
"INPP5K",6,11,4,1,13,3,0,1,4,1,2,1,4,15,2,1,1,1,0,1,4,0,1,0,0,21,43,10
"PITPNA-AS1",0,9,1,1,1,1,1,1,4,2,0,0,0,6,0,1,4,0,1,1,3,0,0,0,1,8,147,2
"PITPNA",33,8,0,4,4,2,2,2,6,0,1,0,0,3,2,1,2,0,0,4,5,0,13,1,1,7,214,10
"SLC43A2",51,7,0,3,5,0,0,0,6,0,0,0,5,1,0,0,0,0,0,11,0,1,39,1,0,5,95,1
"SCARF1",14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,19
"RILP",26,14,0,4,1,1,1,1,1,0,0,0,1,1,2,0,0,0,1,2,7,0,13,0,1,1,111,8
"PRPF8",10,24,4,3,11,1,2,2,15,3,2,0,2,20,9,3,5,6,1,7,9,1,4,2,2,28,228,12
"RP11-961A15.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"TLCD2",2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,1,147,1
"MIR22HG",9,24,2,5,0,1,1,6,5,1,2,0,0,2,5,0,5,1,2,4,7,0,7,0,0,6,78,14
"WDR81",10,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,15,0
"SERPINF2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,1,0,0,1,46,0
"SERPINF1",30,648,0,2,0,0,0,35,0,0,0,0,1,0,0,0,4,0,0,63,104,0,0,0,0,0,37,45
"SMYD4",2,6,1,0,2,0,1,0,0,1,0,0,2,1,0,0,3,0,0,1,0,0,2,0,1,3,26,0
"RPA1",11,8,2,1,10,1,0,2,6,5,1,1,2,2,10,0,2,6,0,3,5,0,1,3,6,20,230,5
"DPH1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-667K14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-667K14.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIC1",8,31,0,5,3,0,0,2,3,1,0,0,0,4,0,0,0,1,3,1,3,0,7,1,0,2,2,14
"SMG6",2,19,2,0,5,4,0,0,5,4,0,0,2,4,1,2,2,2,1,1,4,0,1,1,0,9,47,2
"SRR",0,6,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,34,2
"TSR1",2,6,3,0,7,1,0,1,1,3,0,0,1,8,2,1,4,0,0,1,1,0,2,0,2,5,296,5
"SGSM2",0,5,1,2,2,2,0,0,3,1,1,0,0,2,5,0,2,0,4,0,2,0,1,0,1,2,6,4
"MNT",1,13,1,1,6,0,0,0,1,1,0,0,1,2,3,0,0,0,1,0,2,1,0,0,1,3,214,4
"METTL16",1,5,2,0,4,1,0,0,5,2,1,0,2,12,1,0,2,0,0,1,1,0,1,1,0,15,98,6
"PAFAH1B1",18,37,9,1,43,14,4,3,21,7,8,3,16,18,18,5,17,3,9,9,15,3,13,9,12,66,517,15
"CLUH",2,3,0,0,1,1,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,2,234,2
"RP11-74E22.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAP1GAP2",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,96,1
"CTD-2309O5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASPA",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"TRPV3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"TRPV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0
"RP11-235E17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SHPK",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0
"CTNS",7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,34,4
"TAX1BP3",32,155,8,6,8,2,4,9,4,3,2,0,4,15,4,0,1,2,0,20,44,1,9,3,4,20,1683,81
"P2RX5-TAX1BP3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0
"EMC6",27,31,9,3,34,13,2,5,24,8,9,2,12,29,14,2,7,7,1,9,17,8,14,5,15,69,1547,23
"P2RX5",0,0,3,0,6,4,0,1,2,1,2,0,4,3,2,1,2,1,1,0,0,3,0,2,1,11,18,0
"ITGAE",9,35,11,2,95,18,2,4,27,22,22,4,4,42,35,6,4,8,3,14,10,3,2,6,27,45,714,37
"CTD-3195I5.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GSG2",0,0,0,0,5,1,0,0,3,2,2,0,0,4,3,0,0,0,0,0,2,0,0,0,0,1,14,0
"NCBP3",1,17,0,1,11,4,2,1,9,3,1,0,1,15,3,1,5,2,1,2,1,0,2,2,5,13,164,10
"CAMKK1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,33,2
"P2RX1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0,0,0,2,0
"ATP2A3",4,1,8,1,7,6,0,0,5,3,3,0,5,8,4,3,3,1,1,5,2,3,2,3,3,15,45,4
"ZZEF1",5,5,1,1,3,4,1,2,3,2,1,0,1,9,3,0,3,5,0,0,3,0,2,2,0,9,79,6
"CYB5D2",3,14,1,0,2,1,0,2,2,0,0,0,1,4,4,0,2,0,0,0,5,0,2,1,0,3,124,11
"ANKFY1",6,6,3,1,4,3,0,0,5,1,1,0,2,4,7,2,3,0,0,0,3,0,0,0,2,7,86,5
"RP11-104O19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"UBE2G1",9,23,6,4,23,8,2,0,12,8,6,1,7,26,12,1,8,2,2,5,10,1,3,4,2,38,405,14
"SPNS3",0,0,3,1,3,3,0,0,1,1,1,0,0,9,8,0,2,1,1,3,0,0,1,1,1,10,48,1
"RP13-580F15.2",0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0
"AC118754.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SPNS2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,8
"MYBBP1A",5,4,0,0,2,1,0,0,0,0,0,0,0,2,5,0,0,1,1,2,1,0,0,0,2,2,132,5
"GGT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"SMTNL2",3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0
"RP11-141J13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"ALOX15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PELP1",8,6,3,2,8,0,0,1,8,1,1,0,1,6,6,0,1,2,0,0,4,0,1,1,2,10,166,6
"RP11-314A20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ARRB2",82,1,9,14,27,7,2,0,15,9,10,2,1,41,16,0,8,3,7,5,1,0,40,8,9,21,159,3
"MED11",5,18,1,1,4,0,3,3,5,3,1,0,1,6,4,0,2,1,0,1,4,0,1,0,3,9,138,2
"RP11-314A20.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXCL16",166,15,2,11,3,0,0,0,1,0,2,0,0,3,2,1,2,0,1,21,1,0,63,0,0,4,1030,2
"ZMYND15",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"TM4SF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0
"VMO1",78,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,9,3
"GLTPD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0
"PSMB6",85,116,26,9,68,27,6,11,37,16,15,4,16,63,34,3,16,14,9,15,60,13,50,14,22,139,2787,59
"RP11-81A22.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PLD2",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,23,1
"MINK1",6,3,3,0,1,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,1,0,2,0,0,3,138,5
"CHRNE",4,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,3,2,1,0,0,4,0,0,3,2,1
"C17orf107",1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,4,0,0,4,3,0
"SLC25A11",31,32,5,7,15,8,1,1,19,5,8,0,3,16,16,1,4,4,4,2,19,2,7,5,3,43,615,25
"RNF167",16,23,14,3,31,13,5,3,20,8,5,4,6,43,13,3,11,5,4,2,11,6,6,1,10,73,635,11
"PFN1",1226,918,218,263,851,282,47,36,576,157,285,101,142,949,412,43,206,140,114,173,325,23,719,153,349,1749,16473,670
"ENO3",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0
"SPAG7",29,41,7,7,21,9,1,1,18,5,3,3,11,31,12,3,6,2,1,5,11,4,13,0,7,36,585,24
"CAMTA2",3,14,0,1,6,0,1,0,2,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,6,38,3
"RP5-1050D4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"RP5-1050D4.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INCA1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"KIF1C",5,7,1,0,3,0,0,0,2,1,0,0,1,2,2,0,2,0,2,0,2,1,1,0,0,5,311,14
"ZFP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF232",0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,29,0
"USP6",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1
"ZNF594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1
"RP11-333E1.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SCIMP",30,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0
"RABEP1",14,14,7,1,15,4,1,1,5,1,1,0,3,12,5,3,4,2,1,3,11,1,4,1,3,17,229,11
"NUP88",2,6,3,1,7,5,0,1,3,2,0,1,2,5,3,0,1,0,1,0,1,1,1,2,1,5,307,7
"RP11-420A6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0
"RPAIN",18,35,7,3,16,6,2,4,10,7,4,5,7,15,13,2,10,2,2,9,11,1,4,1,2,37,929,24
"CTC-524C5.2",4,11,0,0,4,2,0,0,2,1,1,0,2,5,1,0,2,1,0,2,4,2,1,2,0,7,622,5
"C1QBP",65,88,7,18,29,17,4,5,30,11,11,7,9,54,25,3,15,4,8,12,21,12,27,5,9,77,5880,52
"DHX33",2,4,1,0,4,0,0,1,0,0,0,0,1,6,2,0,0,1,0,1,2,0,1,2,0,3,146,1
"DERL2",24,50,10,3,31,8,2,3,19,5,10,2,3,22,14,0,6,4,6,5,17,9,8,4,6,47,457,11
"MIS12",3,4,2,1,2,1,0,0,3,0,0,0,0,7,4,0,1,1,0,0,1,1,0,1,1,9,91,2
"NLRP1",0,12,2,1,10,2,0,0,4,5,3,0,2,13,10,0,6,3,1,0,2,1,2,1,0,23,2,9
"WSCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"FAM64A",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,112,1
"PITPNM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"KIAA0753",0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,40,0
"CTC-281F24.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TXNDC17",61,69,11,8,34,9,1,4,23,4,7,4,4,31,15,1,9,2,5,7,24,4,13,11,7,80,3488,67
"MED31",7,22,8,1,9,5,2,1,11,3,5,3,2,17,5,2,4,4,2,1,9,1,2,5,2,22,268,11
"C17orf100",0,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,41,1
"XAF1",10,34,20,2,21,5,6,0,9,3,3,0,5,18,11,2,7,5,1,2,11,1,4,0,5,33,80,33
"FBXO39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ALOX12-AS1",0,2,0,0,0,0,0,0,0,2,0,0,0,3,2,0,1,1,0,0,0,0,1,0,1,5,24,1
"RP11-589P10.5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"RNASEK",3,9,2,1,3,1,0,1,1,2,1,0,1,5,4,1,1,1,0,0,0,0,1,1,1,11,37,9
"RNASEK-C17orf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"C17orf49",3,3,0,4,5,3,0,0,3,1,0,0,2,1,1,0,2,1,0,1,0,0,1,2,0,13,47,5
"MIR497HG",0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"BCL6B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
"SLC16A13",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,11,0
"SLC16A11",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"CLEC10A",38,1,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,1,4,0
"ASGR2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0
"ASGR1",14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,50,2
"DLG4",5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1
"ACADVL",38,80,10,11,24,10,1,4,21,9,11,1,4,25,14,1,6,2,5,11,33,10,18,4,10,58,1158,39
"DVL2",3,16,1,1,5,3,0,0,2,1,3,0,0,3,5,0,0,0,1,0,0,0,2,0,2,5,106,4
"PHF23",5,14,2,1,3,2,1,0,0,2,0,1,2,5,6,0,1,1,1,0,4,1,1,0,2,6,165,7
"GABARAP",18,20,2,7,6,2,0,1,1,1,1,1,1,3,3,0,2,3,1,4,4,1,10,0,0,15,144,6
"CTDNEP1",40,42,5,5,11,5,0,2,3,6,3,1,1,6,3,1,3,1,1,1,7,0,9,1,4,23,503,19
"ELP5",11,35,6,1,20,3,0,3,16,4,0,1,3,17,10,5,4,4,3,4,8,2,2,7,8,22,200,12
"CLDN7",6,5,4,3,2,1,0,0,2,4,2,1,1,11,3,2,1,2,0,2,5,2,3,0,1,8,9354,5
"SLC2A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1
"YBX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,0
"EIF5A",75,180,10,21,72,19,5,9,41,19,19,7,28,75,42,16,32,25,15,16,60,9,47,17,28,154,7416,71
"GPS2",1,2,3,1,7,4,0,0,8,2,0,0,1,5,1,1,2,1,3,0,0,0,2,2,2,10,41,2
"NEURL4",0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,12,1
"ACAP1",6,2,43,1,124,43,9,2,65,23,33,8,32,109,77,5,44,13,18,11,1,2,2,13,17,160,31,4
"KCTD11",3,22,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,60,2
"TNK1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
"TMEM256-PLSCR3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM256-PLSCR3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM256",22,52,4,7,35,11,2,6,30,1,6,0,9,28,13,2,14,6,7,14,12,4,14,5,7,50,715,23
"NLGN2",0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1
"TMEM102",2,0,1,0,2,2,0,0,0,1,0,1,1,2,5,2,1,0,1,0,0,0,1,0,0,7,68,2
"FGF11",0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CHRNB1",2,8,2,0,1,2,0,1,2,1,1,1,0,4,5,1,0,2,0,1,2,0,2,0,0,14,21,3
"ZBTB4",6,12,3,1,1,3,1,1,4,2,1,1,2,6,2,0,1,2,2,1,3,0,4,1,0,6,50,10
"POLR2A",23,18,7,3,19,2,2,0,12,5,3,0,5,14,12,0,8,7,2,14,3,0,5,0,1,18,236,11
"TNFSF12",36,19,1,1,6,2,0,3,3,0,3,0,0,10,3,1,1,0,0,4,5,0,3,0,1,13,11,7
"RP11-186B7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"TNFSF13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SENP3",0,0,2,1,2,0,0,1,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,5,15,2
"EIF4A1",52,162,15,11,52,12,6,15,24,16,5,3,12,52,31,6,29,18,8,16,75,6,22,6,12,92,3252,69
"CD68",622,10,0,31,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,16,6,1,102,0,0,1,430,3
"AC113189.5",1,4,0,0,3,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,3,32,1
"MPDU1",25,34,2,4,27,7,1,3,11,4,4,0,1,18,12,1,2,4,2,4,14,4,8,1,1,39,394,19
"SOX15",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FXR2",2,6,0,0,5,0,0,0,3,0,0,0,1,2,2,0,0,2,0,1,1,0,0,0,1,4,73,2
"SHBG",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAT2",24,115,11,4,30,15,3,10,13,3,4,2,10,12,17,3,10,4,8,7,14,4,19,1,2,30,602,34
"ATP1B2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0
"TP53",6,8,2,1,5,0,0,2,5,4,0,1,2,8,3,0,1,2,3,4,6,2,9,3,3,8,84,10
"WRAP53",3,4,0,0,0,0,0,0,1,3,1,0,0,1,0,0,2,0,1,0,1,0,0,0,1,2,86,3
"EFNB3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNAH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"KDM6B",62,103,7,12,29,5,9,8,22,21,4,3,23,47,20,6,24,10,10,29,29,2,70,5,7,56,280,55
"TMEM88",4,4,1,1,0,0,0,0,2,0,1,0,1,1,1,0,1,0,1,2,2,0,3,1,0,4,14,22
"NAA38",45,84,9,9,34,14,1,4,11,11,3,7,5,26,22,3,7,5,3,4,18,3,13,8,15,37,1131,95
"CYB5D1",4,7,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,35,6
"CHD3",5,39,4,4,5,0,3,2,8,2,1,1,0,8,6,1,5,0,2,4,3,0,3,0,0,34,67,21
"AC025335.1",0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"KCNAB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"TRAPPC1",102,100,22,15,128,36,11,7,61,20,27,8,21,107,39,12,23,20,16,27,36,9,45,16,31,181,1716,54
"CNTROB",2,6,0,0,2,0,0,1,3,2,0,0,0,1,1,0,0,1,0,3,0,0,1,0,0,1,39,0
