"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"EMC10",11,3,8,2,2,0,4,3,2,15,3,0,4,1,3,8,3071
"JOSD2",9,0,4,0,0,0,3,2,3,7,2,0,4,0,4,6,1159
"SYT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C19orf81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,293
"CLEC11A",5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,398
"CTD-2568A17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"ACPT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTD-2568A17.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"C19orf48",5,0,1,1,0,1,1,1,3,4,1,0,1,0,2,2,2627
"MGC45922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"KLK1",2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,5998
"KLK15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"AC011523.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"KLK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"KLK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"KLK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KLK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"KLK7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"KLK10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"KLK11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"KLK12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"CTU1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,490
"SIGLEC9",4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SIGLEC7",7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CD33",7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"VSIG10L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ETFB",18,1,0,1,1,1,1,1,1,16,1,1,4,1,8,13,3518
"CLDND2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,251
"NKG7",5,48,6,30,25,36,1,7,0,14,50,0,0,93,4,4,17
"CTD-2616J11.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SIGLEC10",8,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,3
"SIGLEC12",5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZNF175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SIGLEC5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIGLEC14",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SPACA6P-AS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FPR1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1
"FPR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"FPR3",34,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,9
"ZNF577",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140
"ZNF613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"ZNF649-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"ZNF350-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF350",3,2,2,0,2,0,2,0,1,6,1,0,1,0,0,3,161
"ZNF615",0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,40
"ZNF614",0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,74
"ZNF432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"CTC-471J1.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ZNF841",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31
"ZNF616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"ZNF836",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51
"PPP2R1A",11,2,4,1,0,1,3,0,4,10,0,1,6,0,4,5,4315
"ZNF766",1,0,1,1,1,2,0,0,0,4,0,1,0,0,0,2,301
"ZNF480",0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,4,457
"ZNF610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ZNF880",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,57
"ZNF528",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
"ZNF534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ZNF808",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,118
"ZNF701",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,172
"ZNF83",3,0,0,0,0,1,0,0,2,3,2,0,1,0,1,1,218
"ZNF611",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,62
"ZNF600",0,0,0,2,0,0,0,0,1,1,1,0,2,1,0,1,341
"ZNF28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
"ZNF468",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170
"ZNF320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"CTD-2331H12.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"ZNF816-ZNF321P",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28
"ZNF816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
"ZNF160",0,0,0,1,0,0,1,1,1,2,1,1,0,0,0,2,213
"ZNF415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"ZNF347",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,37
"ZNF665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"CTD-2245F17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ZNF677",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79
"ZNF525",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95
"ZNF845",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,56
"ZNF765",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,114
"ZNF761",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
"ZNF813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"ZNF331",14,4,3,3,4,4,4,2,10,16,5,4,12,3,6,14,143
"AC008753.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC008440.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"MYADM",9,5,7,2,2,4,6,0,5,21,6,1,8,2,1,11,2934
"AC008440.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PRKCG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CACNG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"OSCAR",8,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2
"NDUFA3",28,2,6,4,2,2,5,5,6,12,4,0,6,3,8,12,4088
"TFPT",26,0,4,0,0,0,0,1,0,5,0,1,2,0,2,2,337
"PRPF31",10,0,1,2,0,2,2,1,2,5,3,1,4,0,5,3,1172
"AC012314.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CNOT3",4,0,1,1,0,0,2,2,0,4,1,0,1,0,0,2,488
"LENG1",1,1,1,1,3,2,1,0,0,2,1,0,1,0,0,2,491
"TMC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1162
"MBOAT7",2,0,8,1,0,0,0,0,1,3,0,0,0,0,2,1,925
"TSEN34",7,1,1,0,0,0,0,0,2,3,1,0,1,1,0,2,2213
"RPS9",408,71,318,39,88,44,57,66,225,508,67,114,310,43,253,282,109584
"LILRB3",2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,9
"CTB-83J4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LILRA6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILRB2",7,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"LILRB5",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LILRA5",0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"LILRA4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAIR1",29,0,0,0,0,0,1,1,0,4,1,0,1,0,4,4,8
"TTYH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CTD-2587H19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"AC008746.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"LENG8-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32
"LENG8",9,0,4,0,2,1,0,1,1,7,1,0,0,0,5,3,541
"LENG9",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,403
"CDC42EP5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4441
"LAIR2",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,22,14
"KIR3DX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LILRA2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LILRA1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LILRB1",2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1
"LILRB4",47,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,1
"KIR2DL3",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"KIR2DL1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"KIR2DL4",0,0,0,2,0,4,0,0,0,0,1,0,0,2,0,0,1
"KIR3DL2",0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
"FCAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTB-61M7.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"NCR1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NLRP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"CTC-550B14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"GP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RDH13",1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,564
"EPS8L1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,587
"PPP1R12C",4,2,3,0,0,0,0,0,0,2,0,1,0,0,0,0,272
"TNNT1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7
"TNNI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"DNAAF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SYT5",0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,6
"PTPRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
"CTD-2587H24.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"TMEM86B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
"PPP6R1",10,2,2,1,2,2,3,0,3,4,1,0,0,2,3,3,682
"HSPBP1",2,1,0,0,1,0,2,1,4,6,1,0,0,1,0,2,1571
"BRSK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"TMEM150B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
"CTD-2105E13.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"KMT5C",2,1,0,0,3,0,1,0,1,0,0,0,3,2,0,1,455
"COX6B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"CTD-2105E13.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IL11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CTD-2105E13.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM238",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,230
"RPL28",685,156,349,80,199,83,142,120,365,1040,178,143,511,99,322,618,166238
"UBE2S",26,3,4,2,1,3,4,1,5,13,7,1,7,4,1,6,3535
"ISOC2",13,0,3,0,0,0,2,1,2,3,0,0,0,1,2,2,2481
"ZNF628",1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,211
"NAT14",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,54
"SSC5D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ZNF579",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,208
"FIZ1",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,76
"ZNF524",5,0,0,0,0,1,0,1,2,8,1,0,1,0,0,6,981
"ZNF865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
"ZNF784",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79
"ZNF580",6,2,3,0,2,2,0,0,4,3,0,1,1,0,2,7,1393
"ZNF581",3,2,3,0,1,0,0,0,3,2,0,4,0,3,1,1,1258
"CCDC106",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,198
"U2AF2",5,0,1,1,0,1,2,0,1,1,1,1,6,0,2,3,1410
"CTD-2537I9.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EPN1",14,0,7,0,1,0,0,0,2,3,0,0,1,1,2,2,2244
"RFPL4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"NLRP11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NLRP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF787",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,613
"ZNF444",1,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,483
"ZSCAN5A",2,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,116
"AC006116.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ZNF582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"ZNF582-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"ZNF583",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33
"ZNF667-AS1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZNF471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"AC005498.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC005498.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ZFP28",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"AC007228.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"ZNF470",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74
"ZNF71",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,128
"AC007228.9",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,111
"ZIM2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF264",1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,387
"AURKC",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ZNF805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"CTC-444N24.8",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,73
"CTC-444N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ZNF460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"CTC-444N24.11",0,2,0,0,0,0,0,0,1,2,0,1,0,0,1,1,606
"ZNF543",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30
"ZNF547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"TRAPPC2P1",1,0,1,1,1,0,0,0,1,2,1,0,0,1,1,2,318
"ZNF548",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,63
"ZNF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"ZNF749",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
"AC004076.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
"ZNF772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF419",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,55
"ZNF773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"ZNF549",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,26
"ZNF550",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76
"ZNF416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"ZIK1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF530",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47
"ZNF134",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88
"ZNF211",1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,32
"ZNF551",1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,122
"ZNF154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ZNF671",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ZNF776",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,46
"ZNF586",0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,1,163
"ZNF552",1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,74
"ZNF587B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"ZNF814",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,43
"ZNF587",0,0,1,0,0,0,0,0,1,2,1,0,2,1,0,0,350
"ZNF417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"ZNF418",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ZNF256",0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,45
"C19orf18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
"ZNF606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"ZNF135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZSCAN18",1,0,0,0,0,0,0,0,4,1,0,1,3,0,0,0,416
"ZNF329",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,33
"ZNF274",1,0,0,0,0,0,1,0,1,1,0,0,3,1,1,0,169
"ZNF544",1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,298
"CTD-3138B18.5",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,105
"ZNF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"AC010642.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"ERVK3-1",2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,192
"LLNLR-245B6.1",2,0,2,1,0,0,0,1,0,5,0,0,0,1,2,0,559
"ZSCAN22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"A1BG",12,0,2,1,2,6,1,1,0,7,2,0,1,0,1,5,3
"A1BG-AS1",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"ZNF497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"CTD-2619J13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF837",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28
"RPS5",243,48,150,34,49,42,49,50,263,419,78,79,243,28,96,198,124369
"CTD-2619J13.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ZNF584",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101
"CTD-2619J13.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"ZNF132",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CTD-2619J13.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF324B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"ZNF324",0,0,1,0,1,0,0,0,1,1,1,1,2,0,0,0,125
"ZNF446",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,137
"SLC27A5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,88
"CTD-2619J13.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZBTB45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169
"TRIM28",8,0,3,2,1,1,3,1,1,7,2,1,1,0,2,2,1916
"CHMP2A",38,0,8,6,2,1,1,2,3,15,2,2,7,1,9,22,4590
"UBE2M",3,0,2,0,0,0,1,0,0,2,3,0,1,0,2,2,1474
"MZF1-AS1",0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,41
"MZF1",0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,261
"RPS4Y1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PCDH11Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"KDM5D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TPTEP1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"CECR7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IL17RA",2,0,0,0,0,0,2,1,0,1,1,0,3,0,0,0,174
"CECR6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"CECR5",6,0,1,0,0,0,3,0,2,1,0,0,2,0,2,3,1897
"CECR5-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"CECR1",23,1,5,1,0,0,0,0,0,1,1,0,1,0,4,0,1
"CECR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"CECR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"SLC25A18",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"AC004019.13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP6V1E1",18,1,3,0,2,2,1,0,2,5,3,3,7,1,6,7,1918
"BCL2L13",10,0,3,0,1,1,0,1,1,6,0,0,0,0,2,1,623
"BID",33,1,25,2,3,0,2,0,1,3,4,0,3,2,30,12,4662
"LINC00528",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MICAL3",0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,422
"XXbac-B476C20.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"PEX26",1,0,1,0,0,0,1,0,0,5,1,0,0,1,0,1,569
"AC008079.10",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,13
"USP18",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17
"AC011718.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"GGTLC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM191B",3,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,439
"DGCR6",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"PRODH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"DGCR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DGCR2",4,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,590
"DGCR14",0,1,2,0,2,0,1,1,0,2,0,0,2,0,0,3,243
"LINC01311",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"SLC25A1",9,0,2,0,0,0,0,0,1,3,0,1,1,2,0,1,1881
"CLTCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"HIRA",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,389
"C22orf39",9,0,1,0,4,2,1,1,1,5,0,1,2,1,1,5,1585
"MRPL40",9,0,1,0,1,0,1,1,0,6,1,0,1,2,1,4,1393
"AC000068.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"UFD1L",13,3,2,1,0,0,3,4,3,16,4,0,2,2,5,12,1978
"AC000068.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"AC000068.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CDC45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
"CLDN5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"SEPT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
"TBX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"GNB1L",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,564
"C22orf29",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,582
"TXNRD2",0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,339
"COMT",40,0,9,0,3,1,1,0,1,4,2,1,8,1,12,10,5877
"ARVCF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"TANGO2",2,2,0,1,0,0,0,1,1,0,1,0,0,0,0,2,224
"AC006547.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DGCR8",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,153
"AC006547.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRMT2A",3,0,2,0,0,0,0,1,0,2,2,1,0,0,2,3,359
"RANBP1",35,4,11,6,2,2,1,3,4,25,5,2,12,3,9,31,14945
"ZDHHC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
"CCDC188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RTN4R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159
"DGCR6L",15,1,4,2,2,1,0,1,0,10,3,0,3,0,3,5,1248
"XXbac-B444P24.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"USP41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF74",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,198
"SCARF2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"KLHL22",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,48
"MED15",5,1,2,0,1,1,0,0,0,3,0,1,2,1,0,4,728
"AC007050.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
