"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"SLC43A2",8,0,18,0,0,0,0,0,0,1,6,2,0,4,1,0,0,2,13,0,1,40,0
"SCARF1",4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,7
"RILP",4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,58,1
"PRPF8",4,4,2,0,3,2,3,2,3,0,10,27,11,2,12,3,3,2,3,0,9,164,3
"RP11-961A15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"TLCD2",1,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,97,1
"MIR22HG",1,1,6,0,1,0,1,3,0,0,2,9,1,2,7,0,1,1,7,0,5,180,4
"WDR81",3,2,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,15,2
"SERPINF2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0
"SERPINF1",15,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"SMYD4",3,0,0,1,0,0,0,0,0,0,4,3,0,2,2,1,0,0,1,0,1,24,1
"RPA1",6,1,1,0,2,1,0,2,0,3,2,12,2,5,3,0,4,0,0,1,8,75,2
"RP11-667K14.3",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIC1",10,1,8,0,0,1,2,1,0,0,1,2,2,0,1,0,0,0,1,1,2,1,0
"SMG6",1,0,1,1,1,0,0,0,0,0,5,5,4,0,2,1,1,1,0,0,3,22,0
"SRR",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"TSR1",1,2,1,0,1,0,0,0,0,0,4,10,1,1,3,1,1,1,1,0,2,84,1
"SGSM2",1,1,1,0,0,0,1,1,0,0,1,4,0,2,0,2,1,0,0,0,0,13,3
"MNT",3,1,4,0,1,0,1,1,0,1,3,5,2,0,3,2,0,0,0,0,4,97,4
"METTL16",0,2,1,2,2,2,1,2,0,0,7,9,0,4,4,1,1,2,0,0,4,27,1
"PAFAH1B1",9,3,8,3,6,2,2,10,0,2,12,41,5,6,15,1,3,5,5,1,17,141,7
"CLUH",2,1,0,0,0,0,1,2,0,0,2,3,0,0,1,0,0,0,0,0,0,111,2
"RP11-74E22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-74E22.8",0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
"RAP1GAP2",1,0,0,0,0,1,0,0,0,0,2,1,1,0,3,1,0,0,0,0,1,4,1
"CTD-3060P21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TRPV3",0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,6,0,0,0,5,0
"TRPV1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-235E17.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SHPK",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0
"CTNS",7,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,14,1
"TAX1BP3",7,0,9,1,4,0,0,5,0,2,3,31,4,1,5,1,1,0,7,0,7,407,13
"P2RX5-TAX1BP3",0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0
"EMC6",6,5,5,0,3,5,0,6,3,2,13,48,9,7,22,8,7,6,4,2,13,389,9
"P2RX5",1,0,0,0,1,2,1,1,1,0,11,3,1,13,0,0,0,4,0,0,5,12,0
"ITGAE",5,7,5,7,7,3,5,24,3,1,12,42,12,9,7,2,6,4,2,4,10,236,10
"CTD-3195I5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GSG2",0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0
"NCBP3",6,3,1,1,2,2,1,2,1,0,5,12,2,4,9,1,3,0,1,1,8,69,3
"CAMKK1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17,1
"P2RX1",0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,0,5,1,0,0,0,0
"ATP2A3",2,2,1,1,1,0,3,5,2,0,14,20,4,6,4,0,3,5,0,2,10,66,12
"ZZEF1",1,2,1,0,0,1,1,3,0,0,5,10,3,4,1,0,0,0,0,2,3,68,3
"CYB5D2",0,0,1,0,1,1,0,1,0,1,1,5,0,0,2,1,2,1,0,0,2,33,0
"ANKFY1",1,1,2,0,0,0,1,0,1,1,1,4,0,1,1,1,1,1,1,0,1,32,3
"UBE2G1",3,3,2,0,6,1,2,1,0,2,7,21,7,5,11,2,2,5,0,0,14,134,10
"SPNS3",1,5,0,1,3,3,0,3,1,1,2,9,5,1,5,0,0,0,1,0,5,16,1
"RP13-580F15.2",1,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,4,1
"SPNS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8
"MYBBP1A",1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,50,5
"GGT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"SMTNL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-141J13.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PELP1",3,2,0,0,2,0,0,2,0,0,1,1,3,1,3,0,1,4,1,1,5,93,3
"RP11-314A20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ARRB2",28,5,22,1,2,3,3,11,3,0,3,36,7,1,11,0,4,1,19,3,6,128,1
"MED11",2,2,2,0,3,0,1,2,1,0,2,10,1,3,5,1,1,1,3,0,8,77,2
"RP11-314A20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CXCL16",50,0,31,0,2,0,0,0,0,0,6,3,2,1,1,0,0,0,18,0,2,281,3
"ZMYND15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
"TM4SF5",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,133,0
"VMO1",10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
"GLTPD2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PSMB6",23,4,17,2,11,6,1,16,3,8,17,70,20,7,32,7,9,13,14,5,42,804,14
"RP11-81A22.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLD2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1
"MINK1",1,1,1,0,1,0,1,0,0,0,4,10,3,1,0,0,2,1,1,0,1,100,3
"CHRNE",3,0,2,0,0,0,0,0,0,0,2,3,2,1,0,0,0,1,3,0,0,0,0
"C17orf107",1,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,2,0,0,2,0
"GP1BA",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0
"SLC25A11",11,4,8,3,3,0,3,4,1,1,9,14,2,0,12,1,4,2,8,0,9,224,7
"RNF167",8,10,4,1,2,8,2,24,7,1,8,63,12,1,16,3,3,0,2,4,22,222,7
"PFN1",393,200,290,46,125,107,72,347,94,68,265,1277,294,128,474,88,131,62,229,107,625,5356,156
"ENO3",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,4,1
"SPAG7",11,4,7,1,7,3,3,6,1,1,10,31,9,4,7,0,2,0,0,3,12,109,7
"CAMTA2",1,1,1,1,1,1,0,2,0,0,3,4,1,0,2,0,1,0,1,0,3,26,2
"RP5-1050D4.3",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"RP5-1050D4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP5-1050D4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"INCA1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"KIF1C",3,0,0,0,0,1,0,2,1,0,1,3,2,0,3,0,0,0,1,0,1,118,3
"AC109333.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SLC52A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ZFP3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"ZNF232",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,2
"USP6",1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,21,2
"ZNF594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-333E1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SCIMP",12,0,3,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0
"RABEP1",3,2,1,0,0,2,1,0,0,1,7,13,1,3,5,1,1,3,2,0,2,71,3
"NUP88",1,1,0,1,0,0,0,2,1,0,8,3,1,2,0,1,0,0,0,1,4,102,1
"RP11-420A6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RPAIN",3,4,3,0,2,3,2,2,3,0,5,18,5,4,7,4,0,1,0,0,13,346,6
"CTC-524C5.2",2,0,2,0,1,0,0,0,2,0,4,4,1,0,3,0,0,2,2,0,1,161,0
"C1QBP",17,3,11,1,7,1,5,5,1,3,27,52,9,6,47,4,3,13,5,0,21,1074,9
"DHX33",2,0,0,0,0,0,0,1,0,0,3,2,1,1,2,0,0,0,0,0,0,75,0
"DERL2",10,3,4,0,2,2,1,5,1,4,8,26,7,2,13,2,0,12,5,1,7,175,2
"MIS12",2,2,5,0,1,1,2,1,0,0,7,2,0,1,1,0,1,1,0,0,1,32,1
"NLRP1",0,4,1,0,0,0,0,3,0,0,1,5,1,2,3,0,2,1,0,1,6,0,1
"WSCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"FAM64A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"PITPNM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KIAA0753",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,15,0
"CTC-281F24.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TXNDC17",11,4,5,1,6,3,4,14,0,2,8,42,11,6,14,3,1,3,4,4,23,1134,11
"MED31",5,9,0,1,5,1,3,6,3,0,11,40,3,11,12,2,5,3,3,2,16,39,1
"C17orf100",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0
"SLC13A5",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"XAF1",4,3,2,1,3,2,0,1,0,0,1,15,3,3,1,1,2,2,4,0,3,25,8
"ALOX12-AS1",2,0,0,0,0,0,0,0,1,0,4,4,1,3,4,0,1,1,0,0,1,31,0
"RP11-589P10.5",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"RNASEK",4,2,1,1,2,0,2,5,0,1,3,13,0,3,7,1,3,2,0,0,8,28,1
"RNASEK-C17orf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"C17orf49",5,3,4,1,2,2,0,7,2,1,5,20,8,3,12,1,0,1,6,1,10,19,1
"MIR497HG",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"BCL6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"SLC16A13",1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0
"SLC16A11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"CLEC10A",13,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0
"ASGR2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ASGR1",3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,9,0,0,27,1
"DLG4",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"ACADVL",14,5,13,2,2,2,3,6,0,2,7,40,14,2,12,2,4,12,8,4,16,539,10
"DVL2",1,0,1,1,1,0,0,1,0,0,2,2,1,3,4,1,0,1,1,0,2,45,3
"PHF23",0,0,1,0,0,0,0,1,0,0,3,2,1,1,2,0,0,0,0,0,1,42,1
"GABARAP",19,4,11,2,1,2,1,9,1,0,9,24,4,4,10,4,3,9,6,0,12,118,11
"CTDNEP1",6,3,9,0,2,1,1,5,0,0,4,16,3,2,6,1,2,3,5,0,10,175,9
"ELP5",6,4,2,1,0,2,1,2,2,3,7,28,4,9,6,3,1,4,1,0,7,399,3
"CLDN7",6,1,3,0,1,0,1,0,1,1,5,0,3,0,3,2,2,4,2,0,4,1490,5
"SLC2A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"YBX2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"EIF5A",27,13,16,1,4,6,4,12,7,7,49,81,17,17,55,15,9,24,15,7,36,600,14
"GPS2",4,6,3,0,2,3,2,3,1,2,5,19,2,4,12,1,2,1,2,0,5,67,0
"RP11-542C16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NEURL4",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0
"ACAP1",4,24,4,6,19,10,4,24,8,4,42,126,33,23,54,12,13,2,1,7,46,26,2
"KCTD11",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,16,0
"TNK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"TMEM256-PLSCR3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"TMEM256",23,4,23,1,7,2,1,17,3,5,35,66,7,10,23,5,6,14,15,4,30,794,10
"NLGN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TMEM102",0,0,0,0,0,0,0,0,0,0,1,6,2,1,1,0,1,0,0,0,2,19,0
"FGF11",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNB1",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,2,0,0,2,8,0
"ZBTB4",4,2,0,0,0,0,1,1,0,2,2,7,1,1,3,2,0,0,1,0,4,40,2
"POLR2A",4,5,6,1,5,2,1,9,1,2,14,27,7,5,17,4,6,4,3,2,10,147,12
"TNFSF12",1,0,5,0,0,0,0,1,1,1,4,8,0,2,5,0,0,0,1,0,3,12,4
"RP11-186B7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"TNFSF13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SENP3",0,1,2,0,0,0,1,0,0,0,1,3,1,1,1,1,0,0,0,0,3,17,0
"EIF4A1",17,19,22,4,1,5,7,16,2,2,38,71,17,17,41,8,5,9,9,4,26,963,18
"CD68",146,0,45,0,0,1,0,0,0,1,5,0,0,1,1,0,0,0,35,0,1,292,0
"AC113189.5",0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,3,14,0
"MPDU1",10,3,9,2,3,2,2,3,0,1,14,12,3,6,6,1,1,5,2,2,8,136,6
"SOX15",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FXR2",0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,28,4
"SAT2",9,2,6,1,1,2,1,3,1,2,11,22,7,12,12,4,1,8,5,0,5,282,5
"ATP1B2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TP53",4,1,5,0,1,0,0,0,1,2,4,4,4,1,5,1,0,1,1,1,2,16,4
"WRAP53",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,3,1,26,1
"DNAH2",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
"KDM6B",45,7,37,1,6,10,7,13,0,5,86,78,28,30,46,25,10,3,40,5,29,215,23
"TMEM88",1,2,2,0,0,1,1,1,0,1,2,3,0,1,2,2,0,0,2,0,0,11,12
"NAA38",38,21,14,1,13,9,4,14,4,11,21,82,19,6,33,7,5,16,15,10,34,799,67
"CYB5D1",7,0,2,0,0,0,1,0,0,0,5,2,1,0,5,0,1,0,6,0,1,31,4
"CHD3",2,2,5,0,3,0,0,4,1,0,0,14,1,1,7,1,1,0,2,4,8,19,15
"AC025335.1",0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,2,0
"KCNAB3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TRAPPC1",45,18,24,4,16,10,15,24,4,12,45,146,29,21,56,6,14,17,17,11,81,740,20
"CNTROB",0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,1,0,0,1,0,0,23,2
"GUCY2D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALOX15B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER1",8,0,7,0,1,3,6,7,2,0,10,42,9,2,12,4,5,2,1,1,18,46,4
"VAMP2",6,34,9,6,19,16,14,37,12,11,59,162,27,35,87,17,18,15,11,5,73,242,22
"TMEM107",5,1,13,0,1,1,4,5,0,1,6,16,4,2,6,3,1,4,15,2,2,41,5
"RP11-599B13.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BORCS6",1,1,0,0,1,0,1,2,1,0,6,5,1,0,3,1,2,2,0,1,2,32,0
"AURKB",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,33,0
"LINC00324",0,0,0,0,3,0,0,0,0,0,9,6,0,1,3,0,0,0,1,0,1,3,0
"CTC1",1,0,0,0,0,0,0,0,0,1,7,2,3,1,1,0,1,3,1,1,1,16,0
"PFAS",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1
"RP11-849F2.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC25A35",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0
"RANGRF",5,1,0,0,2,0,0,6,0,1,6,15,4,4,10,2,0,0,0,4,9,79,6
"ARHGEF15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"KRBA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"RP11-849F2.7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
"RPL26",439,386,654,69,298,265,171,524,120,138,1710,3088,560,775,2162,194,289,316,427,91,1217,20210,554
"NDEL1",0,2,5,0,2,2,1,0,0,0,2,10,1,2,5,1,5,1,4,0,6,75,4
"MYH10",0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,23,0
"PIK3R6",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"PIK3R5",8,1,2,0,0,0,0,0,0,0,1,6,1,0,5,0,0,1,5,0,2,1,0
"NTN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STX8",5,4,6,2,10,3,1,5,3,0,5,12,4,4,14,6,2,1,3,0,10,174,5
"RP11-85B7.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"USP43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"GAS7",4,1,2,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,6,0,0,2,1
"MYH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SCO1",2,1,0,0,0,0,0,2,1,2,2,7,1,2,5,0,0,3,1,2,1,102,2
"ADPRM",0,0,1,0,0,0,0,2,0,0,3,11,0,2,1,0,0,2,0,0,2,24,0
"TMEM220",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"LINC00675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1
"RP11-963H4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"SHISA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-680C21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNAH9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF18",0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,9,0
"MAP2K4",0,1,1,0,0,0,0,1,0,0,3,2,2,1,5,0,0,2,0,0,2,43,1
"RP11-1090M7.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ARHGAP44",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0
"ELAC2",1,0,1,0,1,0,0,2,0,0,2,7,0,0,2,0,0,2,0,0,1,64,2
"RP11-131K5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"COX10",0,0,0,0,0,0,0,0,0,2,5,6,0,0,2,0,0,2,2,1,4,74,1
"HS3ST3B1",4,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,1,19,2,0
"RP11-214O1.3",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,1,0
"PMP22",27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,8
"CDRT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TVP23C-CDRT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TVP23C",1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,2,9,0
"RP11-385D13.3",0,0,2,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,16,1
"CDRT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRIM16",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,67,0
"ZNF286A",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,12,1
"CTD-3157E16.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"AC015922.6",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"ADORA2B",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
"ZSWIM7",10,2,7,1,0,2,1,8,0,1,4,16,3,5,9,0,2,2,7,0,1,169,5
"TTC19",7,6,1,0,1,6,3,10,0,2,10,42,7,9,16,0,4,4,5,1,21,204,5
"CTC-529I10.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"NCOR1",8,7,4,1,16,1,4,16,2,4,18,57,14,6,27,4,10,2,5,2,27,307,4
"CTC-529I10.2",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0
"PIGL",0,1,0,0,0,2,0,0,0,0,2,6,1,0,2,1,1,0,1,0,1,43,2
"CENPV",0,1,1,0,0,0,1,3,0,1,2,2,2,0,3,2,0,0,0,0,2,139,1
"UBB",98,74,37,21,70,49,45,117,25,35,174,476,121,71,171,46,47,38,42,28,172,3183,75
"RP11-138I1.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"RP11-138I1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"TRPV2",4,2,5,0,2,1,1,2,0,1,2,7,5,2,2,2,1,0,1,3,3,4,2
"LRRC75A",3,2,7,1,2,1,0,0,0,0,5,5,4,5,6,0,2,0,2,2,6,301,5
"ZNF287",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF624",1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0
"CCDC144A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,1,0
"RP11-219A15.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
"TNFRSF13B",0,0,0,0,0,0,0,0,0,0,37,1,0,5,0,0,0,7,0,0,2,4,0
"AC104024.1",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0
"RP11-416I2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MPRIP",4,1,1,0,1,0,0,12,0,0,10,38,0,1,10,0,1,1,0,0,9,86,9
"MPRIP-AS1",0,1,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0,0,1,0,66,0
"PLD6",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
"FLCN",5,1,1,0,1,1,0,0,1,0,5,4,1,1,4,0,1,0,1,0,5,42,1
"RP11-45M22.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"COPS3",10,7,6,3,6,1,0,7,2,1,5,25,6,8,7,1,0,3,2,1,9,143,7
"NT5M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"MED9",0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,1,18,1
"RASD1",0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,220,1
"PEMT",4,0,2,0,2,0,0,0,0,0,1,3,2,0,3,0,0,0,0,1,3,84,1
