"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"QPCTL",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,1,1
"FBXO46",2,7,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,1,1,13,4
"SIX5",0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,10,9
"AC074212.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DMPK",3,24,0,0,0,1,0,0,1,1,0,24,0,0,1,0,0,12,0,2,5,12
"DMWD",1,44,0,1,0,1,0,0,1,0,1,4,1,1,0,0,0,9,2,1,24,23
"SYMPK",20,49,1,9,2,5,3,1,6,5,7,1,1,8,1,1,6,9,19,10,29,43
"AC092301.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"FOXA3",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0
"IRF2BP1",1,18,0,0,1,2,0,0,1,3,2,2,0,0,0,1,0,5,2,4,6,5
"MYPOP",3,19,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,3,11,7
"NOVA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30
"CCDC61",6,11,1,0,0,1,0,0,0,2,0,1,0,1,1,0,0,3,3,2,27,8
"IGFL4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"IGFL3",0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IGFL2",1,385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0
"AC006262.4",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC006262.5",4,5,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,1,264,1
"IGFL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"HIF3A",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"PPP5C",9,44,4,3,0,3,0,0,2,4,6,4,0,0,2,0,0,7,3,5,14,18
"CCDC8",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"LLNLF-187D8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PNMAL1",0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PPP5D1",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1
"PNMAL2",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTB-158D10.3",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CALM3",405,356,15,43,6,47,11,3,8,69,46,21,3,17,10,11,16,62,223,157,145,115
"PTGIR",2,30,0,21,0,1,0,0,0,0,0,2,0,0,0,0,7,26,8,8,0,2
"GNG8",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,17,0,1
"DACT3",2,22,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,5,1,0,3,1
"PRKD2",8,16,1,0,3,12,1,0,6,9,4,3,0,3,1,3,1,1,15,9,25,58
"STRN4",11,33,0,2,0,1,0,0,0,3,3,2,0,1,0,1,2,5,6,4,22,37
"FKRP",4,11,1,1,0,2,0,0,0,0,1,4,0,1,2,0,1,0,1,0,3,5
"SLC1A5",25,80,8,3,0,16,0,0,3,10,14,0,0,14,4,2,2,8,10,16,155,34
"CTB-147N14.6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AP2S1",751,939,12,91,3,28,3,3,5,44,22,28,1,15,8,13,26,84,583,61,283,346
"ARHGAP35",8,20,1,0,0,2,0,1,0,6,3,1,0,1,2,0,0,4,4,1,23,24
"NPAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TMEM160",144,158,10,16,2,18,4,2,10,33,24,16,2,15,10,11,12,24,92,52,120,100
"ZC3H4",15,20,1,2,1,3,1,1,2,4,1,1,0,1,0,3,1,3,17,4,23,12
"SAE1",22,69,2,2,3,4,0,0,5,11,3,13,1,4,2,1,3,15,10,8,40,31
"BBC3",9,36,1,0,0,4,3,0,2,14,5,2,1,8,1,4,1,13,7,15,81,41
"CCDC9",8,9,0,2,0,0,0,2,3,2,5,3,0,0,0,1,0,1,6,1,18,7
"INAFM1",15,228,2,0,0,2,0,0,1,2,3,19,0,0,0,0,0,61,22,5,18,17
"C5AR1",421,5,0,12,0,1,0,1,0,0,1,0,0,1,0,0,0,0,430,0,7,5
"C5AR2",18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"DHX34",12,6,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,2,20,0,9,3
"MEIS3",4,62,1,1,0,0,0,0,0,0,0,3,0,1,0,0,1,2,1,0,2,0
"SLC8A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KPTN",4,13,0,3,0,2,0,0,0,1,0,3,0,0,0,0,4,3,4,1,2,2
"NAPA-AS1",3,10,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,4,4,3
"NAPA",117,103,4,25,0,14,4,1,5,26,19,20,1,7,6,9,12,25,101,40,65,52
"ZNF541",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"CTD-2571L23.8",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CTD-3001H11.2",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3
"GLTSCR1",1,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,8,9
"EHD2",3,183,1,0,0,0,0,0,0,1,0,25,0,0,0,0,1,74,2,0,2,97
"GLTSCR2",241,539,67,73,9,98,54,26,85,285,138,110,18,192,60,59,76,166,206,256,571,392
"SEPW1",161,485,13,19,4,29,9,3,8,34,27,82,0,22,10,15,4,129,99,51,345,218
"CRX",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"SULT2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PLA2G4C",6,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,3,6,3,2,8
"LIG1",2,12,0,0,0,1,0,0,0,1,0,0,0,2,1,2,0,2,5,6,9,14
"C19orf68",3,9,1,1,0,1,0,0,1,2,2,0,1,2,2,0,1,4,1,1,8,11
"ZNF114",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"CARD8",38,20,2,3,0,7,3,1,1,14,4,2,0,5,2,2,3,3,27,16,8,51
"CARD8-AS1",17,1,1,3,0,2,0,0,1,5,1,0,0,0,1,1,0,0,11,5,0,14
"CTC-241F20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EMP3",808,1058,46,204,7,72,20,12,35,158,77,20,3,97,27,43,35,67,1005,162,76,111
"TMEM143",2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,8,2
"KDELR1",115,455,6,7,0,6,0,1,1,8,7,17,2,8,6,2,3,44,60,12,211,141
"GRIN2D",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1
"GRWD1",9,17,4,0,0,3,2,1,2,10,4,3,2,2,0,3,3,4,3,12,24,15
"KCNJ14",0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,2,4
"CYTH2",30,59,3,5,0,7,4,2,2,19,11,9,1,10,3,2,7,32,21,18,86,88
"LMTK3",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,165,1
"SULT2B1",6,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,103,1
"FAM83E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"SPACA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RPL18",1645,3907,234,450,37,360,153,90,300,1058,512,326,58,768,192,225,318,678,1587,860,3060,1696
"SPHK2",15,19,2,0,0,2,1,1,0,5,2,0,0,1,1,0,1,1,2,1,19,8
"DBP",15,15,1,0,0,0,1,0,2,5,0,0,0,2,1,0,0,1,7,1,13,2
"CA11",17,10,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,2,12,3,12,13
"NTN5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FUT2",4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,142,0
"MAMSTR",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3
"RASIP1",2,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,2,95
"IZUMO1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FUT1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5
"BCAT2",15,28,1,1,1,1,0,0,2,5,1,4,0,1,0,0,3,7,2,5,13,21
"HSD17B14",56,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,1,21
"PLEKHA4",2,38,0,2,0,1,0,0,0,1,1,7,0,0,1,0,0,16,3,0,34,3
"PPP1R15A",1156,1231,37,217,7,42,11,6,48,135,59,197,14,68,14,20,91,322,1204,136,547,762
"TULP2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUCB1",159,337,5,31,5,13,4,0,3,26,24,26,1,5,9,4,20,54,99,45,62,201
"DHDH",10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"BAX",299,363,18,34,9,30,6,4,10,59,20,13,8,26,14,11,22,68,174,91,126,169
"CTD-2639E6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FTL",76406,16951,198,2646,36,329,109,54,185,663,355,604,39,461,261,184,1711,1542,34979,865,3861,1913
"GYS1",5,13,0,2,0,0,0,0,0,1,2,1,0,2,0,0,3,1,5,4,5,13
"RUVBL2",22,79,2,9,0,5,1,3,1,9,4,4,0,3,1,3,3,23,12,8,65,33
"LHB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"KCNA7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"SNRNP70",77,165,9,16,0,18,1,2,7,23,13,10,2,12,9,8,8,28,48,31,144,103
"LIN7B",11,19,1,0,0,1,0,0,2,0,1,2,0,1,0,0,1,4,2,3,5,2
"C19orf73",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2
"PPFIA3",2,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,14,19
"HRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
"TRPM4",12,23,0,1,0,0,1,0,1,0,0,1,0,0,0,0,4,3,8,0,37,11
"SLC6A16",2,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0
"CD37",263,8,38,24,9,56,20,15,84,144,107,0,23,56,23,31,38,0,156,116,10,3
"TEAD2",0,67,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,17,0,0,15,47
"AC010524.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DKKL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"SLC17A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIH1D1",58,119,7,7,0,8,2,0,5,12,6,8,0,7,1,3,5,27,37,17,57,49
"ALDH16A1",31,51,1,6,0,3,0,2,0,7,3,3,0,1,0,1,2,8,11,11,33,37
"FLT3LG",5,25,6,0,0,3,4,0,0,31,8,0,0,14,5,2,0,1,3,17,4,5
"RPL13A",4600,12225,830,1044,98,1336,592,272,1031,3309,1815,810,221,2430,601,705,893,1915,4372,2747,8349,4815
"RPS11",1573,3200,199,527,28,333,131,62,223,759,414,211,62,506,159,173,330,476,1690,672,2557,1388
"FCGRT",1024,245,4,86,0,3,2,1,3,5,7,20,0,4,2,1,37,40,383,9,144,167
"RCN3",18,799,0,3,0,0,0,1,1,3,4,10,1,1,0,0,0,57,16,3,15,38
"NOSIP",68,136,9,9,0,14,8,4,3,34,15,9,1,33,11,9,7,26,57,53,106,88
"PRRG2",0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,18,6
"PRR12",1,15,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,0,12,5
"RRAS",23,168,1,2,0,0,1,1,0,2,2,10,0,1,0,2,2,39,18,2,79,64
"SCAF1",11,30,0,0,0,1,0,0,1,1,0,3,0,0,1,2,1,5,10,5,24,16
"IRF3",29,60,4,2,1,7,6,1,5,21,6,4,1,12,3,4,6,12,34,35,86,42
