"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RPL19",1582,852,321,302,228,302,258,529,529,1374,974,655,732,1172,130,318,300,253,279,2582,1604,18036,640
"STAC2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0
"FBXL20",5,2,0,1,0,0,2,3,1,3,0,4,1,1,0,1,1,0,2,5,7,30,8
"CTB-131K11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MED1",10,3,1,0,1,4,2,3,3,5,4,0,2,4,1,0,0,2,0,9,11,82,6
"CDK12",21,8,5,2,5,4,2,11,11,9,4,12,8,6,1,6,6,2,2,20,15,162,19
"RP11-390P24.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"NEUROD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PPP1R1B",7,1,1,0,1,0,0,1,0,3,0,0,1,2,0,0,2,0,1,7,5,831,2
"STARD3",36,14,3,2,4,9,4,6,10,4,13,12,4,8,0,3,1,1,1,19,12,74,15
"TCAP",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
"PNMT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PGAP3",7,4,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,5,42,4
"ERBB2",4,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,5,1,304,1
"MIEN1",71,34,7,6,9,6,2,13,10,11,17,17,12,8,3,8,6,6,16,51,55,730,33
"GRB7",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,126,0
"IKZF3",6,0,8,1,9,5,4,14,11,10,6,7,8,10,0,5,6,1,0,2,28,6,0
"GSDMB",0,3,0,0,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,2,1,144,0
"ORMDL3",6,9,3,0,6,4,1,20,3,1,5,4,5,3,1,2,2,2,0,6,26,99,2
"GSDMA",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMD3",57,20,4,0,8,2,1,11,9,10,11,6,11,7,0,5,4,3,3,33,29,451,18
"CSF3",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,6,2
"MED24",11,5,0,3,2,1,1,1,2,2,4,1,2,3,0,0,0,0,2,4,11,95,13
"THRA",3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,9,4,111,2
"NR1D1",4,7,1,2,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2,2,0,39,13
"MSL1",14,9,0,0,3,2,1,4,2,0,2,2,1,0,0,0,1,1,3,8,3,109,8
"CASC3",5,7,3,1,2,3,0,6,8,14,6,6,6,8,1,2,6,2,3,13,11,145,7
"RAPGEFL1",0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,29,1
"WIPF2",13,8,3,2,3,5,1,8,5,10,6,8,5,9,1,2,4,3,5,17,17,170,12
"CDC6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,45,3
"RARA",15,6,5,11,3,5,4,3,8,11,12,8,5,9,0,5,3,2,6,41,15,37,11
"RARA-AS1",8,4,0,1,0,0,0,0,0,2,1,0,2,0,0,1,1,1,0,10,1,34,7
"TOP2A",2,1,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,134,10
"IGFBP4",45,209,1,0,0,2,0,15,2,1,8,6,0,2,0,0,0,0,95,5,8,275,109
"TNS4",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,107,0
"RP5-1028K7.2",0,0,1,0,1,3,2,8,0,0,2,1,0,2,0,0,1,0,0,0,4,1,0
"CCR7",29,3,19,35,5,12,12,22,5,49,57,27,26,122,10,0,4,30,0,157,66,18,1
"SMARCE1",22,25,4,3,13,4,4,13,6,5,7,18,4,12,2,6,3,1,9,19,34,288,33
"RP11-458J1.1",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
"KRT222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KRT24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRT27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KRT10",48,69,16,7,13,22,13,41,36,43,33,44,31,43,4,27,14,14,24,91,103,1022,80
"TMEM99",1,2,0,0,0,1,1,0,1,1,0,2,0,0,1,1,0,1,1,1,1,52,4
"KRT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"KRT20",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,172,0
"AC004231.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRT23",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
"KRTAP3-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRTAP3-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"KRT34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KRT36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KRT15",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,75,0
"KRT19",61,11,3,4,6,6,6,12,16,14,14,13,7,11,1,10,4,6,5,94,41,9883,19
"KRT14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"KRT16",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
"KRT17",21,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,6,1,399,0
"EIF1",1429,700,282,312,256,264,205,576,531,1227,719,668,726,862,65,275,231,268,218,3315,1621,9860,704
"GAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"HAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,45,1
"JUP",6,6,1,1,1,1,1,0,3,5,1,3,3,0,0,0,0,0,1,6,2,887,28
"P3H4",0,36,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6,0,3,72,6
"FKBP10",1,102,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,0,0,12,20
"NT5C3B",13,21,4,1,2,2,1,1,5,8,8,9,2,4,0,3,2,2,9,10,12,127,15
"KLHL10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"KLHL11",0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,3,4,0
"ACLY",20,13,2,3,0,6,1,7,5,3,3,8,1,4,1,3,1,1,0,24,15,177,16
"TTC25",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"CNP",27,19,1,2,3,10,2,8,7,11,2,5,2,6,0,2,1,3,9,16,29,130,12
"DNAJC7",70,33,7,7,10,13,8,23,18,26,14,17,16,10,0,11,10,9,9,78,52,367,27
"NKIRAS2",16,16,1,0,1,0,2,5,2,6,2,2,2,4,0,1,1,0,4,17,8,99,13
"ZNF385C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"DHX58",8,2,0,1,1,0,0,0,1,0,1,2,1,0,0,0,0,3,1,5,4,29,3
"KAT2A",8,8,1,1,0,0,0,2,1,5,5,1,3,1,0,0,1,2,1,4,7,81,2
"HSPB9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RAB5C",200,71,11,21,16,16,6,20,16,24,20,34,18,11,4,13,7,8,17,145,80,463,69
"KCNH4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"HCRT",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0
"GHDC",13,7,1,1,0,2,0,1,2,1,2,0,1,0,0,1,0,0,4,7,11,101,4
"STAT5B",15,5,2,0,8,1,2,8,3,4,7,8,1,4,1,1,0,1,0,4,20,31,9
"RP11-358B23.5",0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0
"STAT5A",33,4,6,2,6,2,1,10,8,4,13,7,2,5,0,1,3,2,1,26,26,45,5
"STAT3",88,47,17,11,27,20,12,41,56,29,37,34,20,51,7,36,19,11,11,105,149,811,54
"PTRF",36,151,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,56,2,2,190,242
"ATP6V0A1",34,5,0,1,0,1,0,1,3,4,0,0,2,3,0,0,0,3,4,5,0,134,3
"NAGLU",13,5,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,6,0,55,8
"HSD17B1",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,25,0
"RP11-400F19.6",2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,16,2
"COASY",22,9,0,1,0,4,4,3,3,1,1,1,3,1,0,0,2,2,0,10,8,252,11
"MLX",36,7,2,4,1,1,0,7,2,6,3,3,3,7,1,3,2,1,3,29,21,215,8
"PSMC3IP",2,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,34,2
"FAM134C",23,9,1,0,2,1,1,4,3,6,7,8,2,6,1,3,3,2,8,3,12,65,4
"TUBG1",8,9,0,0,1,0,1,1,1,1,1,2,2,0,0,0,0,2,0,11,2,106,11
"TUBG2",2,13,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,3,1,1,2,3
"PLEKHH3",1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,36,2
"CCR10",4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,1,1,4,1
"CTD-3193K9.4",1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,1,0,0
"CNTNAP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"EZH1",1,1,0,1,0,1,0,0,1,1,1,3,0,4,0,0,0,1,1,1,9,18,2
"RAMP2-AS1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"RAMP2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,9,380
"VPS25",37,19,1,1,2,3,1,9,6,6,5,10,3,7,0,6,3,1,7,26,20,319,21
"WNK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"COA3",62,32,2,8,4,2,0,6,9,5,10,8,2,5,1,4,3,1,12,32,27,957,29
"CNTD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"BECN1",26,16,3,3,4,1,2,11,8,5,9,5,2,8,0,5,8,5,6,24,27,259,20
"PSME3",32,10,5,5,2,3,2,5,3,6,8,9,6,3,0,2,4,7,3,26,11,195,11
"AOC3",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4
"AARSD1",4,4,1,1,0,1,0,7,4,6,8,4,9,13,1,0,0,0,0,2,10,42,3
"PTGES3L",2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5,0
"RUNDC1",2,1,2,0,1,4,2,2,3,8,7,3,8,5,1,1,0,4,0,2,7,100,0
"RPL27",935,584,222,194,133,208,146,316,393,754,567,438,357,681,64,209,173,168,156,1779,922,12561,422
"IFI35",88,37,5,8,15,7,4,14,14,10,13,26,5,5,0,11,4,15,13,76,50,354,17
"VAT1",42,24,0,1,0,1,0,2,1,1,1,0,0,1,0,0,0,2,1,10,0,34,31
"RND2",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"BRCA1",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,29,1
"RP11-242D8.1",1,2,2,0,1,1,0,1,2,3,0,4,3,3,0,0,0,0,0,0,7,39,2
"NBR1",17,5,1,0,0,0,2,5,2,0,2,5,1,3,1,3,1,1,5,9,14,158,7
"TMEM106A",32,2,0,1,3,0,0,1,3,4,1,2,3,0,2,2,2,2,2,30,2,26,0
"LINC00910",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"ARL4D",4,9,0,2,0,0,0,1,2,2,0,2,5,1,0,1,1,0,1,2,2,10,3
"DHX8",8,4,3,1,3,4,3,1,5,1,3,7,3,1,0,0,2,3,1,5,10,57,5
"ETV4",0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,2
"MEOX1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"DUSP3",64,14,3,4,0,0,0,0,0,2,0,0,3,0,0,2,1,0,0,24,3,114,14
"C17orf105",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP5-905N1.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPP3",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0
"PYY",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"NAGS",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0
"TMEM101",14,11,2,2,2,3,1,5,2,5,8,4,1,3,0,0,1,1,6,12,12,102,5
"LSM12",30,19,4,6,1,6,3,9,5,6,9,9,2,7,3,4,2,6,2,31,19,294,17
"G6PC3",19,9,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,2,3,8,3,103,12
"HDAC5",15,14,0,0,3,2,1,6,4,4,2,6,3,4,0,2,2,1,4,9,10,53,14
"C17orf53",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"ASB16",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASB16-AS1",4,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,24,2
"TMUB2",24,11,2,2,7,1,3,11,5,8,8,2,5,5,0,2,0,3,4,11,26,92,5
"ATXN7L3",5,2,0,1,0,0,1,3,3,0,0,2,0,3,0,1,1,0,1,4,3,48,2
"UBTF",10,24,2,1,4,1,2,4,6,9,6,12,3,5,0,4,3,1,3,2,15,126,11
"RP5-882C2.2",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,2,6,0
"RUNDC3A-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RUNDC3A",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A39",59,17,2,4,4,9,4,9,22,10,8,9,4,10,3,12,5,4,7,45,29,673,29
"GRN",1128,105,2,39,5,2,3,12,9,20,12,10,8,5,0,4,1,26,14,428,26,714,142
"FAM171A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GPATCH8",15,16,8,4,7,6,3,13,13,16,9,19,6,19,1,8,2,1,2,16,37,177,9
"FZD2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"MEIOC",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"CCDC43",14,5,1,3,3,1,1,6,3,1,5,7,1,8,0,2,2,0,3,8,15,65,9
"DBF4B",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0
"ADAM11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GJC1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,2
"HIGD1B",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0
"EFTUD2",12,2,1,4,7,6,1,2,1,6,0,3,3,2,0,1,1,3,2,13,11,122,11
"KIF18B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CTD-2534I21.8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCAKD",2,5,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,2,3,3,47,4
"NMT1",37,14,2,1,2,3,6,10,13,9,5,8,3,6,0,4,3,7,6,14,28,184,13
"PLCD3",0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,53,1
"ACBD4",1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,16,3
"AC142472.6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,1
"HEXIM1",40,18,8,7,11,8,10,25,24,16,28,31,22,9,1,10,10,9,7,48,66,304,15
"AC002117.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"HEXIM2",4,4,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,21,4
"RP13-890H12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"CTD-2020K17.1",0,0,1,2,1,0,1,0,2,4,5,1,2,4,0,4,2,1,0,4,8,2,0
"FMNL1",74,3,15,15,8,20,10,22,29,27,23,41,17,11,0,17,16,20,0,73,83,23,0
"CTD-2020K17.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"CTD-2020K17.4",0,0,1,0,1,1,2,1,1,4,2,3,0,2,0,1,0,0,0,0,0,16,0
"MAP3K14-AS1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"MAP3K14",6,2,1,1,1,0,1,1,2,2,3,0,0,1,0,2,0,2,0,2,4,46,0
"CTB-39G8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARHGAP27",21,2,2,1,0,1,0,1,3,4,2,2,2,2,0,4,1,5,0,7,5,155,7
"PLEKHM1",12,4,1,2,1,1,1,3,3,5,5,1,2,1,0,1,1,2,0,10,11,81,11
"RP11-798G7.8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-798G7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-798G7.6",3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,1
"CRHR1",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"MAPT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0
"KANSL1",19,7,2,0,4,3,0,4,12,3,2,10,6,5,1,9,6,0,3,9,14,71,8
"RP11-669E14.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KANSL1-AS1",3,0,2,0,2,1,1,1,0,1,4,2,1,3,0,0,1,0,2,2,7,47,2
"ARL17B",0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,6,2
"LRRC37A",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"LRRC37A2",1,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,3,9,2
"ARL17A",4,2,0,3,0,3,0,1,1,2,1,1,2,3,0,2,0,2,0,2,6,28,3
"FAM215B",1,2,2,2,0,1,2,6,4,10,4,4,3,7,1,2,1,1,0,12,21,11,4
"NSF",15,7,0,4,2,0,1,1,1,0,2,1,0,0,0,3,1,2,1,7,5,84,5
"WNT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-63A1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GOSR2",15,11,0,2,2,1,1,4,2,0,1,2,2,2,0,2,2,0,4,11,10,92,13
"RPRML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDC27",21,13,0,0,0,6,1,4,1,4,3,2,3,0,0,2,0,4,2,9,7,111,16
"RP5-867C24.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITGB3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"RP11-290H9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"THCAT158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"EFCAB13",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"NPEPPS",14,17,1,4,0,2,1,6,7,6,6,3,3,5,0,5,1,2,1,12,22,156,16
"RP11-580I16.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"KPNB1",72,41,3,4,7,10,3,12,13,24,20,8,17,11,4,5,8,3,9,55,39,399,26
"RP11-138C9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TBKBP1",4,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,3
"TBX21",1,0,1,0,0,1,1,1,0,1,3,3,0,1,0,2,3,0,0,1,4,0,1
"OSBPL7",2,1,0,0,0,3,1,0,5,0,2,3,0,1,0,1,1,0,0,0,2,32,0
"MRPL10",15,6,3,0,6,7,3,11,9,3,10,11,1,7,0,5,8,2,4,4,23,151,11
"LRRC46",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCRN2",8,7,1,0,5,3,0,6,2,0,3,1,1,1,0,3,1,0,3,7,11,92,7
"SP6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5
"SP2",8,1,1,1,1,0,1,1,2,4,2,2,0,1,0,3,1,0,1,3,5,53,2
"SP2-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PNPO",6,0,0,0,1,0,0,0,1,2,0,2,2,0,0,0,0,0,1,2,3,15,2
"RP11-6N17.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"PRR15L",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,231,0
"CDK5RAP3",40,16,3,4,8,3,4,9,12,6,6,7,7,6,0,11,4,3,2,29,19,289,13
"COPZ2",4,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,2
"NFE2L1",33,19,0,3,1,2,0,2,5,6,1,4,1,1,0,1,0,1,8,7,2,106,7
"CBX1",11,24,2,2,2,1,1,6,0,4,1,5,1,4,0,0,0,0,4,7,13,166,14
"SNX11",13,3,0,1,2,0,1,1,7,2,2,2,2,0,0,0,0,1,2,0,6,58,2
"SKAP1",3,0,4,2,12,14,3,9,13,0,23,21,0,15,0,11,5,0,0,3,67,9,1
"RP11-456D7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"THRA1/BTR",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HOXB2",15,24,3,0,4,4,0,9,6,0,10,3,1,11,0,1,2,1,5,5,49,52,11
"HOXB-AS1",2,2,2,0,0,0,0,4,1,0,2,1,1,4,0,0,3,0,1,2,11,5,0
"HOXB3",0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,5,65,4
"HOXB-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
"HOXB4",2,2,0,0,0,0,0,1,1,0,3,4,0,0,0,1,1,0,0,0,9,34,6
"HOXB5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
"HOXB6",6,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,225,2
"HOXB7",4,11,1,1,0,0,1,0,3,0,0,0,1,1,0,1,0,0,4,2,1,432,22
"HOXB8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,4
"HOXB9",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,226,3
"RP11-357H14.17",3,1,0,0,0,0,2,0,2,0,0,4,0,1,0,1,0,0,0,0,1,405,0
"CTD-2377D24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
"TTLL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CALCOCO2",14,16,2,1,5,6,3,6,10,5,5,12,1,8,0,2,3,7,4,37,21,175,9
"ATP5G1",95,46,3,8,12,5,3,15,15,16,20,17,8,18,0,8,12,12,21,90,53,1565,56
"UBE2Z",43,23,1,2,2,5,2,5,5,6,6,6,5,4,0,2,2,4,6,25,23,192,17
"SNF8",70,43,3,6,10,9,2,16,16,10,8,15,5,8,0,11,4,6,10,55,43,403,35
"B4GALNT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"GNGT2",5,0,1,1,2,3,0,0,6,0,4,1,1,0,0,1,2,2,2,6,3,4,3
"ABI3",80,1,6,8,5,8,7,7,13,6,6,17,6,4,1,9,6,1,1,19,27,9,27
"ZNF652",4,4,3,0,0,0,0,0,3,2,2,1,2,2,2,1,1,1,0,5,4,64,4
"RP11-1079K10.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHB",93,42,5,4,10,5,8,12,22,18,17,22,9,9,2,14,15,13,15,49,47,1381,53
"RP11-1079K10.4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1
"NGFR",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXPH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SPOP",21,13,0,1,3,2,3,6,5,14,4,3,6,4,0,5,2,2,8,11,13,150,14
"SLC35B1",37,20,4,3,6,5,3,13,8,4,3,10,4,3,0,6,3,5,4,39,26,350,14
"FAM117A",5,2,0,0,2,1,1,4,3,6,5,5,2,0,0,1,1,1,0,4,8,8,0
"KAT7",8,0,1,0,2,1,2,3,2,6,3,3,3,4,1,2,2,2,3,5,14,63,5
"RP11-304F15.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
