"","Anti-inflammatory macro/mono","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"RP11-66H6.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8
"RP11-396B14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RMI2",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,221
"SOCS1",8,8,1,0,4,1,4,46,17,0,7,4,0,1,24,233
"RP11-485G7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"CTD-3088G3.8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"CTD-3088G3.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"LITAF",363,17,5,11,4,1,46,41,64,9,11,15,2,71,25,2559
"SNN",29,1,0,0,0,0,10,5,1,2,1,0,0,4,2,57
"TXNDC11",15,1,1,2,4,0,0,27,5,1,2,3,1,1,13,393
"RP11-490O6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"ZC3H7A",6,1,0,0,3,0,1,16,2,0,4,2,0,0,19,233
"RP11-486I11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
"BCAR4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RSL1D1",15,14,2,3,13,3,29,104,16,7,21,10,4,4,47,6536
"RP11-166B2.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"GSPT1",26,14,1,4,16,4,7,140,18,5,18,7,6,1,51,3542
"RP11-166B2.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"TNFRSF17",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SNX29",11,1,3,1,1,0,3,4,1,0,0,1,0,1,1,104
"CTD-3037G24.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"CPPED1",14,3,1,0,1,1,0,20,0,1,0,0,0,3,4,383
"CTD-2583P5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"SHISA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
"U91319.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ERCC4",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,106
"CTD-2135D7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MKL2",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,108
"CTA-276F8.1",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20
"MIR193BHG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"PARN",1,2,0,0,0,1,1,7,1,0,0,1,0,0,2,327
"BFAR",12,2,0,0,3,1,2,23,3,1,3,3,0,2,7,1316
"PLA2G10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
"NPIPA3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"NPIPA1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65
"NOMO1",3,0,0,0,0,0,1,3,0,0,0,0,0,0,1,163
"PDXDC1",9,5,0,0,1,1,4,2,1,1,1,0,0,1,4,1100
"NTAN1",35,4,1,1,3,0,1,30,5,1,2,2,0,0,6,509
"RRN3",11,1,0,1,3,0,0,3,3,0,2,2,0,0,4,582
"RP11-72I8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"NPIPA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"MPV17L",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,168
"C16orf45",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"KIAA0430",2,0,0,0,2,0,3,6,2,1,0,1,0,0,5,197
"NDE1",7,1,0,1,2,1,2,21,1,1,4,2,0,1,6,439
"CTB-193M12.5",1,1,0,1,1,0,1,1,0,0,3,0,0,0,0,149
"MYH11",3,1,0,0,0,0,0,4,2,0,1,0,0,0,0,37
"AF001548.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28
"FOPNL",4,3,1,0,3,0,3,16,4,0,3,2,0,0,5,1070
"ABCC1",5,1,0,1,1,0,1,2,0,0,2,0,0,0,2,419
"ABCC6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
"RP11-517A5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NOMO3",1,1,0,1,0,0,3,5,1,2,2,0,1,0,1,144
"AC138969.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"XYLT1",1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,123
"CTD-2576D5.4",0,0,0,0,1,1,1,6,0,0,0,0,1,0,0,23
"CTA-481E9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-1212A22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR3179-3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NOMO2",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11
"RPS15A",624,317,132,133,392,108,732,3207,652,244,732,295,108,119,1205,127844
"ARL6IP1",102,16,1,5,6,4,15,102,20,6,10,5,3,6,39,4198
"SMG1",8,1,1,0,5,3,5,35,11,3,3,1,0,0,8,1392
"CTD-2288F12.1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62
"TMC7",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,592
"RP11-626G11.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
"RP11-626G11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"COQ7",2,0,0,1,0,0,5,11,3,2,0,1,0,0,5,761
"RP11-626G11.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITPRIPL2",6,1,0,1,1,0,1,3,0,0,0,1,0,0,1,394
"RP11-626G11.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SYT17",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93
"CTA-363E6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"TMC5",3,0,0,0,0,0,0,4,0,0,1,0,0,0,3,4000
"CTA-363E6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CTA-363E6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"CTA-363E6.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"GDE1",11,4,0,1,18,0,0,118,10,1,5,2,1,0,5,1861
"CCP110",0,0,0,1,1,0,0,5,2,0,0,0,0,0,1,198
"C16orf62",6,0,0,1,2,0,0,9,2,0,2,0,0,0,5,98
"AC002550.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"KNOP1",3,4,0,1,2,0,1,3,1,1,0,1,0,0,5,1202
"IQCK",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,211
"GPRC5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"GP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACSM5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
"ACSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"THUMPD1",5,2,3,1,1,0,5,23,9,1,5,3,1,0,12,757
"ERI2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129
"AC004381.6",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,41
"DCUN1D3",5,0,0,1,1,0,0,4,1,0,0,0,0,0,2,296
"LYRM1",3,2,0,0,1,0,5,13,3,1,2,2,0,0,6,1146
"DNAH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"CTC-508F8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"TMEM159",5,1,0,0,1,0,1,6,4,0,2,2,0,0,3,811
"ANKS4B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
"CRYM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
"CRYM-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"NPIPB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"METTL9",6,12,1,3,15,6,7,127,20,4,10,11,3,7,36,2488
"IGSF6",135,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3
"OTOA",21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"RP11-645C24.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"NPIPB4",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15
"UQCRC2",28,15,2,4,9,2,7,89,14,3,10,3,1,2,32,4487
"CTD-2649C14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"C16orf52",3,1,0,0,0,0,0,3,1,0,1,0,0,1,3,180
"SDR42E2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"EEF2K",3,1,0,0,0,0,0,7,2,0,2,1,0,1,3,135
"RP11-141O15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"POLR3E",5,1,0,0,5,3,0,41,3,1,5,1,1,0,12,609
"CDR2",4,2,0,1,2,0,0,18,3,0,4,0,0,0,8,1150
"RP11-21M24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"RP11-21M24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"NPIPB5",1,1,0,1,1,0,0,6,2,0,0,0,0,1,3,63
"RP11-105C19.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"USP31",0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,155
"SCNN1G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SCNN1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"COG7",1,0,0,1,0,0,1,4,0,0,0,0,0,0,1,235
"CTD-2270L9.4",1,1,0,0,0,2,0,2,1,0,0,0,0,1,0,214
"GGA2",17,3,1,3,4,0,7,17,7,5,1,3,0,0,3,262
"EARS2",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,176
"UBFD1",2,0,0,0,3,0,0,1,0,0,1,1,0,1,1,409
"NDUFAB1",46,12,2,4,11,2,5,87,24,2,9,10,3,3,32,7330
"PALB2",1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,47
"CTD-2196E14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DCTN5",8,0,0,2,1,0,0,8,1,2,1,2,1,0,3,510
"PLK1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482
"CTD-2196E14.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ERN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
"CTD-2385L22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CHP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
"PRKCB",5,1,1,1,2,0,16,21,7,2,7,1,1,3,6,2
"RBBP6",20,7,0,4,7,1,3,40,10,2,5,3,1,3,10,1945
"LINC01567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TNRC6A",4,1,1,0,1,1,3,10,2,0,1,2,0,0,14,487
"CTD-2515A14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARHGAP17",3,0,1,0,1,1,1,6,4,0,0,1,0,1,2,566
"RP11-266L9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"LCMT1",8,1,0,1,1,2,4,24,6,1,3,1,1,0,7,1411
"LCMT1-AS2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AQP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZKSCAN2",0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,45
"CTD-2547G23.4",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,93
"AC002331.1",0,25,0,0,1,0,0,7,9,0,0,0,0,0,47,5
"KDM8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"CTD-3203P2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"NSMCE1",16,13,0,4,9,14,1,69,13,0,8,17,2,2,13,1925
"FLJ21408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"CTD-3203P2.3",3,0,0,0,0,0,1,12,0,0,1,1,0,0,0,123
"IL4R",14,4,2,2,3,1,2,58,7,4,3,4,1,5,16,683
"IL21R",9,5,0,3,5,0,0,30,10,0,6,0,1,0,17,7
"GTF3C1",4,0,0,0,3,0,0,28,4,0,0,0,0,0,3,228
"KIAA0556",1,0,0,0,0,0,1,4,3,0,0,0,0,1,0,120
"XPO6",5,1,1,1,2,2,0,6,2,0,1,1,0,0,3,580
"RP11-57A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SBK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NPIPB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"EIF3CL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"NPIPB7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-435I10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"CLN3",7,1,1,1,4,1,0,17,7,0,1,7,0,3,7,1291
"APOBR",22,1,0,1,1,1,0,9,2,0,0,3,0,1,1,193
"IL27",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUPR1",88,1,0,0,0,0,0,3,0,0,1,0,0,0,0,2505
"RP11-666O2.2",1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,149
"SGF29",2,4,1,0,0,0,3,10,4,1,1,1,0,0,6,276
"SULT1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SULT1A1",3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,171
"EIF3C",0,1,0,0,0,1,0,3,0,0,2,0,0,0,1,214
"RP11-1348G14.4",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9
"RP11-1348G14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"RP11-1348G14.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"ATXN2L",4,5,1,0,2,1,2,20,11,1,6,2,2,2,9,950
"RP11-24N18.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"TUFM",44,15,1,2,16,7,12,99,29,4,11,8,4,1,48,6575
"SH2B1",6,3,0,0,0,1,1,9,3,0,0,0,0,0,2,477
"RP11-22P6.2",0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,27
"ATP2A1",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"ATP2A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
"RABEP2",3,1,0,1,1,0,1,10,3,2,1,2,1,1,4,455
"CD19",0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,2
"NFATC2IP",7,1,2,0,2,0,3,16,7,1,1,1,1,1,5,704
"RP11-264B17.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"SPNS1",36,2,0,0,1,0,2,10,2,0,0,2,0,4,4,1098
"LAT",4,17,2,2,20,7,0,157,29,0,15,5,0,7,71,53
"RP11-264B17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-426C22.5",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"RP11-426C22.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"RP11-426C22.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-231C14.7",2,1,1,0,0,0,3,0,0,4,0,0,0,0,0,19
"NPIPB11",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11
"BOLA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"RP11-345J4.5",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,103
"SLX1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"SULT1A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-345J4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SPN",7,13,3,3,11,2,0,60,15,1,2,12,1,0,14,8
"QPRT",5,1,1,1,0,0,0,3,1,0,0,0,0,0,4,2534
"C16orf54",0,4,0,0,4,0,3,24,13,1,6,2,1,1,3,5
"AC009133.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZG16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"KIF22",9,3,0,0,3,2,2,5,1,0,2,4,0,1,3,496
"AC009133.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"MAZ",8,6,1,1,4,1,5,27,5,0,6,2,0,0,7,1713
"AC009133.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"AC009133.12",0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,172
"PRRT2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40
"PAGR1",1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,22
"MVP",30,13,1,4,7,2,1,60,6,1,4,4,0,0,30,2857
"CDIPT",12,1,0,1,4,1,2,27,7,1,4,2,2,2,12,1496
"CDIPT-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"SEZ6L2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,370
"ASPHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
"KCTD13",4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,209
"CTD-2574D22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
"TMEM219",62,8,1,6,13,3,17,91,21,1,12,8,2,2,49,5268
"TAOK2",0,2,0,0,0,0,0,9,1,0,0,2,0,0,1,226
"HIRIP3",7,3,0,0,1,0,0,13,3,0,0,1,0,0,2,269
"INO80E",4,1,0,1,0,1,1,21,4,0,1,4,0,0,7,712
"DOC2A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FAM57B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ALDOA",376,53,15,23,48,10,49,492,93,13,42,36,9,42,222,27774
"CTD-2515O10.5",1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,30
"PPP4C",34,13,3,7,16,3,13,97,23,4,7,17,2,4,44,3287
"TBX6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
"YPEL3",6,3,3,4,3,3,8,42,5,1,5,5,0,0,16,1187
"RP11-455F5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"GDPD3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,154
"RP11-455F5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"MAPK3",7,0,1,1,1,0,2,10,3,0,0,1,1,0,7,1049
"CORO1A",85,89,13,33,99,26,74,805,165,29,53,78,10,12,256,314
"RP11-455F5.5",0,2,0,0,1,0,0,3,1,1,1,0,0,0,2,15
"BOLA2B",3,0,0,0,1,0,0,4,2,1,0,0,0,0,0,204
"SLX1A",0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,44
"SULT1A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86
"RP11-347C12.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-347C12.1",1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,20
"CD2BP2",21,4,0,2,4,1,2,37,9,0,1,4,1,1,11,917
"RP11-347C12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"TBC1D10B",5,1,0,0,1,0,1,4,3,0,0,0,0,0,1,341
"RP11-347C12.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MYLPF",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,113
"ZNF48",2,0,0,0,1,0,1,4,1,0,0,0,0,0,2,201
"SEPT1",4,19,2,3,26,6,9,192,23,6,15,16,3,0,58,507
"ZNF771",1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,273
"DCTPP1",19,5,1,1,3,1,3,24,6,1,4,5,2,0,4,3486
"SEPHS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ITGAL",3,7,0,1,4,0,0,24,8,0,1,1,0,1,7,2
"RP11-297C4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"RP11-297C4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ZNF768",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,359
"ZNF747",1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,68
"AC002310.12",1,1,0,0,0,0,0,4,1,0,0,0,0,0,2,79
"ZNF764",1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,39
"ZNF688",2,1,0,0,3,0,1,29,5,0,3,1,0,1,11,291
"AC002310.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ZNF785",0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,107
"ZNF689",0,0,1,0,3,0,0,5,0,0,1,0,0,0,4,90
"PRR14",3,1,0,0,2,0,1,19,2,0,0,2,0,1,5,633
"FBRS",8,3,0,0,4,1,5,23,4,1,4,2,0,2,9,548
"RP11-146F11.1",0,0,1,0,0,0,0,3,0,0,0,2,0,0,1,52
"SRCAP",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,93
"RP11-2C24.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
"PHKG2",8,0,0,1,1,0,2,16,2,1,1,2,0,1,7,627
"CCDC189",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,154
"RNF40",4,2,1,0,0,0,0,4,0,0,1,3,0,0,3,517
"ZNF629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
"RP11-2C24.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"BCL7C",18,5,1,2,11,1,4,61,10,2,3,2,1,2,5,2779
"MIR762HG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
"CTF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"FBXL19-AS1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,63
"FBXL19",1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,120
"ORAI3",7,1,0,0,0,1,3,2,2,0,1,2,0,0,1,163
"RP11-1072A3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"SETD1A",1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,202
"HSD3B7",6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,576
"STX1B",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"STX4",41,2,1,0,2,1,7,23,7,3,2,1,1,11,12,1027
"RP11-196G11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"RP11-196G11.6",0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,15
"ZNF668",6,1,0,0,0,0,0,6,2,0,0,1,1,0,0,183
"ZNF646",1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,81
"PRSS53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"VKORC1",56,7,1,1,6,2,3,66,21,4,1,2,0,5,15,1644
"BCKDK",21,1,0,1,1,1,2,10,5,0,0,3,0,3,8,641
"KAT8",6,1,0,0,0,0,2,5,2,1,0,0,0,0,2,327
"RP11-388M20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PRSS8",0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2077
"PRSS36",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38
"FUS",60,31,10,10,25,9,23,224,61,7,29,19,2,6,84,5210
"RP11-388M20.1",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"PYCARD",89,15,1,4,1,2,5,61,20,1,2,9,0,7,22,5287
"PYCARD-AS1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86
"TRIM72",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15
"PYDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ITGAM",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"ITGAX",51,0,0,0,0,0,0,0,1,0,0,0,0,10,0,9
"ZNF843",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
"RP11-452L6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"RP11-452L6.5",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29
"ARMC5",4,0,0,0,0,0,6,3,2,0,0,0,0,0,0,228
"TGFB1I1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
"SLC5A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"AC026471.6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144
"C16orf58",3,0,0,0,0,1,1,2,0,0,1,0,0,0,1,286
"RP11-452L6.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"AHSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2358C21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"ZNF720",2,0,2,0,2,0,0,9,0,1,0,2,0,0,3,258
"ZNF267",42,8,1,0,2,0,0,30,5,0,4,0,0,2,12,215
"RP11-626K17.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-23E10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-989E6.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"SHCBP1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"RP11-46D6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"VPS35",27,4,2,2,7,1,6,21,5,2,0,3,0,3,5,2261
"ORC6",2,1,0,0,0,0,0,4,0,0,0,1,0,0,0,350
"MYLK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"C16orf87",5,1,0,1,3,2,2,29,4,0,1,2,0,1,16,460
"GPT2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,392
"DNAJA2",13,3,0,3,4,0,3,55,13,2,8,7,1,1,27,1599
"RP11-169E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"NETO2",2,2,0,1,1,0,3,4,0,0,1,0,0,0,7,92
"ITFG1",15,2,2,0,3,1,2,24,1,0,0,1,0,2,6,807
"PHKB",5,2,1,0,2,0,0,11,4,2,0,2,1,1,5,654
"ABCC11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LONP2",11,3,1,0,1,1,7,17,7,0,4,3,1,2,4,854
"SIAH1",6,1,0,0,1,0,0,4,1,2,1,0,0,0,1,581
"N4BP1",21,3,1,1,4,0,0,20,8,0,3,4,1,0,9,281
"RP11-42I10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"CTC-527H23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"CBLN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-491F9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"ZNF423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"CNEP1R1",2,2,0,0,2,0,0,11,2,2,0,2,1,1,2,98
"HEATR3",3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,105
"PAPD5",3,4,0,2,4,0,3,12,9,1,5,4,0,4,3,578
"ADCY7",6,2,0,0,0,0,1,9,3,1,0,0,0,0,3,85
