"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"KB-1125A3.12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MIF",310,72,20,44,7,21,16,27,14,25,21,11,281,37,8,95,21,9,19,77,225,147,2790,45
"MIF-AS1",2,1,0,0,0,0,0,0,0,1,0,0,6,1,1,2,0,0,0,0,1,1,42,1
"AP000350.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"GSTT2B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DDTL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"KB-226F1.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDT",183,21,3,21,2,6,6,7,3,7,11,5,96,12,3,25,12,4,11,8,64,52,686,16
"CABIN1",18,2,0,2,1,1,0,1,0,0,0,0,8,1,0,3,2,1,0,2,2,1,43,4
"SUSD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GGT5",14,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
"SPECC1L",5,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,7,5
"ADORA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ADORA2A-AS1",7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,3,3,1
"UPB1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUCD1",16,4,0,4,1,2,0,0,0,0,0,1,9,3,1,3,0,0,1,1,10,5,78,4
"SNRPD3",63,10,5,8,0,8,2,5,2,5,6,1,44,9,2,9,5,5,5,4,47,33,306,7
"GGT1",9,1,0,1,0,1,0,0,0,0,3,0,5,0,0,3,0,1,0,1,1,2,1,0
"LRRC75B",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
"SGSM1",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,0
"TMEM211",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"KIAA1671",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,54,3
"CTA-243E7.4",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0
"CTA-243E7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTA-243E7.1",0,0,0,0,0,0,0,0,0,1,0,0,6,3,0,2,1,0,0,0,0,1,30,3
"CTA-221G9.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CRYBB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CTA-221G9.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRYBB2",9,2,0,0,0,1,0,0,1,0,1,0,4,2,0,1,0,0,0,1,1,0,2,2
"CTA-221G9.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LRP5L",3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,13,0
"CTA-407F11.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADRBK2",14,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,12,1,6,0
"ASPHD2",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,5,0
"HPS4",13,0,2,1,0,0,1,0,0,0,1,2,17,1,1,3,1,0,1,2,2,10,44,1
"SRRD",6,1,0,1,0,0,0,0,1,0,1,0,3,0,0,3,0,0,0,0,0,6,24,0
"TFIP11",4,1,2,0,1,4,0,1,0,0,0,0,6,3,0,3,0,1,0,2,4,7,29,5
"CTA-445C9.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
"TPST2",22,5,4,5,3,9,0,1,1,1,0,0,10,4,1,1,3,1,1,10,7,7,51,11
"CRYBB1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"CRYBA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MIAT",5,2,11,0,3,9,5,2,0,1,1,1,52,10,0,17,1,0,0,1,0,32,6,3
"MIATNB",4,0,1,0,0,1,0,1,0,1,1,0,7,1,0,1,3,0,0,1,1,3,3,1
"RP5-1172A22.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MN1",3,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,4,0
"PITPNB",25,7,1,1,0,4,0,2,1,0,0,1,19,5,2,5,2,2,3,3,7,9,106,10
"TTC28",2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,5
"CHEK2",3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1
"HSCB",17,4,0,6,0,0,1,0,0,0,0,2,4,0,1,2,0,0,0,2,7,2,22,1
"CCDC117",11,1,1,0,0,0,0,2,0,0,0,0,3,1,0,1,0,0,1,0,2,1,22,0
"XBP1",182,35,5,18,4,3,2,1,1,3,4,0,62,9,1,30,1,3,21,116,113,20,603,8
"CTA-292E10.6",17,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,6,2,1,45,1
"ZNRF3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0
"ZNRF3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,0
"KREMEN1",1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0
"EMID1",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RHBDD3",11,1,1,1,0,0,0,0,0,0,2,0,5,2,0,0,0,1,0,2,3,3,34,2
"EWSR1",87,14,2,12,1,5,5,6,5,6,9,6,72,8,2,16,5,1,7,3,30,43,313,10
"GAS2L1",16,4,0,2,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,3,0,10,11
"RASL10A",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AP1B1",94,1,0,12,0,0,1,2,0,1,1,0,4,3,1,0,1,1,0,1,16,3,56,3
"RFPL1S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"NEFH",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THOC5",8,2,0,2,0,0,1,2,1,0,1,0,4,1,0,2,0,0,0,2,6,4,37,3
"NIPSNAP1",4,2,0,3,0,0,2,1,1,0,0,0,8,2,1,3,1,1,0,1,4,3,35,2
"NF2",14,2,0,3,0,0,0,1,0,0,2,0,12,7,0,1,1,0,0,0,1,5,24,1
"ZMAT5",17,2,1,2,3,2,2,1,1,1,1,0,8,1,0,2,0,0,2,1,11,6,41,6
"UQCR10",469,37,15,46,5,22,12,10,6,13,14,7,194,27,4,42,9,6,19,30,157,134,1095,29
"ASCC2",37,3,2,6,2,6,1,1,1,3,9,5,50,11,0,11,4,0,3,5,10,15,76,7
"MTMR3",11,4,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,3,5,23,5
"RP3-394A18.1",3,2,1,3,0,2,1,1,0,1,1,0,10,2,0,3,2,0,0,0,3,1,2,0
"RP1-102K2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LIF",4,8,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,2,1,75,0
"OSM",100,1,1,9,1,0,0,0,0,2,0,0,5,0,0,4,1,0,0,1,50,2,4,0
"GATSL3",2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,4,2
"TBC1D10A",11,1,0,1,0,1,0,0,0,1,0,1,10,2,1,1,0,1,3,1,4,4,13,1
"SF3A1",38,3,2,3,1,2,3,1,0,0,0,2,21,5,2,8,1,2,3,4,8,21,81,7
"CCDC157",3,2,0,0,1,2,1,0,1,0,0,1,7,0,0,0,0,1,0,0,2,1,11,4
"RNF215",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,2
"SEC14L2",0,1,0,1,1,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,3,0
"MTFP1",7,0,0,0,2,2,0,0,0,0,4,0,8,4,0,2,0,0,0,2,0,8,19,0
"RP4-539M6.22",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SEC14L4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SEC14L6",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAL3ST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PES1",20,2,0,0,0,1,1,1,1,0,1,4,10,0,0,4,0,1,2,0,6,4,81,1
"TCN2",90,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,20,1,11,13
"SLC35E4",3,0,0,1,1,0,0,2,0,0,0,0,4,1,0,3,0,0,0,0,0,2,53,5
"DUSP18",9,4,0,1,0,0,2,1,0,0,1,0,11,3,0,0,0,2,0,0,5,2,84,3
"OSBP2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
"MORC2-AS1",1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,28,1
"MORC2",2,0,0,0,0,1,1,2,0,0,2,1,1,0,0,1,0,1,0,1,1,3,38,0
"TUG1",18,13,0,4,1,1,0,0,1,0,1,0,3,2,0,6,0,0,4,0,10,4,116,7
"SMTN",2,5,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,1,1,3,1,146,11
"SELM",59,163,2,0,1,0,2,1,0,1,1,2,31,5,1,13,0,1,0,29,7,24,137,43
"INPP5J",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PLA2G3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RNF185",6,3,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,14,0
"LIMK2",18,2,3,1,0,2,0,0,1,0,0,4,5,1,0,0,1,1,3,0,11,3,74,3
"PIK3IP1",13,4,7,1,1,8,8,6,3,2,4,2,99,14,6,31,6,2,0,0,1,59,27,2
"PIK3IP1-AS1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
"PATZ1",4,2,0,0,0,0,1,0,1,0,2,3,2,0,1,3,0,1,2,0,0,2,17,0
"LINC01521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"DRG1",25,6,1,3,3,0,5,2,4,1,0,0,22,6,1,6,3,0,1,1,15,11,96,13
"EIF4ENIF1",6,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,2,5,21,2
"SFI1",3,2,1,0,1,2,6,1,1,1,0,1,11,5,0,6,1,2,0,0,3,11,67,1
"PISD",12,0,0,0,1,0,1,0,1,0,0,0,6,1,0,1,0,0,2,1,3,4,62,2
"PRR14L",7,2,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,6,2,29,2
"DEPDC5",2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,10,0
"YWHAH",395,44,2,32,1,4,1,6,1,7,10,7,41,3,1,15,1,2,1,8,93,21,447,39
"SLC5A1",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"RFPL3S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RTCB",52,3,3,3,2,2,2,0,0,0,2,0,15,7,1,7,1,0,3,4,23,19,155,8
"FBXO7",49,9,4,7,2,3,1,0,1,4,2,2,54,9,1,16,2,1,4,5,21,26,137,9
"TIMP3",24,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,222,28
"LARGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0
"LL22NC03-32F9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ISX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP3-323A16.1",2,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,1
"HMGXB4",20,12,2,7,2,6,1,5,1,0,0,3,45,1,2,10,0,2,3,3,13,19,111,5
"RP3-510H16.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"TOM1",61,4,2,9,0,1,3,0,0,0,2,0,7,2,1,6,1,1,6,0,29,9,39,1
"CTA-286B10.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HMOX1",193,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0
"MCM5",26,6,1,2,1,1,3,2,1,0,3,3,7,0,0,1,1,0,3,1,8,4,67,0
"RASD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"MB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"APOL6",58,11,8,3,0,6,2,0,0,1,2,2,55,15,0,12,10,2,1,0,26,35,51,6
"RBFOX2",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,8
"RP1-78B3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CTA-212A2.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CTA-212A2.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"APOL3",48,3,3,2,0,9,3,1,1,6,2,0,45,6,1,10,4,0,0,0,18,13,3,7
"APOL4",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1
"APOL2",25,7,1,3,0,2,0,0,0,2,0,0,9,3,0,2,2,1,2,2,4,6,25,3
"APOL1",23,24,0,2,1,2,0,0,0,2,0,0,5,1,0,3,0,0,0,2,8,7,31,15
"MYH9",112,57,9,20,3,12,5,7,3,8,11,4,100,19,2,32,13,5,6,2,54,45,396,36
"RP5-1119A7.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TXN2",80,7,4,6,2,2,1,2,1,4,3,6,31,8,0,9,4,0,2,12,36,23,233,11
"FOXRED2",9,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,9,0
"EIF3D",102,21,7,19,3,6,7,4,6,7,11,8,114,16,5,35,14,3,11,7,38,57,459,15
"IFT27",15,6,0,2,0,0,1,1,0,0,1,0,14,0,0,0,1,0,0,2,5,7,122,6
"PVALB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NCF4",64,4,3,2,0,0,2,2,0,2,1,3,25,0,0,3,3,0,2,2,19,21,19,1
"CSF2RB",63,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,23,1,5,3
"TST",11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,171,1
"MPST",42,18,0,4,1,1,1,0,2,0,3,2,17,3,0,3,6,1,1,8,14,11,722,12
"KCTD17",8,1,1,1,0,3,0,0,1,0,2,0,6,2,0,2,0,1,0,1,1,5,7,3
"TMPRSS6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"IL2RB",2,1,6,1,5,9,3,3,12,4,9,0,77,23,0,33,36,9,0,0,4,94,9,1
"C1QTNF6",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"SSTR3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RAC2",59,7,18,6,3,36,18,6,12,21,28,22,216,48,6,51,18,11,7,17,21,145,69,4
"CYTH4",54,0,1,5,0,1,0,0,1,0,3,1,7,4,2,6,4,1,2,6,21,8,0,0
"ELFN2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MFNG",22,0,5,6,1,3,4,1,0,2,4,3,40,3,2,18,2,1,2,0,10,7,18,8
"CARD10",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,0
"CDC42EP1",13,18,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,202,16
"LGALS2",264,0,0,77,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,129,0,14,0
"GGA1",65,4,5,7,2,1,2,2,3,5,2,3,28,10,0,11,4,3,7,1,19,15,118,4
"SH3BP1",30,3,1,4,2,3,0,0,1,0,0,0,6,4,0,5,3,2,0,1,17,9,26,0
"LGALS1",2551,1096,9,266,3,43,20,4,26,5,50,14,170,38,1,34,34,20,23,128,961,136,554,480
"NOL12",4,0,0,2,1,0,0,1,1,0,0,0,8,0,0,4,0,0,1,0,3,4,35,1
"TRIOBP",14,8,0,2,0,0,0,0,3,0,1,0,8,0,1,0,1,0,1,2,5,1,89,13
"H1F0",34,19,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,10,0,284,8
"GCAT",5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,47,1
"ANKRD54",3,1,0,1,0,1,0,1,1,0,2,2,10,1,0,3,0,0,0,1,2,8,44,0
"EIF3L",159,33,10,48,4,8,11,5,11,6,5,17,194,16,6,55,21,10,35,16,63,76,465,16
"MICALL1",5,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,6,2
"C22orf23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"POLR2F",71,26,8,12,5,3,8,4,5,7,6,5,83,3,1,18,6,3,2,5,30,51,507,21
"RP5-1039K5.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PICK1",9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,42,2
"SLC16A8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAIAP2L2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,0
"CTA-228A9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLA2G6",0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,13,0
"CTA-228A9.4",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,7,0
"MAFF",246,35,2,25,3,6,1,0,7,2,0,0,18,7,0,5,8,3,0,2,65,5,375,21
"TMEM184B",7,7,1,1,0,2,0,0,1,1,2,0,17,1,0,3,2,2,1,3,4,4,49,13
"CSNK1E",26,17,1,1,0,0,0,0,1,0,2,0,10,2,0,4,1,0,1,2,9,5,162,13
"KDELR3",1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,43,4
"DDX17",91,12,2,5,1,3,4,4,2,2,5,7,41,7,3,15,4,2,18,7,21,28,231,23
"DMC1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0
"FAM227A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0
"CBY1",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29,4
"RP3-508I15.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TOMM22",101,13,6,22,0,7,3,3,4,5,7,8,85,14,4,23,10,3,5,10,40,39,428,20
"JOSD1",53,2,5,13,2,3,1,1,4,0,2,1,55,11,2,15,9,5,16,1,34,37,162,7
"GTPBP1",25,5,0,8,1,3,0,0,1,1,0,5,23,11,1,11,3,1,8,5,17,11,65,0
"RP3-508I15.18",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUN2",30,3,5,3,1,4,2,3,8,2,3,3,42,10,2,21,4,5,1,2,5,25,50,5
"RP3-508I15.14",5,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0
"RP3-508I15.21",6,0,2,0,0,2,0,1,2,0,1,0,4,1,0,0,0,0,2,3,3,2,16,1
"RP3-508I15.22",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3,0
"DNAL4",2,2,0,0,0,1,0,0,2,0,0,0,1,1,0,2,0,0,0,2,0,5,27,1
"NPTXR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CBX6",26,10,1,18,0,1,4,0,1,0,2,0,21,3,0,8,4,4,17,2,14,10,5,2
"APOBEC3A",23,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,91,0,8,0
"APOBEC3B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"APOBEC3B-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"APOBEC3C",45,13,5,9,1,5,8,2,1,1,4,0,35,14,0,7,6,0,2,10,8,26,3,2
"APOBEC3D",2,3,1,0,0,0,1,0,0,0,0,0,2,3,0,1,1,0,0,0,1,0,0,0
"APOBEC3F",2,2,0,1,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,1,1,1,0
"APOBEC3G",25,3,25,3,4,28,16,3,2,0,1,1,41,40,1,7,10,6,1,8,10,26,5,0
"APOBEC3H",6,0,4,0,0,15,4,3,1,1,1,0,23,12,0,4,0,2,0,1,0,4,4,0
"CBX7",2,1,1,0,0,1,1,1,0,0,0,0,15,2,2,4,1,2,0,3,1,7,18,2
"RP4-742C19.13",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,6,2,0
"PDGFB",22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,0,3,11
"RP3-333H23.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RPL3",2153,634,266,579,75,228,166,116,138,140,218,336,3638,417,134,1593,271,129,331,442,1049,1449,12832,397
"SYNGR1",3,2,0,1,0,3,0,0,2,0,1,4,0,2,0,0,5,2,0,1,5,1,2,1
"TAB1",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,13,1
"MGAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MIEF1",2,4,1,1,0,1,0,0,0,1,0,0,9,1,0,2,0,0,5,3,2,5,40,2
"ATF4",173,60,10,33,4,12,6,5,12,7,9,6,123,17,6,40,8,4,12,41,89,47,1077,45
"RPS19BP1",154,20,5,16,1,8,9,5,1,2,9,5,77,15,2,22,13,4,2,17,51,43,422,18
"CACNA1I",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GRAP2",1,2,5,0,0,9,2,1,1,2,2,0,28,10,0,12,0,0,0,0,0,8,2,0
"FAM83F",2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,50,0
"RP3-496C20.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"TNRC6B",27,12,11,3,1,6,3,4,2,2,4,7,61,7,4,24,3,0,7,2,5,36,91,6
"ADSL",20,6,3,4,1,3,0,1,1,0,4,0,24,4,0,8,0,2,2,2,11,14,75,5
"SGSM3",13,2,0,2,1,0,0,0,0,0,1,0,6,4,1,2,3,0,2,1,2,2,81,1
"RP5-1042K10.10",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
"MKL1",18,0,0,0,0,0,1,0,0,0,1,0,6,0,0,3,0,0,1,1,4,4,22,0
"RP4-591N18.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC25A17",3,3,0,0,0,1,0,1,0,0,1,2,5,1,0,1,0,0,1,1,1,5,20,0
"ST13",173,39,7,30,2,12,4,7,7,6,10,5,109,9,3,37,10,5,9,8,56,51,597,16
"XPNPEP3",8,1,0,0,0,0,0,1,0,1,0,1,2,0,1,2,0,0,0,1,1,2,42,0
"DNAJB7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBX1",234,36,6,33,4,13,4,7,5,11,11,10,120,16,3,35,11,6,20,16,117,59,630,29
"EP300",30,5,1,5,0,1,3,0,0,1,0,3,9,3,2,7,3,1,2,0,14,5,44,4
"L3MBTL2",7,1,0,0,0,1,1,0,0,0,1,0,6,1,0,3,0,0,1,0,3,6,17,0
"RP4-756G23.5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CHADL",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"RANGAP1",22,3,1,5,0,2,2,0,0,0,1,1,16,1,0,5,0,2,1,1,3,10,57,4
"ZC3H7B",12,6,0,1,1,1,1,0,1,1,0,0,12,1,0,4,1,0,2,0,3,1,34,0
"TEF",0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2
"CTA-223H9.9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOB2",30,10,3,1,1,4,0,0,0,4,3,0,33,5,0,10,3,0,7,1,8,25,192,6
"PHF5A",30,8,4,4,1,2,2,1,1,1,2,4,33,7,1,11,1,1,3,5,12,16,149,4
"ACO2",59,5,1,7,3,4,1,1,0,0,1,5,18,7,1,3,2,2,2,6,23,18,150,1
"POLR3H",13,2,0,5,0,0,0,1,0,0,0,0,10,1,0,7,0,0,0,1,4,2,56,2
"PMM1",10,10,1,0,0,1,1,1,1,0,2,0,11,2,0,2,1,0,0,0,3,8,55,0
"DESI1",54,3,0,5,1,1,4,0,1,2,1,1,11,4,0,2,0,1,3,1,20,11,96,5
