"","Anti-inflammatory macro/mono","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"FBF1",2,0,0,0,0,0,2,0,0,0,0,0,1,70,0
"ACOX1",3,0,2,0,1,0,1,0,0,0,0,2,1,1128,0
"TEN1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TEN1-CDK3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"EVPL",0,0,0,0,0,0,0,0,0,0,1,0,0,478,0
"SRP68",3,0,4,0,2,0,12,0,1,1,0,0,3,804,1
"ZACN",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GALR2",2,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"EXOC7",11,1,4,1,9,1,12,3,3,0,1,1,5,574,4
"FOXJ1",0,0,0,1,0,0,0,1,0,0,0,0,0,169,0
"RP11-449J21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNF157",0,1,0,0,0,1,2,1,1,0,0,0,0,219,0
"UBALD2",19,0,9,1,12,3,26,8,10,0,0,5,19,1696,11
"QRICH2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PRPSAP1",8,0,6,0,5,0,11,1,0,1,0,1,5,1036,0
"SPHK1",16,0,0,0,0,0,0,0,0,0,0,14,0,22,13
"UBE2O",3,1,0,0,1,0,3,0,1,0,0,0,0,387,1
"AANAT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RHBDF2",15,0,0,1,2,2,6,0,1,2,1,3,0,398,1
"CYGB",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PRCD",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"RP11-666A8.8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ST6GALNAC2",0,0,0,0,0,0,2,0,0,0,0,0,0,58,1
"ST6GALNAC1",1,0,2,0,0,0,3,0,0,0,0,0,1,3273,0
"RP11-318A15.2",0,0,0,0,1,0,1,0,0,0,0,0,1,28,0
"MXRA7",1,0,2,0,1,0,1,3,0,0,0,0,0,199,2
"JMJD6",12,2,10,8,9,1,16,4,1,1,3,5,6,968,2
"METTL23",7,3,8,0,8,1,16,3,3,2,0,0,13,934,0
"SRSF2",59,4,53,16,51,10,105,33,25,9,13,30,44,7833,15
"MFSD11",10,0,6,2,4,0,6,1,2,0,0,2,2,463,0
"MGAT5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SEC14L1",8,0,7,1,5,1,8,2,2,0,0,3,4,383,21
"RP11-285E9.6",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-285E9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SEPT9",15,1,14,5,28,5,58,9,28,3,7,4,34,2506,9
"RP11-936I5.1",0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
"FLJ45079",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TNRC6C",1,0,1,0,1,0,5,1,2,0,1,0,2,89,0
"TMC6",12,0,8,2,11,3,20,2,5,1,2,3,13,932,1
"TMC8",6,0,7,0,5,0,14,4,2,0,0,0,9,988,1
"C17orf99",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"SYNGR2",58,0,10,1,13,7,11,6,4,1,0,7,20,8906,8
"TK1",21,1,0,0,0,0,0,0,1,0,0,1,4,2340,0
"AFMID",0,0,1,0,3,2,2,0,0,0,0,0,1,574,0
"BIRC5",6,0,3,0,0,1,3,0,1,0,0,0,0,2214,1
"RP11-219G17.4",0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
"AC061992.2",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"SOCS3",107,1,10,0,12,10,33,3,8,0,3,85,26,249,33
"RP11-806H10.4",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
"PGS1",2,0,2,2,1,1,6,0,1,0,0,3,1,172,1
"DNAH17",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CTD-2357A8.3",1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"CYTH1",15,0,3,1,4,3,16,3,10,2,1,11,7,391,5
"USP36",19,1,7,1,12,2,27,6,6,0,0,2,11,738,0
"TIMP2",47,0,0,0,0,0,0,0,0,0,0,1,1,109,10
"LGALS3BP",31,0,1,1,4,0,10,1,5,0,0,1,8,9775,0
"CANT1",2,1,2,0,3,0,2,1,0,0,0,1,1,1151,2
"C1QTNF1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"C1QTNF1",1,0,0,0,0,0,0,0,0,0,0,0,0,129,0
"ENGASE",4,0,0,0,1,0,2,1,0,0,0,0,0,809,1
"RBFOX3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HP09025",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENPP7",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CBX2",0,0,0,0,1,0,1,0,0,0,0,1,2,78,1
"CBX8",0,0,0,0,0,0,0,0,0,0,0,0,0,194,0
"RP11-353N14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"RP11-353N14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CBX4",2,0,3,0,2,1,6,5,0,0,0,0,1,1246,1
"RP11-353N14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"RP11-353N14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"TBC1D16",3,0,0,0,0,0,2,0,0,0,0,0,0,304,2
"RP11-353N14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CCDC40",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"GAA",32,0,3,0,0,0,3,0,1,0,0,3,1,1369,2
"EIF4A3",55,1,6,0,9,3,21,5,6,0,3,30,11,2328,0
"RP11-334C17.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CARD14",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-334C17.5",0,0,0,0,1,0,1,0,2,0,0,1,0,48,0
"SGSH",4,0,0,0,1,0,1,0,0,0,0,1,2,178,0
"SLC26A11",6,0,1,0,2,0,0,0,0,0,0,1,2,53,0
"RNF213",24,2,10,4,11,2,30,8,13,4,0,2,23,1225,12
"CTD-2047H16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"ENDOV",2,1,1,0,3,2,6,3,1,0,1,2,5,369,1
"CTD-2526A2.2",0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"RPTOR",2,0,0,0,1,0,1,0,0,0,1,1,1,138,0
"CHMP6",3,0,1,0,5,0,9,2,4,0,0,0,9,358,2
"CTD-2561B21.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CTD-2561B21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"BAIAP2-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,119,1
"BAIAP2",11,0,0,0,0,0,2,0,1,0,0,0,0,1046,3
"AATK",1,0,0,0,0,0,0,0,0,0,0,0,0,77,1
"CEP131",2,1,0,0,2,0,2,0,1,0,0,0,0,188,0
"ENTHD2",0,0,0,0,3,0,2,1,0,0,0,0,1,175,0
"C17orf89",20,2,15,3,9,2,26,2,8,1,3,4,17,5137,7
"SLC38A10",4,0,2,0,0,1,3,0,2,0,0,1,4,1255,2
"RP11-455O6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LINC00482",0,0,0,0,0,0,0,0,0,0,0,1,0,10,0
"TMEM105",0,0,0,0,0,0,0,0,0,0,0,0,0,148,0
"RP11-455O6.9",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RP11-1055B8.9",0,1,0,0,0,0,0,0,0,0,0,0,0,72,1
"RP11-1055B8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-1055B8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-1055B8.10",1,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-1055B8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"BAHCC1",0,0,0,0,0,0,0,0,0,0,0,0,0,88,1
"RP13-766D20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ACTG1",581,34,198,81,449,30,791,83,123,13,25,117,406,135551,259
"FSCN2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAAP100",1,0,3,0,2,0,2,2,0,0,0,1,2,368,0
"NPLOC4",8,0,1,1,0,0,4,0,0,0,0,0,2,593,2
"TSPAN10",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"PDE6G",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"OXLD1",7,0,5,1,2,0,9,0,3,1,1,0,6,1318,2
"CCDC137",2,0,1,0,2,0,2,2,1,0,0,0,2,531,2
"ARL16",7,0,2,0,4,0,7,2,1,1,1,0,4,1176,3
"HGS",9,0,1,1,2,2,9,2,4,0,1,1,3,1039,1
"RP13-1032I1.11",0,0,0,0,1,0,0,0,0,0,0,0,0,11,0
"RP13-1032I1.7",0,0,1,0,0,0,3,1,1,1,0,0,3,133,0
"MRPL12",29,1,5,1,14,0,13,5,4,1,0,8,8,8868,11
"SLC25A10",2,0,1,0,0,0,2,0,2,0,0,1,0,1553,0
"GCGR",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAM195B",31,0,12,4,17,2,29,5,7,1,4,6,17,771,12
"PPP1R27",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"P4HB",87,3,16,6,30,2,52,14,8,0,1,15,22,18084,14
"RP11-498C9.2",0,0,1,0,0,0,1,0,0,0,0,0,0,17,0
"RP11-498C9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"ARHGDIA",68,3,19,9,34,5,60,13,27,4,3,17,39,4537,18
"RP11-498C9.15",0,0,1,0,0,0,1,0,0,0,0,1,0,120,1
"ALYREF",5,1,1,0,1,0,2,1,1,0,1,0,0,883,1
"ANAPC11",70,1,14,1,26,6,48,9,16,1,4,23,32,9601,24
"NPB",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PCYT2",2,0,1,0,3,0,3,0,1,0,0,0,3,869,1
"SIRT7",2,0,2,2,6,1,13,4,3,2,0,1,7,969,0
"MAFG",11,0,3,1,7,2,4,0,2,0,0,2,3,1001,4
"MAFG-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,124,0
"PYCR1",0,0,1,1,1,1,1,0,0,0,0,0,1,3034,2
"RP11-498C9.13",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"MYADML2",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"NOTUM",0,0,1,0,0,0,0,0,0,0,0,0,0,35,0
"ASPSCR1",7,2,13,2,3,1,8,2,4,0,1,1,9,882,3
"STRA13",26,0,16,1,15,2,12,9,3,0,0,4,9,5476,5
"LRRC45",1,0,1,0,1,0,0,0,0,0,0,0,3,294,1
"RAC3",0,0,1,0,0,0,2,0,0,0,0,0,0,99,0
"DCXR",26,0,22,1,15,3,29,10,3,1,1,6,13,3417,2
"RP13-650J16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RFNG",4,0,0,0,1,0,3,0,0,0,0,0,1,300,1
"GPS1",14,0,4,0,10,2,14,1,1,0,0,4,9,1405,0
"DUS1L",7,3,1,0,2,1,5,1,4,0,1,3,3,2551,4
"FASN",6,0,1,0,3,3,6,1,0,1,1,2,2,5532,4
"CCDC57",10,0,7,1,13,1,10,4,4,0,0,0,4,546,0
"RP11-1376P16.1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SLC16A3",84,0,3,3,4,0,14,3,3,0,0,9,8,2593,2
"CSNK1D",13,0,14,0,14,2,17,4,2,0,2,1,10,1393,2
"RP13-516M14.10",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RP13-516M14.4",0,0,1,0,0,0,3,1,0,0,0,0,0,14,0
"RP13-516M14.1",2,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"CD7",2,10,190,14,60,0,158,62,40,9,11,0,260,51,0
"SECTM1",1,0,0,0,0,0,2,0,0,0,0,0,0,6,0
"TEX19",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP13-20L14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OGFOD3",6,0,3,0,2,0,3,1,1,0,1,3,6,1045,0
"HEXDC",2,0,2,1,1,0,3,1,2,0,0,1,6,331,0
"C17orf62",19,1,10,2,8,1,14,3,4,0,1,6,8,565,2
"RP13-20L14.6",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"NARF",16,0,2,5,6,0,17,4,1,2,0,3,9,1179,4
"RP13-991F5.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FOXK2",3,0,0,0,2,0,1,0,0,0,0,0,0,544,0
"RP13-638C3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"WDR45B",23,1,4,2,5,1,14,3,4,1,0,4,7,2621,2
"RAB40B",0,0,3,0,1,0,2,0,0,0,0,0,1,1094,1
"RP11-388C12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FN3KRP",7,0,2,0,2,2,4,2,1,0,1,0,5,656,0
"FN3K",0,0,0,0,0,0,0,0,0,0,0,0,0,171,0
"TBCD",5,3,4,1,6,0,7,13,1,0,1,1,6,589,9
"ZNF750",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"RP11-497H17.1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"B3GNTL1",2,0,0,0,0,0,5,2,0,0,1,0,1,155,0
"METRNL",21,1,5,2,2,1,10,4,0,1,1,16,3,652,0
"AC144831.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC144831.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"USP14",4,0,5,0,5,5,10,1,1,0,0,0,5,1536,1
"THOC1",0,0,1,0,0,0,2,0,1,0,0,0,4,352,3
"RP11-705O1.8",0,0,0,0,0,0,1,0,0,0,0,0,0,15,0
"COLEC12",4,0,0,0,1,0,2,0,0,0,0,0,0,16,0
"CLUL1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-806L2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TYMS",10,0,3,0,4,2,2,0,0,0,0,1,3,1334,0
"ENOSF1",6,0,1,0,1,0,4,1,0,0,0,0,3,635,1
"YES1",0,0,0,0,0,0,0,0,0,2,0,0,0,1090,6
"RP11-769O8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-672L10.6",0,1,0,0,0,0,0,0,0,0,0,0,0,60,0
"ADCYAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"METTL4",1,0,5,0,0,2,4,1,2,0,1,1,0,237,0
"NDC80",1,0,1,0,0,0,3,0,0,0,0,0,0,142,0
"SMCHD1",11,2,10,2,8,5,28,5,16,1,0,7,18,514,1
"EMILIN2",23,0,0,1,0,0,2,0,0,0,0,5,0,284,0
"LPIN2",4,1,4,0,16,0,25,3,6,0,1,0,14,397,0
"RP11-737O24.1",0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"MYOM1",0,0,0,0,0,0,0,1,1,0,0,0,0,18,0
"RP13-270P17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP13-270P17.3",0,0,1,0,0,0,1,0,0,0,0,0,0,121,0
"MYL12A",191,8,100,23,162,16,288,44,56,12,25,55,135,13133,46
"RP13-270P17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"MYL12B",103,13,46,29,124,12,206,53,48,3,10,43,98,25821,65
"RP11-838N2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGIF1",25,4,8,0,12,1,10,3,3,0,1,17,9,10174,5
"GAPLINC",5,0,0,0,0,0,0,0,0,0,0,0,0,81,0
"DLGAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"DLGAP1-AS1",3,0,1,0,7,1,3,0,0,0,1,2,3,433,1
"DLGAP1-AS2",0,1,1,1,1,0,0,0,0,0,0,0,0,589,3
"RP11-874J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
"LINC00526",0,0,0,1,0,0,1,0,0,0,0,0,0,81,0
"LINC00667",7,0,2,0,2,0,3,1,0,0,0,1,3,434,2
"ZBTB14",0,0,0,0,0,0,1,0,1,0,1,0,3,97,0
"EPB41L3",6,0,0,0,0,0,0,0,0,0,0,5,0,0,1
"L3MBTL4",1,0,0,0,0,0,0,0,0,0,0,0,0,93,0
"L3MBTL4-AS1",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-91I8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ARHGAP28",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"LINC00668",0,0,0,0,0,0,0,0,0,0,0,0,1,1618,0
"LAMA1",0,0,0,0,0,0,0,0,0,0,0,0,0,185,0
"PTPRM",1,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"RAB12",3,0,0,0,0,0,0,0,0,0,0,0,0,82,1
"GACAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"MTCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
"NDUFV2",58,2,19,6,36,4,100,14,17,1,6,28,57,7973,11
"RP11-143J12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NDUFV2-AS1",1,0,2,0,2,0,9,0,1,0,0,0,1,53,0
"ANKRD12",12,2,16,4,25,7,59,8,21,4,3,5,43,621,3
"TWSG1",3,0,4,1,0,0,1,0,0,0,0,1,0,408,2
"RP11-61L19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RALBP1",14,1,7,2,13,2,19,1,3,0,0,3,6,2874,13
"PPP4R1",2,0,2,0,1,0,1,0,1,0,0,0,0,439,1
"PPP4R1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAB31",71,0,0,0,0,0,0,0,0,0,0,19,0,8,5
"RP11-474N24.6",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"VAPA",53,3,16,5,29,4,44,13,17,2,3,17,22,5070,17
"RP11-419J16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"APCDD1",0,0,0,0,0,1,0,0,0,0,0,0,0,1131,7
"NAPG",4,0,0,1,0,1,3,0,2,0,0,1,0,1001,2
"GNAL",0,0,0,0,0,0,0,0,0,0,1,0,0,19,0
"CHMP1B",181,5,11,5,19,13,34,11,13,3,5,92,27,3234,4
"RP11-78A19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"RP11-78A19.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MPPE1",9,0,3,2,3,1,10,3,0,0,0,1,5,378,1
"RP11-820I16.4",2,0,0,0,0,0,0,0,1,0,0,1,1,107,0
"IMPA2",5,0,1,0,0,0,0,0,0,0,0,0,0,2038,0
"RP11-820I16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-64C12.8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TUBB6",5,0,0,0,0,0,0,0,0,0,0,1,0,36,5
"AFG3L2",3,1,4,0,1,2,2,1,2,1,0,1,2,2119,2
"PRELID3A",2,0,0,0,0,0,0,0,0,0,0,0,0,162,0
"RP11-861E21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"SPIRE1",1,0,0,0,0,0,0,0,0,0,0,0,0,59,0
"PSMG2",29,0,12,0,14,3,26,3,6,1,0,5,17,3918,4
"CEP76",0,0,0,0,0,0,1,0,0,0,0,0,2,124,0
"RP11-973H7.4",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-973H7.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PTPN2",10,1,5,2,12,4,22,8,3,1,2,14,18,1478,1
"SEH1L",7,0,3,0,1,0,2,1,0,0,0,2,1,1146,2
"CEP192",0,0,0,0,0,0,0,1,0,0,0,0,1,138,0
"RP11-794M8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LDLRAD4",8,1,12,2,40,13,71,16,4,3,2,9,12,376,1
"RP11-53B2.3",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"RP11-701H16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FAM210A",1,0,0,0,0,0,1,0,1,0,0,1,1,676,1
"RNMT",10,1,10,2,11,4,14,4,5,1,0,10,10,890,2
"ZNF519",0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"CYP4F35P",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"POTEC",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"ANKRD30B",0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-1157N2--B.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC01443",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ROCK1",14,1,16,3,24,3,27,8,6,0,0,4,17,967,7
"GREB1L",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ESCO1",6,0,3,0,1,0,2,1,0,0,0,1,0,270,0
"SNRPD1",33,1,13,7,22,4,37,3,8,0,2,6,26,10064,13
"ABHD3",5,1,3,0,3,1,5,5,3,0,0,0,6,1274,1
"MIB1",1,0,0,0,1,0,2,0,0,0,0,0,2,406,4
"RP11-595B24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
"GATA6-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,205,0
"GATA6",0,1,0,0,0,0,1,0,0,0,0,0,0,619,0
"RP11-627G18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"RP11-535A5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-739L10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-370A5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"RBBP8",7,0,0,0,3,1,4,0,1,0,0,1,2,448,0
"CABLES1",0,0,0,0,0,0,0,0,1,0,0,0,0,167,1
"TMEM241",0,0,1,0,0,0,0,0,0,0,0,0,0,180,0
"RP11-17J14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"RIOK3",4,0,1,1,4,0,6,6,3,0,1,4,4,1835,3
"C18orf8",5,0,0,0,1,0,2,0,0,0,0,0,1,334,0
"NPC1",7,0,1,0,1,0,4,0,0,0,0,0,1,588,0
"ANKRD29",0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
"LAMA3",1,0,0,0,1,0,1,0,1,0,0,1,0,2718,0
"RP11-403A21.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TTC39C",4,2,7,1,20,0,39,4,14,0,0,0,23,578,1
"TTC39C-AS1",0,0,0,0,1,0,7,1,5,0,0,0,0,7,0
"CABYR",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"RP11-799B12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"OSBPL1A",6,0,0,0,0,0,0,0,0,0,0,0,0,251,0
"RP11-621L6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"IMPACT",5,0,4,0,2,0,4,0,1,0,0,2,6,752,0
"HRH4",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"RP11-449D8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ZNF521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SS18",4,1,5,0,2,1,4,1,1,0,1,1,3,579,1
"TAF4B",0,0,0,0,0,0,0,0,2,0,0,0,0,268,0
"KCTD1",0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
"PCAT18",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DSC3",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"DSC2",2,0,0,0,0,0,1,1,1,0,0,0,0,1465,0
"DSCAS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-408H20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DSG1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DSG1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"DSG4",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"DSG3",1,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"RP11-650P15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DSG2",1,0,0,0,0,1,2,0,0,0,0,0,1,6228,0
"DSG2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TTR",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"B4GALT6",0,0,0,0,0,0,0,0,0,0,0,0,0,129,1
"RP11-549B18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"TRAPPC8",2,1,2,0,0,0,1,1,0,0,0,1,2,271,0
"RP11-326K13.4",0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
"RNF125",2,0,3,3,2,0,6,3,4,0,1,0,4,136,1
"RP11-53I6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RNF138",0,1,3,0,3,0,8,4,3,0,0,0,4,766,0
"RP11-53I6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GAREM1",0,0,0,0,0,0,0,0,0,0,0,0,0,244,0
"MEP1B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC021224.1",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"DTNA",2,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"MAPRE2",11,1,7,1,3,2,10,3,2,3,1,1,5,594,3
"RP11-294N21.3",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF397",3,1,0,0,0,1,2,0,1,0,0,1,1,318,0
"ZSCAN30",1,0,0,0,0,0,1,1,0,0,0,0,0,57,0
"RP11-158H5.8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-158H5.7",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"ZNF24",3,0,3,1,4,3,6,1,1,0,1,1,4,679,2
"ZNF396",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"RP11-322E11.2",0,0,0,0,0,1,0,0,0,0,0,0,0,25,0
"RP11-322E11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-322E11.6",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"INO80C",6,0,1,0,2,0,3,2,1,0,0,1,4,2752,2
"GALNT1",10,0,2,0,4,2,6,2,0,0,0,6,1,2692,7
"RP11-873E20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
"C18orf21",5,0,0,0,2,0,3,0,1,0,0,0,2,646,3
"RPRD1A",0,0,0,0,0,0,4,2,3,0,0,0,1,841,2
"SLC39A6",5,1,7,0,3,1,8,1,2,0,0,2,2,793,1
"ELP2",4,1,7,1,6,0,6,2,1,2,0,0,5,883,1
"RP11-49I11.1",0,0,0,0,1,0,0,0,0,0,0,0,0,455,1
"MOCOS",1,0,0,0,0,0,0,0,0,0,0,0,0,192,0
"FHOD3",0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
"TPGS2",7,0,5,0,5,2,11,2,4,1,0,0,7,2409,3
"KIAA1328",0,0,2,0,3,0,0,0,0,0,0,1,1,138,0
"RP11-95O2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-244M2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
