"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"CTD-2576D5.4",0,1,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,1,2,1,0
"RP11-1212A22.4",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"MIR3179-3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"NOMO2",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0
"RPS15A",3298,12188,154,226,1866,117,195,329,113,1626,416,122,504,354,644,1297,1125,1878,28347,2804,561
"RP11-1035H13.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ARL6IP1",385,256,4,14,49,1,4,31,4,50,9,4,6,10,13,43,69,60,2253,108,25
"SMG1",58,92,1,3,8,1,2,2,1,13,0,0,3,5,0,10,9,13,436,34,5
"CTD-2288F12.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"TMC7",1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,134,10,1
"RP11-626G11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-626G11.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
"COQ7",12,40,0,2,7,0,1,1,1,7,3,0,5,0,1,6,5,6,185,11,5
"RP11-626G11.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-626G11.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ITPRIPL2",60,164,0,0,21,0,0,2,0,2,0,3,0,0,0,14,8,2,181,37,5
"RP11-626G11.3",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
"SYT17",11,11,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,12,2,0
"CTA-363E6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"TMC5",7,15,1,0,3,0,1,2,0,0,1,0,0,1,1,3,1,1,1296,0,1
"GDE1",70,223,0,3,20,0,3,2,1,7,4,4,2,1,5,26,11,15,248,34,13
"CCP110",19,38,0,1,6,2,0,1,0,3,2,0,1,0,0,9,3,1,162,8,4
"C16orf62",49,67,0,3,5,0,0,20,0,3,0,0,0,0,0,7,5,4,28,26,3
"AC002550.6",0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0
"KNOP1",29,144,1,1,12,0,1,9,0,2,1,2,0,1,0,33,2,6,339,47,9
"AC002550.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQCK",5,40,0,0,2,0,0,4,0,1,0,1,0,0,0,5,0,4,92,23,5
"GPRC5B",3,33,0,0,4,0,0,10,0,0,0,0,0,0,0,5,1,0,4,52,1
"GP2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ACSM5",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"ACSM2A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACSM2B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"ACSM3",2,9,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,0
"ACSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"THUMPD1",50,123,1,2,28,1,2,7,3,13,3,0,2,2,1,14,14,12,217,25,5
"ERI2",11,18,0,0,3,0,0,0,0,1,1,0,0,1,0,1,2,0,79,3,0
"AC004381.6",0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,11,3,1
"DCUN1D3",16,24,0,1,6,0,0,0,0,1,0,0,0,0,0,5,17,1,46,17,2
"LYRM1",34,87,2,1,20,0,5,4,1,10,2,0,1,1,2,12,10,17,320,40,7
"DNAH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
"TMEM159",18,95,0,2,14,0,0,0,0,8,0,4,1,1,1,9,5,8,154,5,18
"ANKS4B",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,219,0,0
"CRYM",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"CRYM-AS1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0
"NPIPB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CTB-31N19.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"METTL9",82,507,0,6,67,1,9,14,3,37,6,3,5,5,6,53,65,68,587,127,25
"IGSF6",343,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,112,0,9,0,0
"OTOA",261,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,5,1,0
"RP11-645C24.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NPIPB4",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0
"UQCRC2",169,409,1,11,65,1,8,9,2,31,10,1,6,4,22,65,48,55,1019,95,32
"CTD-2649C14.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"C16orf52",11,39,0,1,1,0,1,6,0,0,0,0,1,0,0,2,2,2,62,13,2
"SDR42E2",2,9,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,1,18,5,0
"EEF2K",33,30,0,1,6,0,0,2,0,2,0,0,0,1,0,2,2,4,96,20,6
"POLR3E",14,47,1,1,4,1,0,2,0,4,1,0,3,1,0,9,2,8,167,9,2
"CDR2",12,44,0,0,11,0,0,0,0,3,1,0,0,1,1,5,1,5,207,10,4
"RP11-21M24.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-21M24.2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0
"NPIPB5",10,16,0,0,1,0,0,0,0,5,1,0,0,1,0,3,1,3,31,2,0
"RP11-105C19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HS3ST2",98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"USP31",8,33,0,0,6,0,0,4,0,0,0,0,0,0,1,1,0,1,48,22,2
"COG7",9,42,0,0,5,0,0,1,1,4,0,0,0,0,0,6,5,1,121,8,0
"CTD-2270L9.4",5,36,0,1,5,0,0,1,0,0,1,0,0,1,0,3,2,0,58,6,0
"GGA2",115,112,2,7,12,0,1,1,2,10,3,0,1,0,0,11,17,18,203,26,3
"EARS2",8,27,0,0,1,0,0,0,0,2,0,1,0,0,0,2,1,2,61,5,3
"UBFD1",16,66,0,0,6,0,0,1,0,0,0,0,1,0,2,6,4,0,97,15,1
"NDUFAB1",252,688,2,10,77,3,6,23,6,34,5,2,6,12,44,108,64,52,2357,151,54
"PALB2",9,13,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,42,4,1
"DCTN5",26,79,1,0,6,0,1,4,0,6,1,0,0,2,1,8,4,6,224,19,7
"PLK1",2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,159,5,0
"CTD-2196E14.5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"ERN2",10,20,1,0,2,0,1,0,0,1,1,0,0,1,3,2,3,4,514,4,1
"CTD-2385L22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CHP2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0
"PRKCB",41,5,0,3,0,2,1,0,2,15,0,2,3,2,0,0,23,6,5,0,0
"RBBP6",62,190,2,1,24,2,3,8,0,14,3,5,3,10,0,18,15,17,431,45,10
"TNRC6A",39,118,3,1,11,2,1,4,0,15,3,0,3,2,0,24,13,17,268,36,17
"CTD-2515A14.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP17",42,69,0,2,13,0,0,4,0,3,1,1,0,1,0,20,11,1,188,32,11
"RP11-266L9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LCMT1-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LCMT1",39,139,3,0,21,0,2,8,0,11,5,0,1,5,1,18,6,15,256,20,9
"LCMT1-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AQP8",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ZKSCAN2",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,2,0
"CTD-2547G23.4",1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,3,24,1,0
"AC002331.1",4,3,0,0,1,0,0,0,0,8,9,0,0,0,0,0,1,117,6,1,0
"KDM8",2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,8,2,0
"CTD-3203P2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NSMCE1",80,340,1,2,27,1,3,7,13,35,6,2,11,12,13,35,14,29,721,53,22
"FLJ21408",7,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,12,0,0
"CTD-3203P2.3",4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,1,0
"IL4R",59,109,1,1,9,0,8,3,1,11,1,3,3,7,1,19,17,49,175,80,3
"IL21R",7,1,0,0,0,0,0,0,0,4,0,0,6,0,0,0,1,22,0,0,0
"IL21R-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"GTF3C1",23,58,0,0,8,0,1,1,0,3,1,0,1,3,0,13,4,5,92,16,1
"KIAA0556",6,13,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,32,4,1
"CTD-2049O4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"XPO6",39,68,0,1,3,1,0,4,0,6,1,0,2,0,0,7,3,1,187,18,2
"RP11-57A19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SBK1",0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0
"NPIPB6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
"EIF3CL",0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,7,0,0
"NPIPB7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CLN3",62,132,1,2,20,0,3,6,0,13,0,3,2,1,1,13,13,9,329,26,5
"APOBR",76,0,0,6,0,0,1,0,2,5,0,0,0,1,0,0,15,3,35,0,0
"IL27",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"NUPR1",950,1539,0,1,347,0,1,34,0,0,1,28,0,0,0,132,6,3,124,31,121
"RP11-666O2.2",1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,23,1,2
"SGF29",12,56,0,1,7,0,1,0,1,6,2,2,1,2,0,7,4,7,106,15,4
"SULT1A2",1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
"SULT1A1",101,47,0,5,41,1,0,1,0,3,1,0,1,1,3,17,35,3,388,2,9
"EIF3C",9,17,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,2,40,2,1
"RP11-1348G14.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"RP11-1348G14.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"RP11-1348G14.8",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
"ATXN2L",34,80,0,2,3,1,2,5,0,10,1,0,2,1,0,11,7,12,285,27,4
"TUFM",206,759,2,10,95,5,3,28,3,47,10,6,4,9,37,94,49,74,1590,153,45
"SH2B1",18,47,0,0,10,0,1,0,0,4,1,1,1,0,1,8,2,6,152,16,5
"RP11-22P6.2",1,8,0,0,0,0,1,1,0,3,0,0,0,1,0,2,0,1,20,2,0
"ATP2A1",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0
"ATP2A1-AS1",1,9,0,0,1,0,0,2,0,0,2,0,0,0,0,3,1,1,17,0,1
"RABEP2",18,90,1,1,6,0,2,1,0,2,0,1,0,0,0,6,3,10,107,22,2
"CD19",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NFATC2IP",43,95,0,0,16,2,0,3,0,15,3,2,2,1,0,8,7,10,266,53,8
"RP11-264B17.4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0
"SPNS1",77,214,1,4,28,1,2,5,3,12,4,2,2,3,3,26,29,12,242,50,4
"LAT",23,12,3,4,2,2,11,0,5,57,14,0,9,4,0,1,8,112,18,2,0
"RP11-264B17.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-426C22.5",4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"RP11-426C22.4",1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"RP11-426C22.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-426C22.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-231C14.7",2,11,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,6,2,0
"NPIPB11",1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,2,0
"BOLA2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RP11-345J4.5",14,23,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,103,2,0
"SLX1B",0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,1,15,1,0
"SULT1A4",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
"RP11-345J4.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0
"SPN",53,2,2,0,0,1,7,0,2,33,5,0,4,9,0,0,8,27,3,1,0
"QPRT",10,124,0,0,53,0,0,0,0,0,0,0,0,0,0,11,0,1,2,0,0
"C16orf54",15,0,0,1,0,1,0,0,0,6,3,0,1,2,0,0,2,2,1,0,0
"AC009133.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"KIF22",17,136,0,0,20,0,0,4,3,4,2,0,0,1,1,18,6,9,196,20,8
"AC009133.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1
"MAZ",83,175,0,0,18,0,0,2,0,3,2,0,4,4,2,19,9,8,378,55,5
"AC009133.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AC009133.12",6,12,0,0,0,0,0,0,0,1,0,1,0,0,1,7,1,0,363,2,2
"PRRT2",0,18,0,1,3,0,0,0,0,0,0,0,0,0,0,9,0,3,15,1,8
"PAGR1",7,17,0,0,2,0,1,1,1,0,1,1,0,0,0,2,1,0,41,3,0
"MVP",149,519,0,5,73,1,5,13,4,29,3,4,5,6,11,74,46,45,2080,92,28
"CDIPT",70,421,1,2,59,2,3,10,4,16,6,1,3,6,3,40,15,41,416,64,25
"CTD-2574D22.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CDIPT-AS1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"SEZ6L2",14,243,0,0,12,0,0,1,0,0,0,1,0,0,2,21,1,0,157,12,4
"ASPHD1",5,131,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,92,0,0
"KCTD13",7,49,0,0,3,0,0,0,0,2,1,0,0,1,1,6,2,3,68,6,1
"CTD-2574D22.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM219",428,660,2,16,111,3,3,12,5,36,4,5,4,9,28,66,92,53,1429,188,36
"TAOK2",16,47,0,1,6,0,1,3,0,1,0,0,0,0,1,4,1,4,153,56,3
"HIRIP3",15,41,1,1,12,0,0,1,1,2,2,1,1,2,1,12,5,6,193,7,8
"INO80E",45,102,0,1,21,2,2,4,0,9,2,0,0,4,1,14,2,12,237,30,7
"DOC2A",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,0
"FAM57B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0
"ALDOA",1993,5356,15,53,376,10,38,75,27,196,35,37,35,44,308,546,571,318,13746,556,209
"CTD-2515O10.5",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0
"PPP4C",243,490,4,14,57,3,6,18,2,42,9,7,9,8,12,79,79,65,1587,146,27
"TBX6",1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3,0
"YPEL3",63,204,1,4,26,1,1,7,4,12,5,3,5,6,0,20,16,29,234,52,9
"RP11-455F5.3",0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,5,2,0
"GDPD3",6,18,0,0,2,0,0,2,0,0,0,0,1,0,7,1,0,0,421,11,2
"RP11-455F5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"RP11-455F5.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MAPK3",35,149,0,0,35,0,0,6,0,5,2,1,0,0,11,19,9,2,732,71,6
"CORO1A",356,45,21,42,7,11,69,1,2,341,52,0,40,53,12,1,201,436,688,13,1
"RP11-455F5.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0
"BOLA2B",21,30,1,1,4,0,0,0,0,1,0,0,0,2,6,3,0,4,204,12,0
"SLX1A",3,6,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,2,38,6,1
"SULT1A3",2,10,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,121,6,0
"RP11-347C12.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-347C12.1",1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7,4,0
"CD2BP2",93,263,0,5,37,3,3,7,0,18,3,1,7,7,0,30,14,33,579,61,18
"RP11-347C12.10",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1
"TBC1D10B",31,42,0,1,6,0,0,1,0,8,0,1,0,1,0,5,10,2,119,17,1
"RP11-347C12.11",2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYLPF",3,12,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,13,1,0
"ZNF48",0,10,0,0,0,0,1,0,2,2,1,0,0,0,0,6,0,2,34,4,0
"SEPT1",7,54,5,1,15,3,5,2,0,61,10,1,12,8,0,8,5,57,87,3,6
"ZNF771",3,58,0,0,6,0,1,1,0,1,0,1,1,0,0,2,0,0,43,17,1
"DCTPP1",67,142,1,5,20,0,1,11,1,11,3,3,0,3,7,13,5,15,710,48,9
"SEPHS2",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"ITGAL",17,1,1,1,0,0,1,0,0,15,0,0,0,3,0,0,8,8,1,0,0
"RP11-297C4.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-297C4.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF768",22,34,0,0,2,1,0,0,0,1,0,0,0,0,0,5,1,1,144,13,5
"ZNF747",6,27,0,0,7,0,0,1,0,0,1,1,1,0,0,2,4,1,35,10,2
"AC002310.12",4,7,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,46,3,1
"ZNF764",2,9,0,0,2,0,0,0,0,4,0,0,1,0,0,1,1,1,12,6,1
"ZNF688",34,101,1,1,11,2,2,2,0,10,3,1,0,3,2,12,3,13,145,12,9
"AC002310.7",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"ZNF785",5,25,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,4,51,8,3
"RP11-146F11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF689",8,23,0,1,4,0,0,0,1,0,0,0,1,0,0,2,0,2,30,5,1
"PRR14",36,86,0,1,9,0,2,3,0,5,0,2,0,1,0,11,4,15,169,32,4
"FBRS",20,62,2,2,13,0,2,1,2,7,2,2,0,2,0,7,7,15,160,19,3
"RP11-146F11.1",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,4,0
"SRCAP",3,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,21,1,0
"RP11-2C24.9",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,46,0,0
"PHKG2",45,93,1,0,13,0,0,3,0,12,2,0,0,2,0,10,6,14,118,8,11
"CCDC189",4,16,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,30,0,0
"RNF40",39,84,0,1,7,0,1,3,1,3,0,1,0,0,0,10,4,4,202,24,7
"ZNF629",8,20,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,45,11,0
"RP11-2C24.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"BCL7C",64,230,0,2,32,1,3,13,1,12,2,2,2,2,3,27,5,15,278,48,15
"MIR762HG",7,22,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,2,53,7,4
"CTF1",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
"FBXL19-AS1",1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
"FBXL19",3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,40,6,0
"ORAI3",106,132,0,2,17,0,0,6,0,0,0,1,0,1,1,13,16,9,106,21,9
"RP11-1072A3.4",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SETD1A",12,32,0,0,4,0,0,0,0,2,0,0,0,0,0,3,1,2,52,11,0
"HSD3B7",99,219,0,1,21,0,0,26,1,0,0,0,0,1,1,13,7,1,143,18,5
"STX1B",2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0
"STX4",160,222,2,7,38,3,1,9,1,14,5,1,0,4,2,32,27,19,453,54,11
"RP11-196G11.2",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"RP11-196G11.6",2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ZNF668",16,61,0,0,12,0,0,0,0,1,0,0,0,0,0,8,3,2,53,2,3
"ZNF646",9,12,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,30,1,1
"PRSS53",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
"VKORC1",268,1457,1,5,169,0,4,27,2,18,5,6,2,2,3,130,55,40,572,170,43
"BCKDK",109,222,0,3,28,0,1,4,0,7,1,1,1,0,5,32,32,9,315,31,13
"KAT8",42,93,3,2,16,0,0,4,1,5,0,2,2,3,0,17,13,7,266,12,8
"RP11-388M20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PRSS8",13,25,0,0,2,0,0,1,0,2,1,1,0,0,4,7,2,3,1681,13,2
"PRSS36",24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0
"FUS",235,737,9,14,116,6,15,20,4,106,18,2,22,34,2,102,106,143,1746,162,54
"RP11-388M20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-388M20.1",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0
"PYCARD",614,255,9,25,58,3,7,0,4,47,8,2,4,5,16,20,172,63,1856,65,6
"PYCARD-AS1",4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,48,3,1
"TRIM72",2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,86,0,0
"ITGAM",244,4,0,7,1,0,0,0,1,0,0,0,0,1,0,0,32,1,15,0,0
"ITGAX",194,1,0,4,3,0,0,1,0,0,0,0,0,1,1,1,54,1,11,0,0
"ZNF843",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
"RP11-452L6.1",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
"RP11-452L6.5",2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0
"ARMC5",11,27,0,0,2,0,1,2,2,1,0,0,0,0,0,5,2,0,46,11,1
"TGFB1I1",16,727,0,0,60,0,0,12,0,0,1,18,0,0,2,197,3,4,168,130,94
"SLC5A2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"AC026471.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,0,0
"C16orf58",14,77,0,0,8,0,1,4,0,2,0,1,0,1,0,8,1,4,241,9,3
"RP11-452L6.7",0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,1,2
"AHSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0
"CTD-2358C21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF720",17,63,1,0,12,1,0,2,1,7,0,0,5,2,1,9,0,8,101,20,2
"ZNF267",58,45,1,1,6,1,1,1,0,5,1,0,2,2,0,5,13,13,154,18,1
"TP53TG3D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"RP11-23E10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-989E6.10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
"SHCBP1",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,53,3,0
"RP11-46D6.1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"VPS35",220,234,1,14,42,0,3,13,1,8,1,2,2,4,5,37,67,31,670,75,18
"ORC6",6,14,0,1,0,0,0,0,0,3,0,0,0,1,1,2,2,0,108,2,2
"MYLK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C16orf87",27,143,0,1,6,0,1,1,0,4,3,0,1,1,0,9,8,24,102,13,4
"GPT2",1,22,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,66,2,0
"DNAJA2",88,185,4,3,23,0,3,1,0,32,5,2,3,2,1,35,21,43,453,47,15
"RP11-169E6.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NETO2",26,11,0,1,0,0,0,2,0,1,0,0,1,0,0,0,6,5,20,25,0
"ITFG1",67,216,0,4,30,0,2,9,0,9,0,1,1,0,3,35,11,18,294,32,15
