"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"DTNA",6,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,4,0,4
"RP11-96A15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MAPRE2",61,13,1,5,1,8,0,0,3,7,2,4,0,1,38,13,7,574,28,3
"RP11-294N21.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF397",22,8,0,0,0,9,0,0,4,3,3,2,0,0,8,8,4,229,11,1
"ZSCAN30",3,4,0,0,0,1,0,0,2,0,0,1,0,1,0,2,1,64,5,0
"RP11-158H5.8",0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,36,0,0
"RP11-158H5.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,2,0
"RP11-54G14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZNF24",50,22,2,3,2,21,3,1,7,6,2,7,0,2,9,10,11,544,33,3
"ZNF396",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"RP11-322E11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"RP11-322E11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
"RP11-322E11.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"INO80C",56,17,3,1,0,6,2,1,3,2,3,1,4,13,7,17,9,1139,44,2
"GALNT1",117,23,0,1,0,18,0,0,3,7,2,4,1,10,9,18,9,920,73,0
"RP11-873E20.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"C18orf21",28,13,2,2,0,12,2,0,3,5,2,3,0,0,4,11,6,249,19,0
"RPRD1A",18,15,1,0,0,10,0,1,2,1,2,3,0,5,14,8,3,479,21,3
"SLC39A6",48,34,1,2,0,41,0,1,4,1,2,2,2,3,15,14,5,306,12,1
"ELP2",32,25,2,3,0,24,3,1,7,3,5,3,0,1,13,8,12,394,28,1
"RP11-49I11.1",7,6,1,0,0,10,0,0,0,1,0,0,0,8,1,1,0,357,4,2
"MOCOS",1,2,0,0,0,5,0,0,1,1,1,0,0,1,0,1,0,218,5,0
"FHOD3",0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPGS2",56,49,0,4,1,55,0,1,3,9,1,3,0,10,25,16,22,682,40,0
"KIAA1328",5,2,0,1,0,6,0,0,1,0,0,0,0,0,4,1,4,78,5,0
"CELF4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-95O2.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-244M2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"PIK3C3",16,11,0,0,1,7,0,0,4,1,1,2,0,0,6,9,12,174,21,2
"LINC00907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP11-456K23.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SETBP1",0,6,0,1,0,20,0,0,0,0,0,0,0,0,6,2,1,30,10,0
"SLC14A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC14A2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SLC14A1",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0
"SIGLEC15",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"EPG5",20,6,2,0,0,6,2,0,1,0,1,3,0,0,1,6,2,103,7,0
"PSTPIP2",54,3,0,1,0,0,0,1,0,2,0,1,0,0,1,59,2,3,1,0
"ATP5A1",255,139,7,9,5,151,12,1,39,34,14,15,6,55,98,84,112,4656,156,12
"HAUS1",63,36,2,1,1,14,3,0,5,7,3,2,1,3,16,18,12,581,38,1
"C18orf25",25,4,0,0,0,1,0,0,4,1,0,3,0,1,1,3,7,140,9,0
"RNF165",0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0
"LOXHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ST8SIA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-687F6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PIAS2",30,13,1,0,0,18,0,0,3,1,0,1,1,1,2,5,3,231,15,0
"KATNAL2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HDHD2",47,9,0,2,1,10,1,0,4,2,0,1,0,6,6,6,2,241,13,2
"IER3IP1",147,112,1,4,2,74,1,2,19,11,4,6,0,28,47,32,28,1598,83,6
"SMAD2",77,31,1,2,0,33,4,1,6,4,5,4,2,3,16,19,11,714,62,0
"ZBTB7C",2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,49,3,1
"CTIF",12,9,0,0,0,10,0,0,0,0,0,0,0,0,2,7,2,57,8,1
"SMAD7",18,4,2,2,0,9,1,0,0,2,0,2,2,0,1,8,5,11,10,0
"RP11-15F12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"DYM",20,12,1,0,1,14,2,2,5,0,2,1,0,1,8,8,5,203,9,0
"RP11-15F12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C18orf32",60,11,1,0,0,8,1,0,3,6,1,0,0,3,7,15,11,296,10,1
"RPL17-C18orf32",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RPL17",299,277,21,22,12,205,19,11,112,54,61,53,17,94,96,118,183,3414,264,8
"LIPG",4,6,0,0,0,3,0,0,0,1,0,0,0,3,1,0,0,400,18,0
"ACAA2",75,56,3,3,2,46,5,3,9,9,2,13,2,16,10,19,28,1288,33,0
"SNHG22",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0
"MYO5B",12,3,0,0,0,2,0,0,1,2,0,1,0,8,2,3,0,867,1,0
"CFAP53",2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,24,2,0
"MBD1",36,17,1,1,0,11,1,0,3,5,1,4,0,1,13,4,8,263,20,2
"CXXC1",53,11,0,2,0,11,3,0,1,8,4,4,1,0,16,15,13,250,21,0
"SKA1",3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82,0,0
"MRO",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ME2",138,12,0,0,1,9,1,0,2,3,0,4,0,6,9,23,10,587,18,0
"ELAC1",17,5,0,0,0,14,0,0,3,2,2,1,0,1,3,4,5,163,7,0
"RP11-729L2.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SMAD4",34,12,0,0,0,10,1,0,5,0,0,3,0,3,9,4,3,384,23,1
"MEX3C",11,10,1,1,0,3,3,0,3,1,0,7,0,0,3,9,8,246,23,0
"RP11-267C16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"MBD2",119,21,0,0,0,13,2,0,2,4,2,0,0,5,4,21,13,671,30,0
"RP11-850A17.1",0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,5,15,1,0
"POLI",4,9,0,0,0,9,0,0,1,3,0,1,0,0,4,3,1,83,4,0
"C18orf54",1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,11,2,0
"RAB27B",3,2,1,0,1,1,2,4,1,0,0,0,0,0,0,0,0,279,0,0
"RP11-99A1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CCDC68",3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,509,5,0
"CTD-2171N6.1",1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"TCF4",124,74,0,0,0,128,0,0,0,0,0,5,0,1,87,23,2,20,504,9
"LINC01415",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TXNL1",228,86,5,5,2,110,4,0,20,16,4,4,2,17,42,48,33,2322,85,2
"WDR7",16,3,0,0,0,3,0,0,2,2,2,0,0,0,2,2,7,26,3,0
"ONECUT2",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184,0,0
"FECH",27,5,0,0,0,13,1,0,1,2,0,1,0,0,2,3,2,89,11,0
"RP11-706P11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"NARS",189,54,1,3,0,33,4,4,6,4,1,5,0,17,30,35,21,1922,55,4
"RP11-35G9.3",15,2,0,1,0,3,0,0,3,1,2,1,0,0,2,8,14,24,6,0
"RP11-35G9.5",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ATP8B1",8,4,0,0,0,4,0,0,2,3,1,0,1,7,10,4,0,1200,27,3
"NEDD4L",18,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,562,3,0
"ALPK2",3,3,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"RP11-1151B14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-126O1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"MALT1",51,5,1,0,0,7,1,0,5,2,1,5,0,0,2,25,18,143,10,0
"RP11-108P20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF532",4,15,1,0,1,8,0,0,0,0,0,0,0,0,16,0,0,8,21,3
"SEC11C",147,36,4,8,6,17,3,2,15,9,9,12,4,50,12,25,73,2869,40,1
"GRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LMAN1",126,142,4,4,1,82,0,1,7,13,4,4,1,11,24,18,22,1232,81,4
"CCBE1",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"PMAIP1",40,31,2,5,1,2,3,1,15,11,9,12,0,0,5,18,228,788,8,0
"RP11-866E20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-879F14.2",0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RNF152",0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,4,0
"PIGN",22,3,0,0,0,5,0,0,1,0,0,0,1,0,2,8,0,118,12,1
"KIAA1468",22,4,0,0,0,4,0,1,3,0,0,0,0,0,0,6,3,239,5,1
"TNFRSF11A",14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,153,1,0
"ZCCHC2",47,1,0,0,0,3,1,0,0,1,1,2,1,0,0,4,5,148,1,1
"RP11-120K19.4",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0
"PHLPP1",4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,95,6,0
"BCL2",24,1,1,0,1,2,3,0,9,5,4,5,1,0,5,5,20,4,2,1
"RP11-299P2.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"KDSR",69,59,0,2,1,52,2,1,8,1,4,3,1,5,15,10,41,599,44,1
"RP11-635N19.1",2,4,0,0,0,5,0,0,1,0,0,0,0,0,1,0,4,24,2,0
"VPS4B",88,30,2,5,1,28,4,0,25,6,3,9,1,4,21,24,25,962,33,2
"SERPINB5",7,2,0,0,0,0,0,0,0,0,0,1,0,6,0,4,1,1063,2,0
"SERPINB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SERPINB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HMSD",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0
"SERPINB8",43,9,0,0,0,4,0,0,1,1,0,0,0,2,0,23,0,188,8,1
"CDH7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSEL",3,12,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,1,2,1
"TMX3",51,20,1,0,1,16,0,0,1,3,1,5,0,3,17,9,8,215,28,0
"CCDC102B",13,11,0,0,0,6,0,1,0,0,0,1,0,0,84,0,1,13,1,0
"RP11-106E15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"RP11-674P19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"DOK6",0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"CD226",8,0,0,1,0,0,0,2,6,4,1,3,3,0,0,4,7,3,1,0
"RTTN",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,37,3,0
"SOCS6",40,5,0,0,0,2,0,0,0,0,0,0,0,0,6,5,0,323,8,1
"RP11-41O4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP11-41O4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"GTSCR1",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0
"FBXO15",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"TIMM21",18,8,0,0,0,7,1,1,3,1,1,2,0,0,8,1,3,188,14,1
"CYB5A",206,117,2,1,0,153,4,1,12,4,4,5,1,66,37,40,22,2901,109,3
"FAM69C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CNDP2",238,31,6,1,6,30,3,0,11,13,7,8,2,23,8,58,19,1740,66,0
"CNDP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"LINC00909",8,3,0,0,0,4,0,1,3,1,2,6,0,0,6,2,12,141,10,1
"ZNF407",10,2,0,0,0,3,1,0,0,1,1,1,0,1,2,1,1,84,4,1
"RP11-405M12.3",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0
"RP11-405M12.4",3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"ZADH2",30,3,0,0,0,5,1,2,3,2,3,1,0,0,6,4,11,233,15,0
"TSHZ1",13,3,0,1,0,12,0,0,2,2,3,2,0,0,6,5,6,180,21,2
"ZNF516",18,5,0,0,0,5,0,0,0,0,0,0,0,0,5,7,0,52,8,0
"RP11-17M16.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,1,0
"C18orf65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"LINC00908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC00683",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"RP11-162A12.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-162A12.4",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF236",8,4,1,0,0,5,1,0,1,1,2,2,1,0,0,3,2,112,6,0
"RP11-862L9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MBP",100,8,8,2,1,58,5,0,14,14,10,20,7,0,2,15,15,664,2,0
"RP11-4B16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"RP11-4B16.4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ATP9B",17,5,1,1,0,5,1,0,0,1,0,1,0,0,0,2,4,97,6,1
"RP11-800A18.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,0
"NFATC1",14,8,1,0,0,5,1,0,2,3,1,0,1,0,2,9,4,41,13,1
"RP11-567M16.6",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,17,4,0
"CTDP1",11,9,1,1,0,6,0,0,2,0,0,0,0,0,5,4,3,140,2,0
"RP11-154H12.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-154H12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"KCNG2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-248M19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PQLC1",45,13,0,0,0,5,0,0,1,1,1,0,0,0,5,12,4,252,22,1
"HSBP1L1",31,40,1,0,0,22,2,0,3,0,0,0,0,21,0,8,4,1369,8,0
"TXNL4A",99,50,3,4,1,49,1,1,9,5,4,8,1,10,25,27,20,1589,61,2
"RP11-795F19.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"RBFA",20,13,0,0,0,7,0,0,2,0,1,0,0,3,11,8,4,352,23,0
"RP11-795F19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0
"ADNP2",19,8,1,1,0,3,0,0,1,0,0,0,0,1,5,7,4,215,8,2
"PARD6G-AS1",2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,78,0,0
"PARD6G",0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,4,1,0
"C20orf96",8,9,0,0,0,8,0,0,1,0,1,1,0,0,5,1,0,92,9,0
"ZCCHC3",9,3,0,0,0,10,1,0,0,1,1,0,0,0,1,2,1,120,11,0
"NRSN2-AS1",0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,103,5,0
"SOX12",1,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,21,7,1
"NRSN2",4,18,0,0,0,14,0,0,0,0,0,1,0,1,11,0,2,77,7,0
"TRIB3",15,11,1,0,0,2,0,0,3,2,1,0,0,2,4,4,5,920,9,0
"RBCK1",70,61,2,6,5,57,4,2,19,32,13,12,3,34,40,34,55,3117,77,1
"TBC1D20",13,14,3,0,0,24,0,0,3,1,1,0,0,2,7,7,8,211,23,0
"CSNK2A1",40,34,0,6,1,24,1,1,7,2,1,4,0,3,13,11,17,744,36,3
"TCF15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
"SRXN1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15,0,0
"SLC52A3",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,229,9,0
"FAM110A",17,2,0,0,1,2,2,0,1,1,1,8,0,0,3,11,17,104,10,0
"ANGPT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RSPO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PSMF1",114,59,7,5,0,44,7,2,18,12,3,9,1,15,46,34,44,1298,42,3
"RP4-545L17.11",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0
"TMEM74B",1,1,0,0,0,1,0,0,0,0,0,1,0,0,31,0,1,35,9,0
"C20orf202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
"SNPH",0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,4,4,0
"SDCBP2",25,13,0,1,0,5,0,0,1,1,0,0,0,37,7,10,3,3968,28,0
"RP11-314N13.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"SDCBP2-AS1",0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,17,0,0
"RP11-314N13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"FKBP1A",576,425,6,26,6,259,22,8,61,57,11,16,5,92,128,186,159,3775,1977,5
"NSFL1C",43,28,1,0,0,34,2,3,6,5,7,0,0,6,22,13,24,816,35,6
"SIRPB2",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"SIRPD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SIRPB1",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"SIRPG",0,0,4,2,0,1,8,0,12,15,5,2,1,0,0,0,43,4,0,0
"RP5-858L17.1",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0
"SIRPA",207,33,0,0,0,13,0,0,0,0,0,0,0,2,1,35,1,126,10,0
"STK35",4,3,0,0,0,2,0,0,0,0,0,0,0,0,4,1,2,135,3,0
"RP11-128M1.1",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,16,1,0
"TGM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"SNRPB",242,183,11,20,8,73,14,6,59,45,28,24,6,85,106,87,121,5596,230,12
"ZNF343",1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,29,4,0
"NOP56",64,48,2,2,2,44,3,0,15,15,9,9,2,5,43,10,30,1937,73,9
"IDH3B",51,30,6,3,0,28,5,0,13,9,8,8,2,14,28,18,30,825,52,7
"RP4-686C3.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"EBF4",0,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,14,0,0
"CPXM1",1,16,0,0,0,46,0,0,0,0,0,0,0,0,9,0,0,4,0,0
"C20orf141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PCED1A",11,8,0,0,0,11,0,0,0,0,1,1,1,1,16,2,1,78,11,0
"VPS16",30,16,1,2,0,10,1,0,4,2,1,2,0,2,16,5,13,140,16,0
"PTPRA",33,17,1,3,1,25,2,0,3,3,1,5,1,1,12,8,12,284,27,0
"GNRH2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"MRPS26",49,36,1,1,0,47,4,1,8,8,7,2,0,6,29,13,21,1127,62,3
"OXT",1,6,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"AVP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBOX5",5,2,1,0,0,3,0,0,0,2,0,0,0,0,4,2,3,48,0,1
"FASTKD5",12,4,0,0,0,4,2,0,2,1,0,0,0,0,2,1,6,111,5,0
"RP5-1187M17.10",2,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,24,0,0
"DDRGK1",75,56,1,6,2,44,2,0,9,11,1,6,1,40,31,18,24,2050,70,8
"ITPA",72,56,2,3,1,47,7,1,12,11,7,5,1,26,21,18,32,1703,52,0
"SLC4A11",0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,99,1,0
"RP4-794I6.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
"C20orf194",30,5,2,1,0,6,0,0,0,0,0,1,0,0,4,1,4,3,22,0
"ATRN",16,9,0,0,0,5,0,0,1,0,0,0,0,0,4,0,5,57,11,0
"ADAM33",0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"SIGLEC1",92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,7,0,0
"HSPA12B",0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,74,0
"C20orf27",62,19,1,0,1,30,1,1,4,3,3,2,1,6,48,24,22,566,16,0
"SPEF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CENPB",20,14,2,0,0,5,0,1,3,2,0,0,0,0,8,3,1,354,28,0
"CDC25B",21,26,3,1,3,24,0,0,8,4,8,8,1,3,6,6,15,1362,39,1
"RP5-1009E24.8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,29,1,0
"AP5S1",9,6,1,0,0,6,0,0,2,0,0,0,0,1,3,0,5,86,6,0
"MAVS",12,10,2,0,0,10,0,0,2,5,0,3,0,1,7,5,8,294,18,1
"RP11-119B16.2",2,3,0,0,0,0,0,0,1,1,0,0,0,0,2,1,4,50,5,0
"PANK2",22,17,2,2,0,13,3,0,4,3,1,2,0,2,12,12,11,224,22,1
"RNF24",9,31,0,0,0,24,0,0,1,2,3,1,0,0,17,3,3,183,5,2
"SMOX",18,18,0,2,0,2,1,0,6,0,0,0,0,1,1,4,2,167,10,0
"LINC01433",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ADRA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0
"PRNP",134,58,0,4,0,100,3,1,14,13,3,15,0,2,12,30,33,501,29,2
"PRND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0
"RP5-1068H6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RASSF2",32,4,0,0,0,6,0,0,2,2,1,1,1,0,1,13,1,5,24,0
"SLC23A2",20,7,0,0,0,6,0,0,1,0,0,0,0,0,3,3,2,27,9,0
"RP5-1116H23.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP5-1116H23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM230",196,143,7,12,2,154,11,2,31,17,15,16,3,33,67,56,53,1465,112,6
"PCNA",60,41,0,3,2,30,2,2,7,7,2,7,0,10,23,9,18,1635,45,3
"CDS2",39,13,2,2,3,6,0,0,7,6,3,6,1,3,21,8,21,245,36,6
"LINC00654",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"GPCPD1",84,9,0,3,0,13,1,0,3,1,1,2,0,1,8,28,8,234,19,4
"C20orf196",20,2,0,0,1,5,2,0,2,4,1,0,0,1,3,6,7,220,8,2
"CHGB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRMT6",16,9,0,2,0,12,1,0,5,3,0,1,1,2,6,13,4,256,11,2
"MCM8",3,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,118,8,0
"RP5-967N21.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0
"CRLS1",45,40,0,1,0,28,0,2,6,7,1,3,2,2,15,12,5,785,27,1
"LRRN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP5-1056H1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
"FERMT1",10,2,0,0,1,7,1,0,1,0,0,0,0,6,0,2,0,1536,3,0
"BMP2",1,12,0,0,0,3,0,0,1,0,0,0,0,0,10,1,0,119,5,0
"TMX4",34,33,2,4,1,39,8,0,7,8,1,8,1,7,10,13,27,412,42,2
"PLCB1",3,4,0,0,0,21,0,0,0,0,0,0,0,0,1,1,0,91,65,2
"PLCB4",0,0,0,0,0,6,0,0,0,1,0,0,0,0,5,1,0,136,16,2
"LAMP5",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"RP5-839B4.8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKEF1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,86,0,0
"SNAP25-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNAP25",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
