"REACTION","SUBSYSTEM"
"HMR_0806","Glycosphingolipid biosynthesis-globo series"
"HMR_0807","Glycosphingolipid biosynthesis-globo series"
"HMR_0809","Glycosphingolipid biosynthesis-globo series"
"HMR_0810","Glycosphingolipid biosynthesis-globo series"
"HMR_0811","Glycosphingolipid biosynthesis-globo series"
"HMR_0812","Glycosphingolipid biosynthesis-globo series"
"HMR_0813","Glycosphingolipid biosynthesis-globo series"
"HMR_0814","Glycosphingolipid biosynthesis-globo series"
"HMR_0859","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0860","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0861","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0862","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0863","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0864","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0865","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0866","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0867","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0868","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0870","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0871","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0873","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0875","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0876","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0877","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0878","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0879","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0880","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0881","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0882","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0883","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0884","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0885","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0886","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0887","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0888","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0889","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0890","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0891","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0892","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0893","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0894","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0895","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0896","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0897","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0898","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0899","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0900","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0901","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0902","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0903","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0904","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0905","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0906","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0907","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0908","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0909","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0910","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0911","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0912","Glycosphingolipid biosynthesis-lacto and neolacto series"
"HMR_0787","Glycosphingolipid metabolism"
"HMR_0790","Glycosphingolipid metabolism"
"HMR_0792","Glycosphingolipid metabolism"
"HMR_0793","Glycosphingolipid metabolism"
"HMR_0794","Glycosphingolipid metabolism"
"HMR_0797","Glycosphingolipid metabolism"
"HMR_0804","Glycosphingolipid metabolism"
"HMR_0808","Glycosphingolipid metabolism"
"HMR_0826","Glycosphingolipid metabolism"
"HMR_0832","Glycosphingolipid metabolism"
"HMR_0834","Glycosphingolipid metabolism"
"HMR_0835","Glycosphingolipid metabolism"
"HMR_0836","Glycosphingolipid metabolism"
"HMR_0914","Glycosphingolipid metabolism"
"HMR_0915","Glycosphingolipid metabolism"
"HMR_0919","Glycosphingolipid metabolism"
"HMR_0920","Glycosphingolipid metabolism"
"HMR_0921","Glycosphingolipid metabolism"
"HMR_0924","Glycosphingolipid metabolism"
"HMR_0925","Glycosphingolipid metabolism"
"HMR_0926","Glycosphingolipid metabolism"
"RE2677E","Glycosphingolipid metabolism"
"RE2677N","Glycosphingolipid metabolism"
"RE2718G","Glycosphingolipid metabolism"
"RE2722G","Glycosphingolipid metabolism"
"HMR_7185","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_7186","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_7187","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_7188","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8378","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8379","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8380","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8381","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8383","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8384","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8385","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8387","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8388","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8389","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8390","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8391","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8392","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8393","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8394","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8395","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8396","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8397","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8398","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8399","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8401","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8402","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8403","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8404","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8405","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8406","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"HMR_8407","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"BIDGLCURr","Heme degradation"
"HOXG","Heme degradation"
"UGT1A10c","Heme degradation"
"FCLTc","Heme synthesis"
"FCLTm","Heme synthesis"
"PPPGOc","Heme synthesis"
"PPPGOm","Heme synthesis"
"HMR_7225","Heparan sulfate degradation"
"HMR_7226","Heparan sulfate degradation"
"HMR_7227","Heparan sulfate degradation"
"HMR_7228","Heparan sulfate degradation"
"HMR_7229","Heparan sulfate degradation"
"HMR_7230","Heparan sulfate degradation"
"HMR_7231","Heparan sulfate degradation"
"HMR_7232","Heparan sulfate degradation"
"HMR_7233","Heparan sulfate degradation"
"HMR_7234","Heparan sulfate degradation"
"HMR_7235","Heparan sulfate degradation"
"HMR_7236","Heparan sulfate degradation"
"HMR_7237","Heparan sulfate degradation"
"HMR_7238","Heparan sulfate degradation"
"HMR_7239","Heparan sulfate degradation"
"HMR_7240","Heparan sulfate degradation"
"HMR_7241","Heparan sulfate degradation"
"HMR_7242","Heparan sulfate degradation"
"HMR_7243","Heparan sulfate degradation"
"HMR_7244","Heparan sulfate degradation"
"HMR_7245","Heparan sulfate degradation"
"HMR_7246","Heparan sulfate degradation"
"HMR_7247","Heparan sulfate degradation"
"HMR_7248","Heparan sulfate degradation"
"HMR_7249","Heparan sulfate degradation"
"HMR_7250","Heparan sulfate degradation"
"HMR_7251","Heparan sulfate degradation"
"HMR_7571","Heparan sulfate degradation"
"HMR_7572","Heparan sulfate degradation"
"HMR_7573","Heparan sulfate degradation"
"BGLYFm","Hippurate metabolism"
"BZCOAFm","Hippurate metabolism"
"3MHISc","Histidine metabolism"
"HMCARNc","Histidine metabolism"
"HMR_4426","Histidine metabolism"
"HMR_4428","Histidine metabolism"
"HMR_4429","Histidine metabolism"
"HMR_4430","Histidine metabolism"
"HMR_4431","Histidine metabolism"
"HMR_4437","Histidine metabolism"
"HMR_4658","Histidine metabolism"
"HMR_4660","Histidine metabolism"
"HMR_4712","Histidine metabolism"
"HMR_5336","Histidine metabolism"
"HMR_5337","Histidine metabolism"
"HMR_5338","Histidine metabolism"
"HMR_5339","Histidine metabolism"
"HMR_5340","Histidine metabolism"
"HMR_8783","Histidine metabolism"
"HMR_8784","Histidine metabolism"
"HMR_8786","Histidine metabolism"
"HMR_0663","Inositol phosphate metabolism"
"HMR_10067","Inositol phosphate metabolism"
"HMR_10068","Inositol phosphate metabolism"
"HMR_4308","Inositol phosphate metabolism"
"HMR_6539","Inositol phosphate metabolism"
"HMR_6540","Inositol phosphate metabolism"
"HMR_6542","Inositol phosphate metabolism"
"HMR_6543","Inositol phosphate metabolism"
"HMR_6544","Inositol phosphate metabolism"
"HMR_6545","Inositol phosphate metabolism"
"HMR_6546","Inositol phosphate metabolism"
"HMR_6547","Inositol phosphate metabolism"
"HMR_6548","Inositol phosphate metabolism"
"HMR_6549","Inositol phosphate metabolism"
"HMR_6550","Inositol phosphate metabolism"
"HMR_6551","Inositol phosphate metabolism"
"HMR_6552","Inositol phosphate metabolism"
"HMR_6553","Inositol phosphate metabolism"
"HMR_6554","Inositol phosphate metabolism"
"HMR_6555","Inositol phosphate metabolism"
"HMR_6556","Inositol phosphate metabolism"
"HMR_6557","Inositol phosphate metabolism"
"HMR_6558","Inositol phosphate metabolism"
"HMR_6559","Inositol phosphate metabolism"
"HMR_6560","Inositol phosphate metabolism"
"HMR_6561","Inositol phosphate metabolism"
"HMR_6562","Inositol phosphate metabolism"
"HMR_6563","Inositol phosphate metabolism"
"HMR_6564","Inositol phosphate metabolism"
"HMR_6565","Inositol phosphate metabolism"
"HMR_6566","Inositol phosphate metabolism"
"HMR_6567","Inositol phosphate metabolism"
"HMR_6568","Inositol phosphate metabolism"
"HMR_6569","Inositol phosphate metabolism"
"HMR_6570","Inositol phosphate metabolism"
"HMR_6571","Inositol phosphate metabolism"
"HMR_6572","Inositol phosphate metabolism"
"HMR_6573","Inositol phosphate metabolism"
"HMR_6574","Inositol phosphate metabolism"
"HMR_6575","Inositol phosphate metabolism"
"HMR_6576","Inositol phosphate metabolism"
"HMR_6579","Inositol phosphate metabolism"
"HMR_6580","Inositol phosphate metabolism"
"HMR_6581","Inositol phosphate metabolism"
"HMR_6583","Inositol phosphate metabolism"
"HMR_6584","Inositol phosphate metabolism"
"HMR_6585","Inositol phosphate metabolism"
"HMR_6587","Inositol phosphate metabolism"
"HMR_6588","Inositol phosphate metabolism"
"HMR_6589","Inositol phosphate metabolism"
"HMR_6591","Inositol phosphate metabolism"
"HMR_6592","Inositol phosphate metabolism"
"HMR_6595","Inositol phosphate metabolism"
"HMR_7652","Inositol phosphate metabolism"
"HMR_7654","Inositol phosphate metabolism"
"HMR_7655","Inositol phosphate metabolism"
"HMR_7656","Inositol phosphate metabolism"
"HMR_8799","Inositol phosphate metabolism"
"HMR_8800","Inositol phosphate metabolism"
"HMR_8801","Inositol phosphate metabolism"
"HMR_8802","Inositol phosphate metabolism"
"HMR_8803","Inositol phosphate metabolism"
"HMR_8804","Inositol phosphate metabolism"
"HMR_8805","Inositol phosphate metabolism"
"HMR_8806","Inositol phosphate metabolism"
"HMR_8807","Inositol phosphate metabolism"
"HMR_8808","Inositol phosphate metabolism"
"HMR_8809","Inositol phosphate metabolism"
"HMR_8810","Inositol phosphate metabolism"
"HMR_8811","Inositol phosphate metabolism"
"HMR_8812","Inositol phosphate metabolism"
"HMR_8813","Inositol phosphate metabolism"
"HMR_8814","Inositol phosphate metabolism"
"HMR_8815","Inositol phosphate metabolism"
"HMR_8816","Inositol phosphate metabolism"
"HMR_8817","Inositol phosphate metabolism"
"HMR_8818","Inositol phosphate metabolism"
"HMR_8819","Inositol phosphate metabolism"
"HMR_8820","Inositol phosphate metabolism"
"HMR_8821","Inositol phosphate metabolism"
"HMR_8822","Inositol phosphate metabolism"
"HMR_8823","Inositol phosphate metabolism"
"HMR_8824","Inositol phosphate metabolism"
"HMR_8825","Inositol phosphate metabolism"
"HMR_8826","Inositol phosphate metabolism"
"HMR_8827","Inositol phosphate metabolism"
"HMR_8829","Inositol phosphate metabolism"
"HMR_8830","Inositol phosphate metabolism"
"HMR_8831","Inositol phosphate metabolism"
"HMR_8833","Inositol phosphate metabolism"
"HMR_8835","Inositol phosphate metabolism"
"HMR_8836","Inositol phosphate metabolism"
"PI4P3Ker","Inositol phosphate metabolism"
"HMR_0024","Isolated"
"HMR_1403","Isolated"
"HMR_1404","Isolated"
"HMR_1405","Isolated"
"HMR_1406","Isolated"
"HMR_1407","Isolated"
"HMR_1408","Isolated"
"HMR_1409","Isolated"
"HMR_1410","Isolated"
"HMR_1411","Isolated"
"HMR_1412","Isolated"
"HMR_1413","Isolated"
"HMR_1414","Isolated"
"HMR_1415","Isolated"
"HMR_1416","Isolated"
"HMR_1417","Isolated"
"HMR_1418","Isolated"
"HMR_1419","Isolated"
"HMR_1420","Isolated"
"HMR_1421","Isolated"
"HMR_1422","Isolated"
"HMR_1423","Isolated"
"HMR_1424","Isolated"
"HMR_1425","Isolated"
"HMR_1426","Isolated"
"HMR_1427","Isolated"
"HMR_1428","Isolated"
"HMR_1429","Isolated"
"HMR_1430","Isolated"
"HMR_1431","Isolated"
"HMR_1432","Isolated"
"HMR_1433","Isolated"
"HMR_8643","Isolated"
"HMR_8645","Isolated"
"HMR_8648","Isolated"
"HMR_9464","Isolated"
"HMR_9465","Isolated"
"HMR_9466","Isolated"
"HMR_9467","Isolated"
"HMR_9468","Isolated"
"HMR_9469","Isolated"
"HMR_9470","Isolated"
"HMR_9471","Isolated"
"HMR_9472","Isolated"
"HMR_9473","Isolated"
"HMR_9474","Isolated"
"HMR_9475","Isolated"
"HMR_9476","Isolated"
"HMR_9477","Isolated"
"HMR_9478","Isolated"
"HMR_9479","Isolated"
"HMR_9480","Isolated"
"HMR_9481","Isolated"
"HMR_9482","Isolated"
"HMR_9483","Isolated"
"HMR_9484","Isolated"
"HMR_9485","Isolated"
"HMR_9487","Isolated"
"HMR_9488","Isolated"
"HMR_9489","Isolated"
"HMR_9490","Isolated"
"HMR_9491","Isolated"
"HMR_9492","Isolated"
"HMR_9493","Isolated"
"HMR_9494","Isolated"
"HMR_9495","Isolated"
"HMR_9496","Isolated"
"HMR_9497","Isolated"
"HMR_9498","Isolated"
"HMR_9499","Isolated"
"HMR_9500","Isolated"
"HMR_9501","Isolated"
"HMR_9502","Isolated"
"HMR_9503","Isolated"
"HMR_9504","Isolated"
"HMR_9505","Isolated"
"HMR_9506","Isolated"
"HMR_9507","Isolated"
"HMR_9508","Isolated"
"HMR_9509","Isolated"
"HMR_9510","Isolated"
"HMR_9511","Isolated"
"HMR_9512","Isolated"
"HMR_9513","Isolated"
"HMR_9514","Isolated"
"HMR_9515","Isolated"
"HMR_9516","Isolated"
"HMR_9517","Isolated"
"HMR_9518","Isolated"
"HMR_9519","Isolated"
"HMR_9520","Isolated"
"HMR_9521","Isolated"
"HMR_9522","Isolated"
"HMR_9523","Isolated"
"HMR_9524","Isolated"
"HMR_9525","Isolated"
"HMR_9527","Isolated"
"HMR_9528","Isolated"
"HMR_9529","Isolated"
"HMR_9530","Isolated"
"HMR_9531","Isolated"
"HMR_9532","Isolated"
"HMR_9534","Isolated"
"HMR_9535","Isolated"
"HMR_9536","Isolated"
"HMR_9537","Isolated"
"HMR_9538","Isolated"
"HMR_9539","Isolated"
"HMR_9540","Isolated"
"HMR_9541","Isolated"
"HMR_9542","Isolated"
"HMR_9543","Isolated"
"HMR_9544","Isolated"
"HMR_9545","Isolated"
"HMR_9546","Isolated"
"HMR_9547","Isolated"
"HMR_9548","Isolated"
"HMR_9549","Isolated"
"HMR_9550","Isolated"
"HMR_9551","Isolated"
"HMR_9552","Isolated"
"HMR_9553","Isolated"
"HMR_9554","Isolated"
"HMR_9555","Isolated"
"HMR_9556","Isolated"
"HMR_9557","Isolated"
"HMR_9558","Isolated"
"HMR_9559","Isolated"
"HMR_9560","Isolated"
"HMR_9561","Isolated"
"HMR_9562","Isolated"
"HMR_9563","Isolated"
"HMR_9564","Isolated"
"HMR_9565","Isolated"
"HMR_9566","Isolated"
"HMR_9567","Isolated"
"HMR_9568","Isolated"
"HMR_9570","Isolated"
"HMR_9571","Isolated"
"HMR_9572","Isolated"
"HMR_9573","Isolated"
"HMR_9574","Isolated"
"HMR_9575","Isolated"
"HMR_9577","Isolated"
"HMR_9578","Isolated"
"HMR_9579","Isolated"
"HMR_9798","Isolated"
"HMR_9801","Isolated"
"HMR_9806","Isolated"
"HMR_9807","Isolated"
"HMR_7335","Keratan sulfate biosynthesis"
"HMR_7336","Keratan sulfate biosynthesis"
"HMR_7337","Keratan sulfate biosynthesis"
"HMR_7338","Keratan sulfate biosynthesis"
"HMR_7339","Keratan sulfate biosynthesis"
"HMR_7340","Keratan sulfate biosynthesis"
"HMR_7341","Keratan sulfate biosynthesis"
"HMR_7342","Keratan sulfate biosynthesis"
"HMR_7343","Keratan sulfate biosynthesis"
"HMR_7344","Keratan sulfate biosynthesis"
"HMR_7345","Keratan sulfate biosynthesis"
"HMR_7346","Keratan sulfate biosynthesis"
"HMR_7347","Keratan sulfate biosynthesis"
"HMR_7348","Keratan sulfate biosynthesis"
"HMR_7349","Keratan sulfate biosynthesis"
"HMR_7350","Keratan sulfate biosynthesis"
"HMR_7351","Keratan sulfate biosynthesis"
"HMR_7352","Keratan sulfate biosynthesis"
"HMR_7353","Keratan sulfate biosynthesis"
"HMR_7354","Keratan sulfate biosynthesis"
"HMR_7355","Keratan sulfate biosynthesis"
"HMR_7356","Keratan sulfate biosynthesis"
"HMR_7357","Keratan sulfate biosynthesis"
"HMR_7358","Keratan sulfate biosynthesis"
"HMR_7359","Keratan sulfate biosynthesis"
"HMR_7360","Keratan sulfate biosynthesis"
"HMR_7361","Keratan sulfate biosynthesis"
"HMR_7362","Keratan sulfate biosynthesis"
"HMR_7363","Keratan sulfate biosynthesis"
"HMR_7364","Keratan sulfate biosynthesis"
"HMR_7365","Keratan sulfate biosynthesis"
"HMR_7366","Keratan sulfate biosynthesis"
"HMR_7367","Keratan sulfate biosynthesis"
"HMR_7368","Keratan sulfate biosynthesis"
"HMR_7369","Keratan sulfate biosynthesis"
"HMR_7370","Keratan sulfate biosynthesis"
"HMR_7371","Keratan sulfate biosynthesis"
"HMR_7442","Keratan sulfate biosynthesis"
"HMR_7443","Keratan sulfate biosynthesis"
"HMR_7444","Keratan sulfate biosynthesis"
"HMR_7445","Keratan sulfate biosynthesis"
"HMR_7446","Keratan sulfate biosynthesis"
"HMR_7447","Keratan sulfate biosynthesis"
"HMR_7448","Keratan sulfate biosynthesis"
"HMR_7449","Keratan sulfate biosynthesis"
"HMR_7450","Keratan sulfate biosynthesis"
"HMR_7451","Keratan sulfate biosynthesis"
"HMR_7452","Keratan sulfate biosynthesis"
