"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"RP11-345J4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SPN",23,0,3,4,31,0,1,1,6,1,22,13,0,44,45,0,1,8,11,5,3,10,12,1,36,46,39,6,3,0
"QPRT",9,19,2,0,9,1,1,27,0,0,4,2,6,4,6,0,2,2,2,0,40,12,2,0,4,10,8,491,18,0
"C16orf54",0,0,1,0,7,2,0,0,3,0,3,4,10,13,13,0,3,7,1,3,0,5,0,2,3,14,6,0,0,0
"AC009133.17",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZG16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIF22",12,14,1,1,5,1,0,12,3,0,1,1,5,2,8,1,1,3,1,1,28,11,7,8,40,44,10,63,34,1
"AC009133.21",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,2,0
"MAZ",18,23,1,0,7,1,1,8,4,1,2,6,11,7,13,0,3,3,0,2,28,4,3,10,20,21,13,172,72,1
"AC009133.15",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC009133.12",4,2,0,0,1,0,1,3,1,0,4,2,7,6,3,0,1,1,2,2,7,0,0,0,1,3,5,248,5,1
"PRRT2",3,4,0,0,1,0,0,10,0,0,0,0,1,0,3,2,1,1,0,1,18,1,0,2,0,0,1,44,5,0
"PAGR1",2,0,0,0,1,0,0,3,0,0,0,0,2,1,0,0,0,1,0,1,4,0,0,0,1,1,0,6,3,0
"MVP",52,43,4,4,18,6,0,26,3,3,5,2,16,11,16,0,5,9,1,0,31,7,3,2,8,6,27,422,69,2
"CDIPT",23,32,2,1,5,1,0,23,6,0,5,4,7,5,13,5,1,2,0,1,35,3,3,2,15,9,11,65,66,2
"CTD-2574D22.7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDIPT-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"SEZ6L2",0,11,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,56,6,1
"ASPHD1",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0
"KCTD13",5,3,1,0,3,0,0,1,0,0,3,0,2,6,1,0,0,2,1,0,5,2,1,0,2,5,6,28,7,0
"CTD-2574D22.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"TMEM219",102,64,7,10,14,3,1,52,8,2,18,20,45,24,34,6,9,15,2,3,77,21,14,3,25,16,56,313,217,4
"TAOK2",5,10,2,0,3,0,1,6,0,1,1,0,3,3,8,1,2,1,0,0,5,2,0,0,3,7,11,42,72,0
"HIRIP3",10,3,1,0,13,0,0,6,3,0,2,2,3,1,9,2,1,7,1,0,11,4,2,7,35,23,6,38,23,3
"INO80E",8,10,0,1,9,0,0,12,1,0,5,5,7,6,10,0,1,5,1,0,18,4,0,2,11,9,6,65,32,1
"DOC2A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0
"FAM57B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"ALDOA",436,234,20,14,99,7,4,147,33,4,53,43,86,89,121,8,36,39,11,4,340,54,69,54,137,96,179,1257,410,23
"CTD-2515O10.5",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PPP4C",90,63,12,3,44,2,1,23,15,1,31,13,24,47,57,4,12,20,5,4,87,19,29,27,68,43,72,1286,141,1
"TBX6",0,2,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,1,25,2,0
"YPEL3",20,33,10,3,15,3,1,32,3,0,11,7,48,17,14,1,13,5,3,3,29,19,4,9,12,15,43,273,102,1
"RP11-455F5.3",0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,2,0
"GDPD3",0,3,0,0,2,0,0,4,0,0,1,0,5,1,1,0,0,1,0,0,5,0,1,0,0,0,1,86,8,0
"RP11-455F5.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-455F5.6",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MAPK3",18,22,1,1,9,1,0,9,4,0,4,2,11,7,9,2,4,9,2,1,28,9,1,3,10,2,21,752,107,1
"CORO1A",147,15,26,11,246,16,4,5,44,10,171,21,231,261,328,0,77,91,39,20,13,59,54,134,460,316,445,346,16,1
"RP11-455F5.5",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"BOLA2B",2,3,0,0,0,1,0,1,2,0,2,0,2,3,2,0,0,1,0,0,1,7,0,1,0,0,5,113,6,0
"SLX1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SULT1A3",2,4,0,0,3,1,0,3,1,0,0,0,3,1,2,0,3,4,2,0,3,1,0,0,1,2,2,87,10,0
"RP11-347C12.3",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"RP11-347C12.1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4,3,0
"CD2BP2",37,38,5,4,27,1,2,11,2,2,8,7,25,21,42,0,11,11,2,1,42,11,4,6,26,34,33,565,57,0
"RP11-347C12.10",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0
"TBC1D10B",11,10,0,0,8,0,0,7,2,0,0,2,6,1,10,0,3,2,1,2,12,3,4,1,11,4,12,147,29,0
"RP11-347C12.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2,0
"MYLPF",1,0,0,0,2,0,0,1,0,0,1,0,2,1,1,0,1,0,0,1,1,1,1,0,0,0,2,29,3,0
"ZNF48",1,5,1,0,1,1,0,3,0,0,1,0,2,0,0,0,3,0,0,0,5,1,1,0,2,0,2,85,4,0
"SEPT1",6,8,7,0,38,1,1,8,13,2,23,6,29,53,54,0,12,19,7,10,22,13,3,7,64,34,75,60,12,1
"ZNF771",1,5,0,0,2,0,0,2,0,0,0,2,2,1,0,0,2,0,0,0,4,2,1,0,0,0,1,55,5,1
"DCTPP1",51,37,2,2,23,1,2,11,4,1,11,11,37,18,47,1,13,5,5,3,33,13,3,17,34,23,36,1401,77,2
"SEPHS2",2,2,0,0,2,0,1,0,1,0,0,1,3,1,0,0,0,0,0,0,2,1,0,1,1,2,2,40,5,0
"ITGAL",15,1,7,1,25,4,0,0,7,3,13,0,12,34,34,0,1,6,8,3,1,10,6,4,29,28,54,9,4,0
"RP11-297C4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-297C4.3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
"RP11-297C4.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ZNF768",13,12,0,0,4,0,2,3,1,0,2,1,4,3,10,1,6,5,0,1,14,6,3,1,2,4,10,334,20,1
"ZNF747",2,5,0,0,2,1,1,1,1,0,1,1,2,2,4,0,3,0,0,0,7,1,0,0,2,2,4,93,10,0
"AC002310.12",2,6,1,0,0,0,0,2,1,0,3,1,1,3,5,1,0,4,2,0,2,1,0,2,2,3,5,102,13,0
"ZNF764",5,1,1,1,3,0,0,2,1,1,1,0,4,2,5,0,2,2,0,0,2,1,0,1,1,6,5,74,6,0
"ZNF688",18,15,3,1,10,0,0,9,7,0,1,3,13,5,17,3,7,4,1,3,24,8,2,1,9,13,29,217,37,1
"AC002310.7",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,7,1,0
"ZNF785",6,9,0,0,4,0,0,6,0,0,4,1,9,1,5,0,8,2,3,0,11,2,1,1,1,4,6,258,24,1
"RP11-146F11.5",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ZNF689",7,7,3,0,6,0,1,2,2,0,1,3,7,2,3,1,4,1,3,1,3,1,1,0,6,6,1,123,15,0
"PRR14",18,14,2,1,8,1,0,5,5,0,4,0,13,9,14,0,2,1,0,0,18,8,3,3,8,9,10,324,33,0
"FBRS",10,12,1,2,12,0,1,6,7,1,6,5,15,10,15,1,6,5,2,0,12,4,4,1,8,5,19,221,28,1
"RP11-146F11.1",1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,1,1,0,2,30,2,0
"SRCAP",3,6,0,0,3,1,0,1,0,0,0,0,3,0,1,0,0,1,1,1,1,0,1,1,2,3,4,52,7,0
"RP11-2C24.9",1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,0,0,0,1,2,30,1,0
"PHKG2",36,14,1,2,9,1,2,10,4,0,4,6,15,16,9,3,6,3,3,0,15,5,4,3,12,10,18,315,20,0
"CCDC189",7,3,1,1,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,4,0,1,3,1,2,2,31,5,0
"RNF40",15,13,1,1,6,0,1,10,0,0,4,2,10,7,6,0,2,4,2,0,18,3,1,1,5,4,13,232,29,2
"ZNF629",3,6,0,1,2,0,0,3,0,0,0,0,7,1,0,0,1,0,1,0,8,1,2,0,1,0,3,167,18,0
"RP11-2C24.7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"BCL7C",16,39,3,4,11,2,0,17,1,0,6,1,8,4,15,0,1,5,0,0,30,7,3,3,8,10,12,245,34,1
"MIR762HG",5,4,1,0,1,0,0,4,0,0,0,0,3,5,6,0,0,0,0,0,4,0,1,0,1,2,6,85,10,0
"CTF1",0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"FBXL19-AS1",2,2,0,0,3,0,1,1,0,0,0,0,3,2,2,0,3,3,1,0,2,0,2,1,1,1,3,197,7,1
"FBXL19",7,4,0,0,2,1,0,1,0,0,0,1,2,1,3,0,1,1,0,0,4,0,4,0,2,2,7,133,16,0
"ORAI3",15,11,0,1,4,0,0,11,0,0,3,3,8,2,4,0,0,0,1,0,15,4,1,2,2,2,7,57,10,0
"RP11-1072A3.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SETD1A",6,9,0,1,3,2,0,3,0,0,1,3,5,2,3,0,1,5,1,0,3,3,0,1,3,3,1,63,16,0
"HSD3B7",20,9,1,0,1,0,0,15,1,0,0,0,1,0,2,1,2,2,0,0,1,2,2,0,1,0,2,85,29,2
"STX1B",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0
"STX4",59,41,6,3,23,0,0,37,2,0,6,10,18,15,24,2,6,7,2,0,28,9,7,3,10,9,34,407,60,2
"RP11-196G11.2",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0
"RP11-196G11.6",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0
"ZNF668",2,10,0,0,1,0,0,4,0,0,1,0,1,2,5,0,0,1,0,0,4,0,3,0,2,1,1,20,5,0
"ZNF646",4,2,0,0,4,0,1,2,0,0,1,0,2,2,3,0,1,1,0,0,2,2,0,0,0,2,3,56,6,0
"PRSS53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"VKORC1",82,127,1,5,20,2,1,115,1,2,9,13,22,27,24,4,4,4,0,2,82,29,6,2,14,24,36,397,173,3
"BCKDK",47,20,1,1,5,0,0,15,1,1,1,3,2,2,14,0,1,0,1,1,18,13,5,1,9,7,7,258,47,1
"KAT8",14,13,0,2,12,0,0,7,2,0,6,8,11,3,7,0,6,3,1,0,12,5,1,2,6,9,9,247,32,3
"RP11-388M20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"PRSS8",21,24,0,1,14,0,0,11,5,0,7,2,23,8,13,0,3,8,2,2,18,14,7,1,10,6,17,1377,40,0
"PRSS36",7,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3,1,24,0,0
"FUS",156,222,28,4,155,8,1,143,16,15,39,44,211,115,157,3,59,57,16,8,222,43,30,36,135,130,167,1526,439,9
"RP11-388M20.1",0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,0
"PYCARD",316,80,6,21,92,4,2,47,13,4,38,42,61,51,87,1,23,23,10,5,50,29,69,11,53,69,96,2385,118,3
"PYCARD-AS1",1,0,0,0,0,0,0,1,0,0,0,0,5,1,2,0,2,0,0,0,3,1,1,0,0,0,0,22,7,0
"TRIM72",0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,31,4,0
"ITGAM",42,0,0,1,1,0,0,0,0,0,1,5,8,2,1,0,4,0,3,1,1,0,7,0,1,1,5,0,0,1
"ITGAX",71,0,0,7,5,0,0,0,0,0,0,2,11,0,8,0,0,0,1,0,0,1,17,0,0,4,0,0,0,0
"ITGAD",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ZNF843",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
"RP11-452L6.1",0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,5,3,0
"RP11-452L6.5",1,1,0,0,0,1,0,1,0,0,0,2,0,1,2,1,0,0,0,0,3,0,1,0,1,0,0,3,7,0
"ARMC5",3,3,0,0,0,0,0,1,0,0,2,1,1,0,3,1,0,0,0,0,3,0,0,0,1,2,1,9,12,0
"TGFB1I1",3,92,0,0,1,0,0,30,0,0,0,0,0,2,0,5,0,0,0,0,181,3,0,0,1,2,3,8,60,10
"SLC5A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"AC026471.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
"C16orf58",6,7,0,0,2,0,0,2,0,0,0,0,5,4,2,0,2,0,1,0,10,3,2,0,1,1,6,20,13,0
"RP11-452L6.7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
"AHSP",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"CTD-2358C21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZNF720",10,21,0,0,11,0,0,5,6,0,3,6,15,8,16,1,4,8,2,1,27,5,0,3,12,11,17,42,39,0
"ZNF267",33,12,1,5,4,0,0,3,1,0,10,4,12,15,20,2,1,4,1,3,3,2,9,3,13,9,22,23,26,0
"TP53TG3D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-626K17.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-989E6.10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
"SHCBP1",7,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,7,6,2,8,19,17,0,24,4,0
"RP11-46D6.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"VPS35",92,48,6,11,19,0,2,32,6,2,11,17,34,21,31,2,7,19,3,2,55,11,18,7,22,28,30,420,119,3
"ORC6",17,5,0,2,7,0,0,1,0,0,0,1,8,3,6,0,0,0,0,0,9,4,7,7,33,18,1,94,15,0
"MYLK3",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"C16orf87",19,14,4,3,18,0,3,3,3,0,10,4,23,18,17,1,10,8,2,1,20,11,1,12,26,17,50,53,25,0
"GPT2",3,2,0,0,6,0,1,0,0,0,0,0,7,2,2,0,1,0,0,1,1,1,0,3,2,1,2,85,3,0
"DNAJA2",51,35,2,1,18,4,1,23,9,0,18,11,32,32,33,3,3,6,7,4,44,10,11,8,34,20,60,279,80,3
"RP11-169E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"NETO2",6,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,4,0,5,35,9,0
"ITFG1",24,21,2,1,8,0,0,10,2,0,9,8,11,11,7,0,5,5,3,1,37,15,3,3,8,5,14,123,53,2
"PHKB",26,19,3,4,8,2,0,17,4,0,6,2,56,12,15,1,12,4,4,1,31,14,3,7,12,13,22,123,68,3
"ABCC11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LONP2",28,11,4,2,13,1,0,23,4,0,3,11,43,19,20,2,15,12,3,1,34,10,3,1,20,7,29,136,62,3
"SIAH1",16,19,1,1,3,0,2,9,0,0,2,5,18,1,4,0,3,1,1,0,18,2,1,1,4,5,4,65,24,0
"N4BP1",20,25,3,1,19,0,0,4,2,1,5,2,9,12,22,0,1,9,0,1,6,3,5,0,11,8,15,64,40,1
"RP11-42I10.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0
"CTC-527H23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CBLN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
"ZNF423",0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,1,11,27,0
"CNEP1R1",10,3,0,1,3,1,1,5,1,1,1,1,4,7,5,0,3,1,1,1,9,1,1,0,1,5,9,18,7,0
"HEATR3",5,3,2,1,2,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,8,1,2,0,1,1,6,24,10,1
"PAPD5",13,11,5,1,5,1,0,2,1,1,6,2,9,3,10,2,3,7,3,3,14,7,10,4,9,7,8,76,23,1
"ADCY7",32,2,1,2,16,1,0,4,1,0,7,8,8,11,6,0,1,3,0,1,1,6,10,2,13,8,16,12,5,0
"BRD7",13,16,1,0,8,0,0,9,1,0,4,7,17,7,18,1,5,3,0,1,35,1,4,6,13,9,12,161,38,4
"NKD1",2,1,0,0,1,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,2,2,0,0,2,2,3,95,1,1
"RP11-401P9.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP11-401P9.4",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-401P9.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNX20",18,0,3,3,7,3,0,0,2,1,8,6,5,11,16,0,1,3,3,0,0,1,5,2,15,6,24,3,1,0
"NOD2",4,0,0,1,1,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,2,14,0,0
"RP11-327F22.2",3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"RP11-327F22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"CYLD",46,21,6,4,38,2,1,15,13,8,32,16,25,53,55,1,9,38,5,5,26,19,11,5,42,41,105,42,28,4
"SALL1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"RP11-142G1.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TOX3",2,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,1,1,144,1,0
"CASC16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-297L17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"RP11-467J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-295M3.4",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"CHD9",68,75,4,6,20,3,2,44,5,1,12,30,88,16,31,2,30,13,3,1,100,18,14,8,24,19,42,256,191,3
"AC007906.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-44F14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"RP11-44F14.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
"RBL2",18,26,3,2,26,0,1,10,8,1,21,4,19,45,31,2,7,14,3,5,25,9,7,3,32,16,31,102,63,0
"AKTIP",4,11,1,0,5,0,1,10,2,2,4,0,3,6,13,0,0,3,1,0,14,5,0,0,6,2,25,58,33,1
"RPGRIP1L",2,6,0,0,1,0,0,3,0,0,1,2,2,0,3,0,0,0,0,0,7,0,1,0,1,0,0,41,9,0
"FTO",7,19,1,1,2,0,1,7,2,1,0,1,6,4,0,1,1,1,0,0,18,1,1,1,4,3,6,35,18,1
"IRX3",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,36,2,0
"RP11-434E6.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"CRNDE",2,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,1,1,0,2,0,0,2,85,28,0
"IRX5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"MMP2",6,614,2,1,1,0,0,523,0,0,1,1,0,1,4,2,0,0,0,0,16,0,1,1,3,1,2,13,209,1
"RP11-212I21.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-212I21.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LPCAT2",61,2,0,5,0,0,0,1,1,0,0,19,1,0,1,0,0,1,0,0,0,0,11,0,1,0,1,86,81,0
"RP11-212I21.4",3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0
"CES1",7,13,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,1
"GNAO1",0,0,1,0,1,0,0,2,1,0,0,0,2,1,2,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0
"AMFR",6,6,0,1,2,1,0,5,1,1,3,5,21,2,3,0,3,2,0,0,6,1,2,4,1,0,1,46,26,2
"RP11-413H22.2",1,2,0,0,1,0,0,2,0,0,0,1,10,1,6,0,0,0,0,0,3,0,0,3,1,0,0,5,2,0
"NUDT21",30,35,2,2,19,0,0,13,3,0,14,4,11,19,37,1,5,10,0,3,36,10,3,16,44,29,34,204,73,2
"OGFOD1",12,11,1,1,4,0,0,6,1,1,3,0,1,7,6,0,0,3,1,0,18,1,1,0,10,6,4,53,15,1
"RP11-413H22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"BBS2",5,4,1,0,0,0,1,6,0,0,0,1,9,0,3,1,1,1,1,0,8,2,2,0,0,0,4,34,8,1
"MT3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"MT2A",306,596,33,5,142,8,32,416,62,6,103,155,22,163,173,78,8,49,33,5,1007,30,69,9,408,269,219,131,568,183
"RP11-249C24.10",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MT1E",23,135,1,0,26,0,9,49,8,1,11,7,2,21,20,7,0,3,5,2,160,3,2,0,49,26,47,28,21,26
"MT1M",0,7,0,0,0,0,2,9,0,0,0,0,0,1,0,1,0,0,0,0,83,0,0,0,1,0,0,1,10,27
"MT1A",1,3,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,48,0,0,0,0,0,1,4,4,4
"MT1F",24,8,2,0,23,0,0,3,1,1,6,16,5,16,22,3,1,4,1,0,16,6,1,2,18,18,28,11,5,2
"MT1G",21,0,0,0,0,0,0,3,0,0,0,0,0,1,1,8,1,0,0,0,2,0,1,0,1,0,0,47,1,0
"MT1H",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MT1X",90,51,7,3,32,1,2,57,7,2,27,15,8,24,47,39,3,13,2,2,54,11,5,1,35,26,52,94,53,35
"RP11-343H19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUP93",10,8,0,5,9,0,0,3,1,0,0,4,5,2,4,1,0,1,1,1,8,1,4,4,7,9,6,81,15,1
